from	to	threshold	signed_weight	weight	abs_weight	method	method_suffix	threshold_value	core
S__GCA_016838795.1	S__GCA_016838825.1	3	0.591945288753799	0.591945288753799	0.591945288753799	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_002317795.1	S__GCA_001542995.1	3	0.714285714285714	0.714285714285714	0.714285714285714	spearman_abs_threshold	spearman	0.55	ST13
S__Schulz_GVMAG_M_3300025652_16	S__IMGVR_UViG_GVMAG-M-3300025652-16_000001	3	-0.577724706904038	0.577724706904038	0.577724706904038	spearman_abs_threshold	spearman	0.55	ST13
S__3300027847_80	S__GCA_017854145.1	3	0.591076856274425	0.591076856274425	0.591076856274425	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_016838825.1	S__3300024058_22	3	0.580547112462006	0.580547112462006	0.580547112462006	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_016777225.1	S__TARA_ARC_NCLDV_00188	3	0.637537993920973	0.637537993920973	0.637537993920973	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_016838825.1	S__3300006311_3	3	0.643508467216674	0.643508467216674	0.643508467216674	spearman_abs_threshold	spearman	0.55	ST13
S__3300024516_13	S__3300020263_16	3	0.687907077724707	0.687907077724707	0.687907077724707	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_905182865.1	S__GCA_014384505.1	3	0.669018671298307	0.669018671298307	0.669018671298307	spearman_abs_threshold	spearman	0.55	ST13
S__3300020263_16	S__GCA_014384505.1	3	0.572405557967868	0.572405557967868	0.572405557967868	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_014384505.1	S__GCA_905181595.1	3	0.731980026052974	0.731980026052974	0.731980026052974	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_016777225.1	S__GCA_905478185.1	3	0.614850195397308	0.614850195397308	0.614850195397308	spearman_abs_threshold	spearman	0.55	ST13
S__IMGVR_UViG_3300027780_000015	S__GCA_905478185.1	3	0.577616152844116	0.577616152844116	0.577616152844116	spearman_abs_threshold	spearman	0.55	ST13
S__TARA_ARC_NCLDV_00188	S__GCA_905478185.1	3	0.582175423360834	0.582175423360834	0.582175423360834	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_016777225.1	S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	3	0.58608336951802	0.58608336951802	0.58608336951802	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_905478185.1	S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	3	0.604103343465046	0.604103343465046	0.604103343465046	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_001643535.1	S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	3	0.615610073816761	0.615610073816761	0.615610073816761	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_016838795.1	S__3300027997_10	3	0.592922275293096	0.592922275293096	0.592922275293096	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_016838825.1	S__3300027997_10	3	0.561984368215371	0.561984368215371	0.561984368215371	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_016777225.1	S__3300027997_10	3	0.677268779852366	0.677268779852366	0.677268779852366	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_001643535.1	S__3300027997_10	3	0.574359531046461	0.574359531046461	0.574359531046461	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_001643535.1	S__IMGVR_UViG_3300027833_000046	3	0.552431610942249	0.552431610942249	0.552431610942249	spearman_abs_threshold	spearman	0.55	ST13
S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	S__IMGVR_UViG_3300027833_000046	3	0.663373860182371	0.663373860182371	0.663373860182371	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_016777225.1	S__3300027687_20	3	-0.554277029960921	0.554277029960921	0.554277029960921	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_002499015.1	S__3300027687_20	3	0.628745115067304	0.628745115067304	0.628745115067304	spearman_abs_threshold	spearman	0.55	ST13
S__IMGVR_UViG_3300038315_000065	S__3300027687_20	3	0.652518454190187	0.652518454190187	0.652518454190187	spearman_abs_threshold	spearman	0.55	ST13
S__TARA_ARC_108_MAG_00021	S__3300027687_20	3	0.745657837603126	0.745657837603126	0.745657837603126	spearman_abs_threshold	spearman	0.55	ST13
S__3300027997_10	S__3300027687_20	3	-0.575553625705601	0.575553625705601	0.575553625705601	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_001643535.1	S__IMGVR_UViG_3300035195_000275	3	0.673577941815024	0.673577941815024	0.673577941815024	spearman_abs_threshold	spearman	0.55	ST13
S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	S__IMGVR_UViG_3300035195_000275	3	0.632001736864959	0.632001736864959	0.632001736864959	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_905478185.1	S__3300027827_16	3	0.699956578376031	0.699956578376031	0.699956578376031	spearman_abs_threshold	spearman	0.55	ST13
S__3300027827_16	S__GCA_003672175.1	3	0.589339991315675	0.589339991315675	0.589339991315675	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_009937205.1	S__GCA_003672175.1	3	0.644268345636127	0.644268345636127	0.644268345636127	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_905182815.1	S__GCF_012276695.1	3	0.567412071211463	0.567412071211463	0.567412071211463	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_905612455.1	S__GCF_012276695.1	3	0.580438558402084	0.580438558402084	0.580438558402084	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_012960805.1	S__GCF_012276695.1	3	0.69105514546244	0.69105514546244	0.69105514546244	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_905478185.1	S__IMGVR_UViG_3300031519_000018	3	0.581089882761615	0.581089882761615	0.581089882761615	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_905182865.1	S__GCA_905182235.1	3	0.587711680416848	0.587711680416848	0.587711680416848	spearman_abs_threshold	spearman	0.55	ST13
S__3300027752_17	S__GCA_905182235.1	3	0.569366044290057	0.569366044290057	0.569366044290057	spearman_abs_threshold	spearman	0.55	ST13
S__IMGVR_UViG_3300035195_000275	S__IMGVR_UViG_3300025079_000001	3	0.571428571428571	0.571428571428571	0.571428571428571	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_002499015.1	S__GCA_905182885.1	3	0.579135909683022	0.579135909683022	0.579135909683022	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_905182865.1	S__GCA_905182885.1	3	0.597590099869735	0.597590099869735	0.597590099869735	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_905181765.1	S__GCA_905182885.1	3	0.555036908380374	0.555036908380374	0.555036908380374	spearman_abs_threshold	spearman	0.55	ST13
S__TARA_ARC_108_MAG_00021	S__GCA_905182885.1	3	0.717216673903604	0.717216673903604	0.717216673903604	spearman_abs_threshold	spearman	0.55	ST13
S__3300027687_20	S__GCA_905182885.1	3	0.700933564915328	0.700933564915328	0.700933564915328	spearman_abs_threshold	spearman	0.55	ST13
S__GCA_905182235.1	S__GCA_905182885.1	3	0.584672166739036	0.584672166739036	0.584672166739036	spearman_abs_threshold	spearman	0.55	ST13
