from	to	threshold	weight	abs_weight	method	method_suffix	estimator	aracne_eps	core
S__GCA_016838795.1	S__GCA_016838825.1	3	0.215698648452711	0.215698648452711	mi_aracne	mi_aracne	spearman	0	ST13
S__3300024431_33	S__GCA_016777225.1	3	0.15031207209712	0.15031207209712	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_001543015.1	S__GCA_001542995.1	3	0.119031998195195	0.119031998195195	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_002317795.1	S__GCA_001542995.1	3	0.356883233881341	0.356883233881341	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_016838825.1	S__3300027847_80	3	0.124373628627052	0.124373628627052	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_002317795.1	S__3300027847_80	3	0.13465076487264	0.13465076487264	mi_aracne	mi_aracne	spearman	0	ST13
S__Schulz_GVMAG_M_3300025652_16	S__IMGVR_UViG_3300027687_000007	3	0.137783244511206	0.137783244511206	mi_aracne	mi_aracne	spearman	0	ST13
S__3300027847_80	S__3300026253_28	3	0.111770229338102	0.111770229338102	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027780_000015	S__GCA_905612275.1	3	0.117831653674265	0.117831653674265	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027687_000007	S__GCA_905612275.1	3	0.0696565072254493	0.0696565072254493	mi_aracne	mi_aracne	spearman	0	ST13
S__Schulz_GVMAG_M_3300025652_16	S__IMGVR_UViG_GVMAG-M-3300025652-16_000001	3	0.203057037046039	0.203057037046039	mi_aracne	mi_aracne	spearman	0	ST13
S__3300027847_80	S__GCA_017854145.1	3	0.214908499080905	0.214908499080905	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027780_000015	S__GCA_017854145.1	3	0.129005077011736	0.129005077011736	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_016838825.1	S__3300024058_22	3	0.205516502399033	0.205516502399033	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_002499015.1	S__IMGVR_UViG_3300028535_000001	3	0.151210577742083	0.151210577742083	mi_aracne	mi_aracne	spearman	0	ST13
S__3300024058_22	S__GCA_001437625.1	3	0.117203208987306	0.117203208987306	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_001542995.1	S__GCF_013407165.1	3	0.148823219614073	0.148823219614073	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_016777225.1	S__TARA_ARC_NCLDV_00188	3	0.260820865172168	0.260820865172168	mi_aracne	mi_aracne	spearman	0	ST13
S__3300024431_33	S__3300024516_38	3	0.0757986358608548	0.0757986358608548	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_002317795.1	S__3300024516_38	3	0.077660273586208	0.077660273586208	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027780_000015	S__IMGVR_UViG_3300047157_000078	3	0.0576509202227171	0.0576509202227171	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027687_000007	S__IMGVR_UViG_3300047157_000078	3	0.0479970100766711	0.0479970100766711	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_001543015.1	S__3300006311_3	3	0.0716077528291628	0.0716077528291628	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_016838825.1	S__3300006311_3	3	0.267305762158697	0.267305762158697	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027813_000042	S__3300006311_3	3	0.0909597251391195	0.0909597251391195	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027687_000007	S__3300020263_16	3	0.0428495670152685	0.0428495670152685	mi_aracne	mi_aracne	spearman	0	ST13
S__3300024516_13	S__3300020263_16	3	0.320482480895942	0.320482480895942	mi_aracne	mi_aracne	spearman	0	ST13
S__3300026264_34	S__GCA_905182815.1	3	0.145439517157458	0.145439517157458	mi_aracne	mi_aracne	spearman	0	ST13
S__3300006311_3	S__GCA_905182815.1	3	0.135481116373841	0.135481116373841	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027780_000015	S__IMGVR_UViG_3300038315_000065	3	0.153701724590098	0.153701724590098	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_905182865.1	S__GCA_014384505.1	3	0.296728741109089	0.296728741109089	mi_aracne	mi_aracne	spearman	0	ST13
S__3300020263_16	S__GCA_014384505.1	3	0.198486724353398	0.198486724353398	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_001437625.1	S__GCA_905181595.1	3	0.12385175154482	0.12385175154482	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_014384505.1	S__GCA_905181595.1	3	0.383714246911814	0.383714246911814	mi_aracne	mi_aracne	spearman	0	ST13
S__3300024431_33	S__GCA_012960805.1	3	0.110800962540678	0.110800962540678	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_016777225.1	S__GCA_905478185.1	3	0.23744036170336	0.23744036170336	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027780_000015	S__GCA_905478185.1	3	0.202962922135214	0.202962922135214	mi_aracne	mi_aracne	spearman	0	ST13
S__3300027847_80	S__GCA_004195625.1	3	0.167504499597246	0.167504499597246	mi_aracne	mi_aracne	spearman	0	ST13
S__3300006311_3	S__Schulz_GVMAG_S_1024967_63	3	0.105160988905386	0.105160988905386	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_014384505.1	S__IMGVR_UViG_3300020166_000015	3	0.0891131026855186	0.0891131026855186	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_001543015.1	S__GCA_016276965.1	3	0.104172223907477	0.104172223907477	mi_aracne	mi_aracne	spearman	0	ST13
