from	to	threshold	weight	abs_weight	method	method_suffix	estimator	aracne_eps	core
S__GCA_001543015.1	S__GCA_013215285.1	3	0.116927263736768	0.116927263736768	mi_aracne	mi_aracne	spearman	0	ST8
S__3300026264_34	S__GCA_013215285.1	3	0.0561433794993937	0.0561433794993937	mi_aracne	mi_aracne	spearman	0	ST8
S__TARA_SOC_NCLDV_00026	S__GCA_905182815.1	3	0.236162860189796	0.236162860189796	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_905612295.1	S__GCA_905182815.1	3	0.258532504305019	0.258532504305019	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_013390475.1	S__GCA_905612455.1	3	0.0454911284296466	0.0454911284296466	mi_aracne	mi_aracne	spearman	0	ST8
S__TARA_SOC_NCLDV_00026	S__GCA_008974855.1	3	0.213958489076435	0.213958489076435	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_016276965.1	S__GCA_004195625.1	3	0.0481950461234637	0.0481950461234637	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_905182815.1	S__GCA_004195625.1	3	0.0781529881120033	0.0781529881120033	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_016276965.1	S__3300024516_38	3	0.0303795110139874	0.0303795110139874	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_013390475.1	S__3300024516_38	3	0.0638645668639325	0.0638645668639325	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_008974855.1	S__GCA_013911135.1	3	0.275337566505929	0.275337566505929	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_004195625.1	S__3300027847_80	3	0.0762227338545985	0.0762227338545985	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_016838845.1	S__3300024058_12	3	0.0563479764777908	0.0563479764777908	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_013390475.1	S__3300020263_16	3	0.0371768399953478	0.0371768399953478	mi_aracne	mi_aracne	spearman	0	ST8
S__GCF_012276695.1	S__3300020263_16	3	0.200480036900334	0.200480036900334	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_004195625.1	S__GCA_001437625.1	3	0.0514937440319231	0.0514937440319231	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_011055585.1	S__IMGVR_UViG_3300027687_000007	3	0.159702155969006	0.159702155969006	mi_aracne	mi_aracne	spearman	0	ST8
S__3300020263_16	S__IMGVR_UViG_3300027687_000007	3	0.0945423775749472	0.0945423775749472	mi_aracne	mi_aracne	spearman	0	ST8
S__3300020263_16	S__GCA_905181595.1	3	0.414892212762079	0.414892212762079	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_001543015.1	S__GCA_002317795.1	3	0.0657382143941367	0.0657382143941367	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_905182865.1	S__GCA_002499015.1	3	0.261755665402433	0.261755665402433	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_002499015.1	S__GCA_905182235.1	3	0.366640392096106	0.366640392096106	mi_aracne	mi_aracne	spearman	0	ST8
S__3300024516_38	S__3300026253_28	3	0.136191314500301	0.136191314500301	mi_aracne	mi_aracne	spearman	0	ST8
S__3300020263_16	S__GCA_012960805.1	3	0.305026609882747	0.305026609882747	mi_aracne	mi_aracne	spearman	0	ST8
S__TARA_SOC_NCLDV_00026	S__GCA_003672175.1	3	0.366048498515606	0.366048498515606	mi_aracne	mi_aracne	spearman	0	ST8
S__IMGVR_UViG_3300027687_000007	S__IMGVR_UViG_3300020166_000015	3	0.232819894796705	0.232819894796705	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_017854145.1	S__GCA_014384505.1	3	0.184388781041698	0.184388781041698	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_016777225.1	S__GCA_905478185.1	3	1.14780685047507	1.14780685047507	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_001437625.1	S__GCA_905182885.1	3	0.336715622000933	0.336715622000933	mi_aracne	mi_aracne	spearman	0	ST8
S__3300027687_20	S__GCA_905182885.1	3	0.363198147469539	0.363198147469539	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_002499015.1	S__GCA_905182885.1	3	0.339720314565524	0.339720314565524	mi_aracne	mi_aracne	spearman	0	ST8
S__TARA_ARC_108_MAG_00021	S__GCA_905182885.1	3	0.419529529218214	0.419529529218214	mi_aracne	mi_aracne	spearman	0	ST8
S__IMGVR_UViG_3300020166_000015	S__GCA_905182885.1	3	0.330372668853473	0.330372668853473	mi_aracne	mi_aracne	spearman	0	ST8
S__TARA_ARC_NCLDV_00188	S__GCA_905182435.1	3	0.575417535404235	0.575417535404235	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_003672175.1	S__GCA_905182435.1	3	0.719641560942966	0.719641560942966	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_905182435.1	S__TARA_ARC_NCLDV_00036	3	0.976208569500595	0.976208569500595	mi_aracne	mi_aracne	spearman	0	ST8
S__3300024058_12	S__IMGVR_UViG_3300038315_000065	3	0.302104366709791	0.302104366709791	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_905182865.1	S__IMGVR_UViG_3300038315_000065	3	0.216991647871772	0.216991647871772	mi_aracne	mi_aracne	spearman	0	ST8
S__IMGVR_UViG_3300020166_000015	S__IMGVR_UViG_3300038315_000065	3	0.313879071087856	0.313879071087856	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_003672175.1	S__3300027752_17	3	0.378906264244379	0.378906264244379	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_008974855.1	S__IMGVR_UViG_3300025869_000017	3	0.209699411803381	0.209699411803381	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_003672175.1	S__IMGVR_UViG_3300025869_000017	3	0.408747063575322	0.408747063575322	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_016777225.1	S__GCA_905480095.1	3	1.348242938684	1.348242938684	mi_aracne	mi_aracne	spearman	0	ST8
S__3300026253_28	S__3300006311_3	3	0.445443187740748	0.445443187740748	mi_aracne	mi_aracne	spearman	0	ST8
