taxon	threshold	method	module_kmeans	embedding_1	embedding_2	pca_1	pca_2	module_entropy_proxy	module_count	silhouette
S__3300000179_4	prev_3	bicor	M3	2.380955	2.2819245	-1.3543508	0.7740164	0.0	4	0.5592696666717529
S__3300001683_28	prev_3	bicor	M1	2.0355287	2.212388	-1.8151346	-0.2570982	0.0	4	0.5592696666717529
S__3300002239_5	prev_3	bicor	M3	2.5243247	2.4513326	-0.9055166	1.2779531	0.0	4	0.5592696666717529
S__3300005253_25	prev_3	bicor	M1	1.8323836	2.1929975	-1.9505547	-0.7196884	0.0	4	0.5592696666717529
S__3300006311_3	prev_3	bicor	M1	1.7128448	2.259213	-1.7425257	-1.0607224	0.0	4	0.5592696666717529
S__3300020187_18	prev_3	bicor	M1	1.6972511	2.3009992	-1.9446815	-0.96348476	0.0	4	0.5592696666717529
S__3300020263_16	prev_3	bicor	M1	1.9181147	2.0137935	-1.4028764	-1.341279	0.0	4	0.5592696666717529
S__3300020300_16	prev_3	bicor	M1	1.7502968	2.2371123	-1.9954457	-0.9549055	0.0	4	0.5592696666717529
S__3300020303_2	prev_3	bicor	M3	2.6201918	2.415316	-0.68394494	1.4502745	0.0	4	0.5592696666717529
S__3300020317_19	prev_3	bicor	M2	2.4810512	2.3947663	0.95254445	0.7033148	0.0	4	0.5592696666717529
S__3300020330_9	prev_3	bicor	M1	2.2735095	2.2723796	-1.5240629	0.48146725	0.0	4	0.5592696666717529
S__3300020364_17	prev_3	bicor	M3	2.3919728	2.389159	-1.2845935	0.8948889	0.0	4	0.5592696666717529
S__3300020389_47	prev_3	bicor	M3	2.6277733	2.4354682	0.49403572	1.3021345	0.0	4	0.5592696666717529
S__3300020444_12	prev_3	bicor	M3	2.6707673	2.464367	-0.14386034	1.6184578	0.0	4	0.5592696666717529
S__3300024058_12	prev_3	bicor	M1	1.8335233	2.0792878	-2.240306	-1.1903028	0.0	4	0.5592696666717529
S__3300024058_15	prev_3	bicor	M3	2.5514212	2.4025695	-0.79646385	1.3022547	0.0	4	0.5592696666717529
S__3300024058_22	prev_3	bicor	M1	2.0693629	2.2469559	-1.7047873	-0.23860073	0.0	4	0.5592696666717529
S__3300024060_20	prev_3	bicor	M3	2.5616045	2.411765	-0.7345363	1.3375549	0.0	4	0.5592696666717529
S__3300024060_27	prev_3	bicor	M1	2.1460862	2.2028513	-1.7243428	-0.020872116	0.0	4	0.5592696666717529
S__3300024313_13	prev_3	bicor	M2	2.2988076	2.5115328	1.3093905	0.0475235	0.0	4	0.5592696666717529
S__3300024353_106	prev_3	bicor	M3	2.6852798	2.4890912	-0.13708663	1.575593	0.0	4	0.5592696666717529
S__3300024353_29	prev_3	bicor	M3	2.606645	2.5311983	-0.7530315	1.4054203	0.0	4	0.5592696666717529
S__3300024353_52	prev_3	bicor	M3	2.4286776	2.3108068	-0.9423319	1.2197609	0.0	4	0.5592696666717529
S__3300024429_35	prev_3	bicor	M1	1.671055	2.2082698	-2.0568953	-1.1900425	0.0	4	0.5592696666717529
S__3300024431_33	prev_3	bicor	M1	2.0945582	2.1320136	-1.962552	-0.5850773	0.0	4	0.5592696666717529
S__3300024431_52	prev_3	bicor	M1	2.0074143	2.2196164	-1.8184388	-0.29796982	0.0	4	0.5592696666717529
S__3300024516_13	prev_3	bicor	M1	1.5027032	2.2141871	-1.7066925	-1.7335682	0.0	4	0.5592696666717529
S__3300024516_18	prev_3	bicor	M1	2.2026975	2.25625	-1.6556461	0.16059017	0.0	4	0.5592696666717529
S__3300024516_24	prev_3	bicor	M3	2.603271	2.4185495	-0.57104516	1.5089703	0.0	4	0.5592696666717529
S__3300024516_26	prev_3	bicor	M1	2.1979918	2.243445	-1.6445615	0.22121048	0.0	4	0.5592696666717529
S__3300024516_38	prev_3	bicor	M4	1.0752484	1.1324929	-0.45856762	-4.169764	0.0	4	0.5592696666717529
S__3300025232_4	prev_3	bicor	M3	2.459395	2.3423357	-1.1220315	1.0366268	0.0	4	0.5592696666717529
S__3300025243_6	prev_3	bicor	M3	2.656427	2.4689367	-0.3133433	1.4834404	0.0	4	0.5592696666717529
S__3300025276_12	prev_3	bicor	M1	2.0163357	2.223616	-1.7940863	-0.23504162	0.0	4	0.5592696666717529
S__3300025690_38	prev_3	bicor	M3	2.7118435	2.4912846	0.18206024	1.5069666	0.0	4	0.5592696666717529
S__3300025894_53	prev_3	bicor	M1	1.9796929	2.2181048	-1.8361448	-0.33588123	0.0	4	0.5592696666717529
S__3300026080_15	prev_3	bicor	M1	2.1837692	2.2243075	-1.6628704	0.16695213	0.0	4	0.5592696666717529
S__3300026087_14	prev_3	bicor	M1	2.2480624	2.2647586	-1.5718019	0.4005785	0.0	4	0.5592696666717529
S__3300026108_2	prev_3	bicor	M1	2.2157836	2.2471676	-1.6245351	0.27650642	0.0	4	0.5592696666717529
S__3300026119_12	prev_3	bicor	M1	2.2357233	2.2618554	-1.594494	0.35962772	0.0	4	0.5592696666717529
S__3300026119_8	prev_3	bicor	M1	2.302011	2.3151956	-1.4796448	0.6124029	0.0	4	0.5592696666717529
S__3300026253_28	prev_3	bicor	M1	1.7144394	2.3130438	-1.90828	-0.92060375	0.0	4	0.5592696666717529
S__3300026253_8	prev_3	bicor	M1	1.930939	2.2165954	-1.8734018	-0.4485426	0.0	4	0.5592696666717529
S__3300026264_29	prev_3	bicor	M3	2.6982236	2.5008657	-0.16269875	1.5670061	0.0	4	0.5592696666717529
S__3300026264_34	prev_3	bicor	M4	0.7769886	1.5840511	-2.02634	-4.8264236	0.0	4	0.5592696666717529
S__3300027668_18	prev_3	bicor	M3	2.4167569	2.3158631	-1.2537156	0.86512375	0.0	4	0.5592696666717529
S__3300027685_18	prev_3	bicor	M3	2.5736365	2.3985553	-0.67796636	1.4475584	0.0	4	0.5592696666717529
S__3300027685_31	prev_3	bicor	M3	2.6166	2.3328092	0.038784504	1.6369934	0.0	4	0.5592696666717529
S__3300027685_58	prev_3	bicor	M2	2.2556071	2.3323693	1.1642265	0.08015442	0.0	4	0.5592696666717529
S__3300027687_10	prev_3	bicor	M1	2.3243177	2.275983	-1.4307106	0.64032745	0.0	4	0.5592696666717529
S__3300027687_20	prev_3	bicor	M1	1.8968021	2.2218301	-1.9066238	-0.5867901	0.0	4	0.5592696666717529
S__3300027752_17	prev_3	bicor	M1	1.8315494	2.3030257	-1.8584293	-0.6595001	0.0	4	0.5592696666717529
S__3300027771_26	prev_3	bicor	M3	2.681862	2.4811444	-0.3141322	1.4563799	0.0	4	0.5592696666717529
S__3300027779_22	prev_3	bicor	M1	2.073401	2.209432	-1.7837257	-0.17255592	0.0	4	0.5592696666717529
S__3300027779_26	prev_3	bicor	M3	2.6318142	2.4397633	-0.10375905	1.526412	0.0	4	0.5592696666717529
S__3300027779_27	prev_3	bicor	M3	2.6252234	2.4400082	-0.23871112	1.5366507	0.0	4	0.5592696666717529
S__3300027791_27	prev_3	bicor	M1	1.9999869	2.2199638	-1.8370222	-0.33452034	0.0	4	0.5592696666717529
S__3300027801_13	prev_3	bicor	M3	2.3933384	2.311384	-1.2038183	0.9387512	0.0	4	0.5592696666717529
S__3300027801_51	prev_3	bicor	M3	2.6291382	2.4251406	0.5590303	1.2292118	0.0	4	0.5592696666717529
S__3300027801_7	prev_3	bicor	M1	2.078176	2.2139525	-1.7688103	-0.15857124	0.0	4	0.5592696666717529
