epoch	total_loss	recon_loss	link_loss_1	entropy_loss_1	link_loss_2	entropy_loss_2	consistency_loss
1	9.329615592956543	0.12202213704586029	0.0010809048544615507	2.0202081203460693	5.067572116851807	2.1183393001556396	0.0015715517802163959
2	9.329610824584961	0.12201831489801407	0.0010809048544615507	2.0202081203460693	5.067572116851807	2.1183393001556396	0.0015693149762228131
3	9.329607009887695	0.1220148503780365	0.0010809048544615507	2.0202081203460693	5.067572116851807	2.1183393001556396	0.001567102037370205
4	9.32960319519043	0.12201173603534698	0.0010809048544615507	2.0202081203460693	5.067572116851807	2.1183393001556396	0.0015649166889488697
5	9.32960033416748	0.12200892716646194	0.0010809048544615507	2.0202081203460693	5.067572116851807	2.1183393001556396	0.0015626848908141255
