from	to	method	weight	edge_jaccard	spectral_similarity
GeoB25202_R1	GeoB25202_R2	mi_aracne	0.497364805443611	0.0182495344506518	0.976480076436569
GeoB25202_R1	ST13	mi_aracne	0.465320482021474	0.0152949745083758	0.915345989534572
GeoB25202_R1	ST8	mi_aracne	0.413594123605306	0.0152771715408119	0.811911075669801
GeoB25202_R2	ST13	mi_aracne	0.456093639028867	0.00644237652111668	0.905744901536618
GeoB25202_R2	ST8	mi_aracne	0.416544264832479	0.0133678309616214	0.819720698703337
ST13	ST8	mi_aracne	0.39181985139231	0.0173508252221752	0.766288877562445
