epoch	train_loss	heldout_auc	heldout_ap
1	22.7737979888916	0.5053572521085112	0.5026937452378811
2	32.91698455810547	0.5812239788503806	0.5467785691876714
3	23.108531951904297	0.5776365186026537	0.5614955040877989
4	21.6203556060791	0.5152182237359075	0.5016345612835789
5	14.467677116394043	0.5387347330330885	0.5197538757888889
