node_id	node_type	z_1	z_2	z_3	z_4	z_5	z_6	z_7	z_8	z_9	z_10	z_11	z_12	z_13	z_14	z_15	z_16	z_17	z_18	z_19	z_20	z_21	z_22	z_23	z_24	z_25	z_26	z_27	z_28	z_29	z_30	z_31	z_32
S__3300001683_28	taxon	-0.24598292	0.24977589	-0.22393847	-1.7572637	-0.17407526	0.749104	0.26909232	1.0330883	0.27957714	0.23603879	0.5434764	-0.67784524	0.020349443	-0.018457577	-0.2172035	-0.4356728	1.7245449	-0.37325802	0.57587385	-0.09620975	1.2595004	-0.13422024	0.566549	-0.38379472	-0.067601204	-0.25234848	0.12763405	0.050518215	-0.7386491	-0.49864018	0.13357998	0.45442098
S__3300006311_3	taxon	-0.55658305	-0.94600517	-0.16583039	1.0807401	0.5992466	0.3765182	1.3687879	-0.82819134	-0.97451293	-0.4476672	-0.663344	0.9728335	0.11136034	-0.778413	1.4144479	-1.1361474	0.2674538	0.5396684	-0.66908073	-1.2947514	-0.13318884	0.43501246	-0.88272524	0.87763196	0.64379936	0.6744671	0.3870296	-0.83849776	1.3988352	-0.80171716	0.37965736	-0.41311195
S__3300020187_18	taxon	0.51454544	0.37839097	-0.4186476	-2.3141894	-0.31677923	1.180629	0.17507987	1.1830744	0.2807877	0.8216629	1.1378689	-1.0627639	0.3885082	0.014007211	-0.7915066	0.03441125	2.2578762	-0.39426032	0.65859205	0.84042156	1.3603172	-0.01248759	0.78533995	-0.31564584	0.18018883	-0.6579901	0.535665	-0.49748904	-1.8336668	-0.19553854	0.39818212	0.87232524
S__3300020263_16	taxon	-0.15728943	1.3295836	-0.6078583	-1.6491047	-0.34496653	1.1533526	0.77183384	1.8390651	1.3336277	0.8601531	1.2588614	-1.5879052	-0.36401576	0.41558003	-0.74555826	-0.6341743	2.0504298	-0.73956525	0.19879827	0.0011305511	2.214292	-0.47263286	1.1057227	-0.1828998	-0.76728135	-0.3675992	-0.21436091	-0.4866694	-1.0439448	0.06113209	-0.134799	0.2542898
S__3300020300_16	taxon	-0.36035517	-0.39389753	0.19860364	-0.23387012	0.8379984	0.7694315	0.45275712	-0.39573562	0.11097947	-0.52907264	0.0747872	-0.082546115	0.52096844	-0.7592853	0.9577348	-0.4281662	0.84927684	0.38832942	-0.44207954	-0.26206058	0.7378338	0.4613703	-0.24630922	0.8064929	0.5950818	0.11348558	0.81643236	-0.43160242	-0.20185003	-0.091653034	0.91965353	-0.572396
S__3300020317_19	taxon	0.031904086	0.49932736	-1.2393639	-0.8591425	0.31170288	0.77324814	0.11481328	0.9514755	0.55835295	0.23079336	0.3894533	-0.38660383	0.26734406	0.1963936	-0.40811792	0.0010710657	1.5309112	-0.24515164	0.24074358	-0.61081755	1.679152	0.32529265	0.52533287	-0.15229782	0.6804617	-0.28317347	0.14704818	0.37242123	0.038460672	0.010039955	-0.54353654	-0.13148269
S__3300020330_9	taxon	-0.62962127	-0.7170375	-0.40732414	0.30413505	0.31087172	0.118105	0.8610061	-0.16625568	-0.84504896	-0.021672279	-0.4729568	0.8553417	0.32416514	-0.30911905	0.7378973	-1.0591028	0.87603474	0.4227022	-0.3404208	-1.2752888	0.10780391	0.37352425	-0.7842462	0.410592	0.65175796	0.24921623	0.015204161	-0.12723112	1.157975	-1.0382595	0.056758374	0.048626482
S__3300024058_12	taxon	-0.52806205	-0.99176997	0.2112382	0.6606249	0.575933	0.63877594	1.4329313	-0.89127994	-1.3151777	-0.6959249	-0.75001156	0.6739789	-0.3745647	-0.93746984	1.4859494	-0.8776209	0.48341656	0.50914353	-0.62614673	-0.9490398	-0.391951	0.39537996	-0.6747776	0.6633314	0.37554663	0.6019734	0.4880398	-0.8668897	1.0376377	-0.96721804	0.45514145	-0.097839944
S__3300024058_22	taxon	-0.3740846	0.8055107	-0.5684567	-1.281595	0.07339227	1.1071206	0.7565499	1.2508854	1.3599455	0.35650465	0.7894489	-1.3078557	0.058909357	0.2588982	-0.2621706	-0.496597	1.5455215	-0.5353294	0.15495594	0.043558657	1.9562614	-0.2549094	0.8250895	0.049648583	-0.36582303	-0.016384566	0.23407778	-0.56066304	-0.59436905	-0.056700528	0.35993156	-0.17437038
S__3300024060_27	taxon	-0.29201123	-0.45143807	-0.6002823	-0.04899499	0.0802367	0.47779495	0.91295516	0.11562012	-0.724504	0.15709817	-0.14322957	0.32155776	0.027721405	-0.20326433	0.5290815	-0.9742898	1.199471	0.36134702	-0.29680747	-1.0760816	0.22583498	0.24442077	-0.29789925	0.13403806	0.6425398	-0.14148399	0.15718606	-0.0068155527	0.44634962	-0.882884	-0.09571734	0.22269276
