threshold	method	site	present_taxa	mean_assignment_entropy	mean_site_similarity
prev_10	pearson	ST8	171	0.58477783203125	0.28107588186057736
prev_10	pearson	ST13	172	0.506842315196991	0.27849627856212966
prev_10	pearson	GeoB25202_R1	128	0.060094356536865234	0.30382351887990233
prev_10	pearson	GeoB25202_R2	141	0.054553743451833725	0.297033710652494
