taxon	glacial_present	interglacial_present	glacial_absent	interglacial_absent	odds_ratio	p_value	glacial_mean_abund	interglacial_mean_abund	log2fc	fdr	enrichment_class	threshold	method	taxon_embedding_plot	site_embedding_plot	core_mis_midpoint
S__3300001683_28	13	3	136	62	1.96998827083601	0.401476519890476	296.167785234899	110.738461538462	1.41925833204391	0.644326336469722	neither	prev_5	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__3300006311_3	25	20	124	45	0.455462884056457	0.0281570608795354	414.738255033557	1345.4	-1.69776212966269	0.122460867952265	neither	prev_5	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__3300020187_18	22	6	127	59	1.69952082817371	0.378146894057066	311.791946308725	226.430769230769	0.461513644996894	0.613090230601397	neither	prev_5	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__3300020263_16	43	21	106	44	0.850618502223686	0.628869228657395	930.03355704698	1213.8	-0.384176048429887	0.8400547596975	neither	prev_5	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__3300020300_16	14	13	135	52	0.416724030308455	0.0430337507721774	328.315436241611	1428.87692307692	-2.12172716416349	0.170887647993864	neither	prev_5	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__3300020303_2	2	4	147	61	0.209230224707024	0.0706266925460313	29.9798657718121	122.061538461538	-2.02554281397301	0.234460810660924	neither	prev_5	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__3300020317_19	3	9	146	56	0.129288154482734	0.00137777208411148	42.9664429530201	328.769230769231	-2.93579300424622	0.0125836517015515	interglacial_enriched	prev_5	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__3300020330_9	1	11	148	54	0.0337007293314144	9.76660485776954e-06	20.4563758389262	1075.32307692308	-5.71607572588835	0.000669012432757213	interglacial_enriched	prev_5	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__3300020364_17	5	0	144	65	Inf	0.325831813539573	78.9865771812081	0	26.2351041879253	0.557986980686518	neither	prev_5	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__3300020389_47	5	0	144	65	Inf	0.325831813539573	71.3959731543624	0	26.0893393906888	0.557986980686518	neither	prev_5	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_5/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
