node_id	node_type	z_1	z_2	z_3	z_4	z_5	z_6	z_7	z_8	z_9	z_10	z_11	z_12	z_13	z_14	z_15	z_16	z_17	z_18	z_19	z_20	z_21	z_22	z_23	z_24	z_25	z_26	z_27	z_28	z_29	z_30	z_31	z_32
S__3300001683_28	taxon	-0.64237577	0.52988756	0.8581358	-1.3550755	-0.6647754	-1.0592917	0.709864	0.532007	-0.08786979	-0.38684118	0.49426883	-0.66057575	0.9946398	0.76757514	-0.11566709	-1.046046	0.9150773	-1.2809309	-1.3093668	0.648299	1.121021	-1.3200697	-0.685663	-1.1297927	-0.70755315	-1.222074	-0.54281795	0.7734472	-0.26323423	-0.43683636	0.19494933	0.9637462
S__3300006311_3	taxon	0.8587722	-1.1699039	0.10801907	1.4194465	1.7159089	-1.766175	0.08488427	-0.57864964	1.1601436	-0.5155243	0.092145145	1.8558781	-1.2693925	-0.1722118	1.5984538	1.9882187	0.784677	1.9517101	0.84113085	-2.3174767	0.717956	1.7815303	-0.30637053	1.538106	1.5136721	0.73563296	-0.81378233	-0.60087943	-0.7283976	0.91069824	-1.1447395	-1.9700711
S__3300020187_18	taxon	-0.5992818	0.900702	0.54074	-1.3156813	-0.78990746	-1.0383425	0.34949198	0.52492756	-0.28809783	-0.33831042	0.24112538	-0.5226878	1.3387952	0.531763	0.22032642	-1.1286844	0.93235683	-1.2866805	-1.1462936	0.7641138	1.1333175	-1.0591733	-0.39991176	-1.499298	-0.9941142	-1.1156095	-0.12028262	1.1483357	-0.25811136	-0.6505734	0.62185484	1.3607829
S__3300020263_16	taxon	1.0290076	-1.187515	-0.008986458	1.2245905	1.8277225	-1.5154877	0.23957716	-0.41106328	0.99001515	-0.3838761	0.11339164	1.9625795	-1.2256472	-0.30167732	1.2571312	2.0125637	0.45079505	1.9894631	0.8535828	-2.233481	0.6124255	1.7775512	-0.36610633	1.7280002	1.3326578	0.8653978	-0.83396727	-0.7870443	-0.75301874	0.9968388	-1.3323593	-1.965056
S__3300020300_16	taxon	1.0249004	-1.3300494	0.051366925	1.1331309	1.3532013	-1.25918	0.1360206	-0.60484874	1.3644347	-0.16256452	0.07537955	1.6996207	-1.4185224	0.060999632	1.3373022	1.8708223	0.70812464	1.7091954	0.6673691	-2.055014	0.17454489	1.7325108	-0.2813782	1.358065	1.3152664	0.9045812	-1.1414936	-0.79821694	-0.7575537	1.191118	-1.4275653	-1.8229498
S__3300020303_2	taxon	-0.8607135	0.13493729	1.1625683	-1.5453221	-0.3911267	-0.8089614	1.0853304	0.75797313	-0.18186083	-0.45168632	1.0682544	-0.85731137	1.2686723	0.93953836	-1.1112094	-0.57715213	0.46067014	-1.4665353	-1.0715938	0.5802064	0.98717934	-1.7169077	-0.7341561	-0.61824477	-1.1181343	-1.1228878	-0.75834996	0.32520252	-0.23712428	-0.4261574	-0.4358673	0.5823117
S__3300020317_19	taxon	-0.86910135	-0.21084955	1.0011299	-1.2568972	-0.055307925	-0.8970946	1.0823094	0.8184594	-0.38273522	-0.35285476	1.0255307	-0.41256845	1.2053905	0.80811006	-1.2459705	-0.45322496	0.04306504	-1.4101455	-0.72829705	0.6169309	0.84045213	-1.4462326	-0.810199	-0.14051637	-1.198549	-0.9821409	-0.64137805	0.15634292	-0.23070976	-0.25605097	-0.3717571	0.35817918
S__3300020330_9	taxon	1.256743	-1.2966568	0.16966034	0.99071217	1.5651505	-0.9257518	0.14894067	-0.7589786	0.83963275	-0.23499039	0.17407104	1.3879166	-1.1437702	-0.6658865	0.88651234	2.7968426	0.2771758	1.8345709	1.1277039	-2.4878073	0.01045756	1.5629485	0.0820826	1.4602659	1.4887898	1.155122	-1.3371518	-0.42685163	-0.7531092	0.95167786	-1.497891	-1.9040202
S__3300020364_17	taxon	-1.1325144	0.26694223	0.780333	-0.5558064	-0.7030001	-1.1174853	0.94979393	0.8869494	0.014797732	-0.287054	0.72069204	-0.19744493	0.16404915	0.3207626	0.080015406	-0.92901075	1.1076417	-1.4485782	-0.97914505	0.4813104	1.481653	-1.063462	-1.1218776	-0.37543404	-0.5766238	-1.1517776	-0.5942755	0.77292037	-0.20883322	-0.5468373	0.51455104	0.47807428
S__3300020389_47	taxon	-0.79472315	-0.09129971	1.203448	-1.2334946	-0.06368303	-0.9527997	1.1073697	0.63734114	-0.24554536	-0.42335647	1.0925771	-0.55498266	1.095233	0.733906	-1.0805707	-0.17020476	0.18315467	-1.2120866	-0.633298	0.2915653	0.9231598	-1.5012245	-0.6407061	-0.13518873	-0.9545714	-0.7761965	-0.77740467	0.18958732	-0.2873086	-0.36869457	-0.5372658	0.16477019
S__3300020444_12	taxon	-0.76572794	0.05313939	1.255808	-1.2862921	-0.20721626	-0.93935543	1.1165365	0.6187134	-0.16499186	-0.47052896	1.1060333	-0.71191764	1.0946879	0.8219181	-0.94798577	-0.23918986	0.4134216	-1.2205415	-0.77902913	0.2801676	0.97134954	-1.571188	-0.6247665	-0.28722626	-0.8742951	-0.9040207	-0.7981691	0.29076678	-0.26699233	-0.41222718	-0.54875576	0.23236382
S__3300024058_12	taxon	0.1092602	-0.08599207	0.9013421	0.87618804	0.67173314	-1.5326918	0.007792987	-0.5727251	0.9904594	-0.7510845	-0.008015156	0.8768755	-0.80649495	0.18999143	1.3250197	1.2589028	1.4391454	0.53080606	0.22777873	-1.3951454	0.99481773	0.50862855	-0.40746945	0.5644175	0.95348895	-0.06454533	-0.68269825	0.18926948	-0.703925	0.13724715	-0.32270917	-1.0991659
S__3300024058_15	taxon	-0.45465258	-0.24771392	1.1367364	-0.7247461	-0.17300683	-1.0582974	0.9617837	0.45219064	0.04079373	-0.4876245	0.82514817	-0.0741273	0.66253424	0.6699152	-0.37733746	-0.47748184	0.67755526	-0.963691	-0.7144414	0.19314703	1.0272398	-1.2474812	-1.1098424	-0.036459655	-0.41374084	-0.88932484	-0.7880943	0.33473676	-0.35183698	0.07481499	-0.119977236	0.3080464
S__3300024058_22	taxon	1.0321302	-1.2640667	-0.15550026	1.0160009	1.7027879	-1.2588186	0.20004001	-0.33178338	1.0971788	-0.12605423	0.06287223	1.9853675	-1.260113	-0.28856534	1.0994244	1.9728129	0.3224383	1.9321241	0.78278714	-2.105805	0.40414742	1.9176179	-0.30986154	1.6240847	1.1656656	0.941247	-0.8850833	-0.9018551	-0.84910715	1.1162789	-1.437705	-1.8969178
S__3300024060_27	taxon	1.2830203	-1.2593682	0.43730804	0.8783701	1.3996899	-1.0252466	0.3295496	-0.7503944	0.7735891	-0.29477262	0.35453856	1.2775785	-0.9015388	-0.5139445	0.81666994	2.5201387	0.299038	1.6716461	1.0318863	-2.547328	0.003350107	1.1790755	0.108780295	1.5319929	1.5429406	1.2127397	-1.4686668	-0.3273546	-0.7476233	0.75481176	-1.6182513	-1.7619091
S__3300024353_106	taxon	-0.36792457	-0.35072806	1.1905837	-0.90109026	0.15405744	-0.8153745	0.70587623	0.44808674	-0.17401361	-0.4930971	0.8242239	-0.2509666	0.9360038	0.5362178	-0.7723807	-0.39617455	0.2448068	-1.0029402	-0.7121129	0.387741	0.85088813	-1.2691321	-1.0142109	0.045044243	-0.66273534	-0.8296814	-0.8130032	0.07562503	-0.34813637	0.046676785	-0.15363714	0.13766909
S__3300024353_52	taxon	-0.3783543	-0.1095199	0.7590363	1.0803404	0.3120551	-1.4296986	0.50334585	0.08897656	-0.24448603	-0.62721896	-0.07019663	0.88625115	-0.85947084	-0.22016001	2.0738008	0.3793115	1.0780997	-0.05157581	0.58980274	-1.6223061	1.2223482	0.64954805	-0.35440823	0.7885229	0.68732417	0.3541149	0.37840888	1.2211828	-0.6179794	-0.8701925	0.44421518	-0.9054278
S__3300024429_35	taxon	-0.532553	1.0648082	0.53726673	-0.93936855	-0.68983847	-1.0979925	0.27685896	0.55245835	-0.28872478	-0.34042418	0.15766284	-0.26968563	1.2021611	0.43855456	0.44675362	-0.94810355	1.0497324	-1.1660765	-0.90820104	0.6495824	1.2919526	-0.93058103	-0.41791365	-1.3439971	-1.0260923	-0.962592	0.07322521	1.1959896	-0.2614367	-0.80404425	0.6346111	1.206531
S__3300024431_33	taxon	0.9819201	-1.1259992	-0.010151073	1.138677	1.6318228	-1.3998158	0.23988211	-0.36196503	1.1028876	-0.2813963	0.09362826	1.9573939	-1.114663	-0.0281125	1.1955386	1.7765976	0.5788909	1.8600512	0.68541133	-1.9240415	0.62661767	1.6475452	-0.48274034	1.5239507	1.2090379	0.5866283	-0.7683662	-0.81316054	-0.6983077	1.0159042	-1.2760997	-1.827599
S__3300024431_52	taxon	-0.5552105	0.8041054	0.90031826	-1.5740135	-0.7704754	-1.027926	0.6712228	0.51453775	-0.23558307	-0.39146262	0.5548069	-0.91257423	1.361517	0.75750804	-0.29397273	-0.92370003	0.8835051	-1.321942	-1.2871227	0.64469206	1.131316	-1.5652025	-0.42171988	-1.4600041	-0.92858565	-1.2142004	-0.40450048	0.8450378	-0.27822432	-0.6930502	0.042402506	1.0985293
S__3300024516_13	taxon	0.9936862	-0.9418208	0.12871721	1.2577422	1.6558659	-1.3658693	0.09733471	-0.62479216	1.2367066	-0.19245228	0.07067436	1.8222015	-1.428207	0.097293705	1.5046167	2.0724258	0.81231743	1.8758032	0.73189366	-1.9812939	0.5530981	1.7838438	-0.41468763	1.5778065	1.5839045	0.61079335	-1.005105	-0.8332001	-0.55838144	1.0205295	-1.2808855	-1.9879692
S__3300024516_18	taxon	-0.5827982	0.16695684	0.9979755	-1.2442341	-0.51506495	-0.90629345	0.8691344	0.54406494	0.012616426	-0.4401613	0.6951057	-0.5563611	0.8950987	0.8906741	-0.37900168	-0.9407847	0.8099976	-1.2465401	-1.2902238	0.63739765	0.98365855	-1.3099784	-0.9361156	-0.7723403	-0.57525814	-1.2142642	-0.7840457	0.56471133	-0.18031171	-0.17078473	0.020334423	0.7367415
S__3300024516_26	taxon	-0.5418511	0.11542007	1.0057395	-1.2314599	-0.47765988	-0.84724945	0.89699566	0.55133474	-0.00014397502	-0.4468403	0.71608347	-0.54599273	0.87612605	0.869102	-0.42405173	-0.88521725	0.7993231	-1.2722929	-1.2762598	0.6155246	0.94508326	-1.310543	-0.9680686	-0.68263143	-0.55519325	-1.1454854	-0.8343952	0.5387107	-0.17134419	-0.12227983	-0.051017344	0.70366955
S__3300024516_38	taxon	0.6956326	-1.2419564	0.07691763	0.97545576	1.3563678	-1.5197439	0.11355425	-0.42594528	0.9745709	-0.4482185	0.20341158	1.649289	-1.0541326	-0.16972122	1.3216634	1.6385783	0.6626716	1.6388941	0.55469155	-2.0056362	0.6625789	1.6288865	-0.32357466	1.392902	1.2373195	0.4870098	-0.8775278	-0.5395273	-0.81048596	0.83307266	-1.0064123	-1.5103176
S__3300025232_4	taxon	1.3154061	-0.8883306	0.61356604	0.5301602	1.3706763	-0.93257564	0.42596093	-0.42729902	0.60282815	-0.6588534	0.45638368	1.1008357	0.079416215	-0.25822294	0.2749269	1.7326074	0.1431322	1.2044914	0.75669396	-1.8496861	0.24651672	0.35665607	-0.30047035	1.1356161	0.8266015	0.42717397	-1.0336227	-0.2666566	-0.64249897	0.52674246	-1.1645019	-1.4530671
S__3300025243_6	taxon	-0.5840248	-0.26227984	1.2254128	-0.75208324	-0.121776834	-1.0126256	1.04215	0.48852593	-0.08601415	-0.4519991	0.89953005	-0.11811347	0.6569667	0.5948932	-0.5323006	-0.41504213	0.547737	-1.0149357	-0.6551875	0.20225006	1.0318406	-1.2576126	-1.0390522	0.051947236	-0.47699347	-0.7220778	-0.802341	0.31032526	-0.39293352	0.0072611347	-0.17932206	0.28000355
S__3300025276_12	taxon	-0.6892264	0.6597697	0.84872586	-1.5119536	-0.81901455	-1.1000994	0.79040515	0.5935991	-0.17413682	-0.35088348	0.5417267	-0.8201954	1.2038116	0.82414585	-0.24161156	-1.0398396	0.9084334	-1.3498663	-1.3465831	0.69587046	1.2319022	-1.4777765	-0.5685349	-1.4439836	-0.95072865	-1.2410698	-0.36072156	0.84464926	-0.28424433	-0.59395504	0.103808016	1.1272296
S__3300025690_38	taxon	-0.46187216	-0.28913048	1.2365243	-0.7567935	0.10136202	-1.025231	0.7798016	0.4832784	-0.075937554	-0.5450791	0.87005013	-0.015252158	0.8727152	0.56698567	-0.690983	-0.323174	0.3355416	-0.8930408	-0.4367377	0.23816189	0.96789163	-1.3097602	-0.975713	0.09392899	-0.69721913	-0.8961674	-0.71302617	0.12577933	-0.4187976	-0.07512721	-0.07062581	-0.010802388
