taxon	threshold	taxon_index	domain	phylum	class	n_samples	n_cores	total_reads	pct_damaged	has_kegg	genome_id	functional_group	display_category	ecological_role	signal_source	tea_primary	guild_tier	confidence_score	assignment_rule_id	kegg_state	group_completeness	modules_scored	module_completeness_detail	markers_detected	marker_gene_names	key_reference	doi	virus_role	mean_clr	sd_clr	mean_abs_clr	max_abs_clr	mean_abundance	prevalence_samples	prevalence_cores
S__GCA_000213395.2	5	53	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	19	4	337342	100	TRUE	GCA_000213395.2	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET	""		""	""	""	Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	""	-0.19675949557187	1.81963865419422	1.10539551358833	6.47857582819163	237.626168224299	0.0693430656934307	1
S__GCA_000383355.1	5	54	d__Bacteria	p__Bacteroidota	c__Bacteroidia	11	3	767898	100	TRUE	GCA_000383355.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.75	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.529874642188207	1.66257789383614	1.07023651488729	6.05127011769327	99.1121495327103	0.0401459854014599	0.75
S__GCA_000402075.1	5	55	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	24	4	394168	100	TRUE	GCA_000402075.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	-0.00512318501036894	2.11266672121123	1.24076860617665	7.36467950566059	287.789719626168	0.0875912408759124	1
S__GCA_001437625.1	5	56	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	55	4	1346852	100	TRUE	GCA_001437625.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	1.22740828910672	3.23528326585729	2.12949840594612	8.28217338112282	722.504672897196	0.200729927007299	1
S__GCA_001510275.1	5	57	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	12	3	302114	100	TRUE	GCA_001510275.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	-0.463742524246421	2.11510052370017	1.24707598527368	8.85625851404891	208.144859813084	0.0437956204379562	0.75
S__GCA_001542995.1	5	58	d__Bacteria	p__Nitrospinota	c__Nitrospinia	43	4	823119	100	TRUE	GCA_001542995.1	Nitrite_oxidation_NOB	Nitrite oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_NOB	""		""	""	""	nxrA/nxrB (K00370/K00371)	Daims et al. 2015 Nature; Koch et al. 2015 PNAS	10.1038/nature16461; 10.1073/pnas.1506533112	""	0.786024099313196	2.9938837775031	1.81427350501668	9.74792712880288	664.85046728972	0.156934306569343	1
S__GCA_001543015.1	5	59	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	106	4	5205072	100	TRUE	GCA_001543015.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	3.79171377196468	4.43446557769339	4.26372856175967	11.5043615044301	8153.1214953271	0.386861313868613	1
S__GCA_001643535.1	5	60	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	39	3	900448	100	TRUE	GCA_001643535.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.12	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	0.695029968643897	3.63085882443996	2.21178821972026	10.5864958441816	1004.45327102804	0.142335766423358	0.75
S__GCA_002082295.1	5	61	d__Bacteria	p__SAR324	c__SAR324	19	3	989576	100	TRUE	GCA_002082295.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.5	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.210485301273574	1.94902325672839	1.16524723674003	8.0754098709764	233.644859813084	0.0693430656934307	0.75
S__GCA_002168195.1	5	62	d__Bacteria	p__Planctomycetota	c__Planctomycetia	5	1	351283	100	TRUE	GCA_002168195.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.772357140113051	1.45302830674537	1.03174479929879	7.39854652507682	32.1028037383178	0.0182481751824818	0.25
S__GCA_002295725.1	5	63	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	10	4	690189	100	TRUE	GCA_002295725.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier2_kegg_partial	0.6	KEGG_CORE_HET	""		""	""	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.553189092355277	1.84864412592008	1.13499691465134	8.85016028159346	211.626168224299	0.0364963503649635	1
S__GCA_002313235.1	5	64	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	13	4	458803	100	TRUE	GCA_002313235.1	Unknown	Other	Unknown	uncertain	Unknown	Tier3_unknown	0.1	""	""		""	""	""	""	""	""	""	-0.441934518371653	1.70436840519783	1.06705282485929	7.47275653919395	156.593457943925	0.0474452554744526	1
S__GCA_002317795.1	5	65	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	50	4	1004599	100	TRUE	GCA_002317795.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	1.05829462567468	3.30463588340436	2.08913468056454	9.78031791152917	871.981308411215	0.182481751824818	1
S__GCA_002335045.1	5	66	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	11	3	120675	100	TRUE	GCA_002335045.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_kegg_present	0.99	KEGG_SRB	present	1	M00596	M00596:1	K11180;K11181	dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	""	-0.518526015598165	1.6244388812419	1.04915904969952	7.82304223537962	128.654205607477	0.0401459854014599	0.75
S__GCA_002457605.1	5	67	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	7	2	79629	100	TRUE	GCA_002457605.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	-0.690055210850432	1.63533987324112	1.08536773494768	6.52764039166203	52.3831775700935	0.0255474452554745	0.5
S__GCA_002499015.1	5	68	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	39	4	1360969	100	TRUE	GCA_002499015.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	0.63708226666381	2.93919104678957	1.77677533151404	7.60293363420271	775.654205607477	0.142335766423358	1
S__GCA_002499365.1	5	69	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	9	1	121966	100	TRUE	GCA_002499365.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	-0.618953663460234	1.72887258162762	1.11453612156551	6.50052008544284	60.7009345794393	0.0328467153284672	0.25
S__GCA_002701645.1	5	70	d__Bacteria	p__Marinisomatota	c__Marinisomatia	9	3	80166	100	TRUE	GCA_002701645.1	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET	""		""	""	""	Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	""	-0.599952564885531	1.29692863220349	0.949185413518718	5.26490598184735	96.5654205607477	0.0328467153284672	0.75
S__GCA_002713705.1	5	71	d__Bacteria	p__Bacteroidota	c__Bacteroidia	6	2	530129	100	TRUE	GCA_002713705.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.5	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.718306817753502	1.57539806070214	1.06230645245683	6.93956226998907	62.9719626168224	0.0218978102189781	0.5
S__GCA_003229345.1	5	72	d__Bacteria	p__Nitrospinota	c__Nitrospinia	10	4	468325	100	TRUE	GCA_003229345.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.25	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.552568572096878	1.93521861014526	1.17518865092991	9.39587016335246	176.294392523364	0.0364963503649635	1
S__GCA_003331785.1	5	73	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	19	4	387473	100	TRUE	GCA_003331785.1	Oxygenic_photosynthesis	Cyanobacteria	Primary_producer	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_CYANO	""		""	""	""	psbA (K02703)	Falkowski & Raven 2007 Aquatic Photosynthesis	10.1515/9781400849727	""	-0.176360068998455	2.41446724502691	1.38652100722846	7.72835717113545	323.238317757009	0.0693430656934307	1
S__GCA_003526595.1	5	74	d__Bacteria	p__Nitrospinota	c__Nitrospinia	26	4	493378	100	TRUE	GCA_003526595.1	Nitrite_oxidation_NOB	Nitrite oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_NOB	""		""	""	""	nxrA/nxrB (K00370/K00371)	Daims et al. 2015 Nature; Koch et al. 2015 PNAS	10.1038/nature16461; 10.1073/pnas.1506533112	""	0.0974181081067561	2.32838252252921	1.34880650982589	7.78059717257907	450.401869158879	0.0948905109489051	1
S__GCA_003545625.1	5	75	d__Bacteria	p__Nitrospinota	c__Nitrospinia	17	4	389076	100	TRUE	GCA_003545625.1	Nitrite_oxidation_NOB	Nitrite oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_NOB	""		""	""	""	nxrA/nxrB (K00370/K00371)	Daims et al. 2015 Nature; Koch et al. 2015 PNAS	10.1038/nature16461; 10.1073/pnas.1506533112	""	-0.281488687391675	2.17163987313693	1.27030119808919	7.7175880461092	240.644859813084	0.062043795620438	1
S__GCA_003672175.1	5	76	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	37	4	1014927	100	TRUE	GCA_003672175.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	0.588199514187445	2.77203099860271	1.61091559226633	8.20168649950651	793.934579439252	0.135036496350365	1
S__GCA_004195625.1	5	77	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	55	4	1079962	100	TRUE	GCA_004195625.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	1.21906611084121	3.4250526244781	2.27616902920411	7.99236824506503	756.186915887851	0.200729927007299	1
S__GCA_004356105.1	5	78	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	5	4	998931	100	TRUE	GCA_004356105.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:1;W00010:0;W00011:0.75	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.739436008163084	1.61372285728214	1.06637521379974	8.54103495441017	146.07476635514	0.0182481751824818	1
S__GCA_004356405.1	5	79	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	7	3	300204	100	TRUE	GCA_004356405.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.12	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.685672620123973	1.49833606296764	1.02974377235611	6.84335893488556	60.1214953271028	0.0255474452554745	0.75
S__GCA_004356455.1	5	80	d__Bacteria	p__Myxococcota_A	c__UBA9160	12	4	864913	100	TRUE	GCA_004356455.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier2_kegg_partial	0.625	KEGG_CORE_HET	""		""	""	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.446745161560016	1.97457694722918	1.1643402484387	8.61051510830391	386.042056074766	0.0437956204379562	1
S__GCA_004356805.1	5	81	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	5	2	148577	100	TRUE	GCA_004356805.1	Core_heterotrophy	Heterotrophs	Heterotroph_general	uncertain	O2	Tier2_taxonomy_broad	0.7	GTDB_CORE_HET	""		""	""	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.73702707072811	1.77255031459069	1.12110958779573	10.1042180588354	244.738317757009	0.0182481751824818	0.5
S__GCA_004356825.1	5	82	d__Bacteria	p__KSB1	c__UBA2214	15	4	1632870	100	TRUE	GCA_004356825.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier2_kegg_partial	0.6	KEGG_CORE_HET	""		""	""	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.348037341273984	2.01965661764112	1.18556911372062	8.72879942458919	312.85046728972	0.0547445255474453	1
S__GCA_004356895.1	5	83	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	13	4	788695	100	TRUE	GCA_004356895.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.67;W00010:0;W00011:0.62	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.446242974601684	1.87416250719604	1.14666334049198	7.73818512806778	140.028037383178	0.0474452554744526	1
S__GCA_004376075.1	5	84	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	7	2	432430	100	TRUE	GCA_004376075.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG	""		""	""	""	acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	""	-0.609469506430742	2.2269415806088	1.25840255586542	10.7625572716002	737.705607476635	0.0255474452554745	0.5
S__GCA_008638035.1	5	85	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	7	3	254669	100	TRUE	GCA_008638035.1	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET	""		""	""	""	Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	""	-0.688313577946724	1.19538674278839	0.931224453353376	5.02056209117363	54.7990654205607	0.0255474452554745	0.75
S__GCA_008974855.1	5	86	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	168	4	4576428	100	TRUE	GCA_008974855.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	6.46101132555873	3.55089526465243	6.52456071097853	10.2313541196767	7530.06074766355	0.613138686131387	1
S__GCA_008975185.1	5	87	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	10	4	293163	100	TRUE	GCA_008975185.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.553767333261313	1.98535850050364	1.20539871282359	8.10913879439657	135.299065420561	0.0364963503649635	1
S__GCA_009392475.1	5	88	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	13	4	691453	100	TRUE	GCA_009392475.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG	""		""	""	""	acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	""	-0.431055684764119	2.03146890866844	1.21217235860886	7.46588231599972	174.420560747664	0.0474452554744526	1
S__GCA_009937205.1	5	89	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	33	4	909041	100	TRUE	GCA_009937205.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	0.346249976774103	2.44000192981838	1.42737745728023	7.2524675232021	368.943925233645	0.12043795620438	1
S__GCA_011055585.1	5	90	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	185	4	9331334	100	TRUE	GCA_011055585.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA	""		""	""	""	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	7.49831546060926	3.17277133498283	7.50894904398233	11.4206974597596	16130.1168224299	0.675182481751825	1
S__GCA_012960805.1	5	91	d__Bacteria	p__Bacteroidota	c__Bacteroidia	67	4	1417902	100	TRUE	GCA_012960805.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""	1.75811989479858	3.25080525638044	2.31294472968987	7.78076343321552	1093.5046728972	0.244525547445256	1
S__GCA_012964335.1	5	92	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	24	4	835386	100	TRUE	GCA_012964335.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	0.0251491868037385	2.0594925118228	1.20604160672869	6.94293202384055	409.990654205607	0.0875912408759124	1
S__GCA_012964845.1	5	93	d__Bacteria	p__Marinisomatota	c__Marinisomatia	25	3	429559	100	TRUE	GCA_012964845.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.25	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	0.035862424529126	2.09687898346213	1.23119922144176	6.70624483271211	295.514018691589	0.0912408759124088	0.75
S__GCA_012974305.1	5	94	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	21	3	2526358	100	TRUE	GCA_012974305.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	0.0269420890565467	3.18604223564897	1.75813455708383	9.99115409587557	1158.3785046729	0.0766423357664234	0.75
S__GCA_012974425.1	5	95	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	11	3	379876	100	TRUE	GCA_012974425.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_taxonomy_conserved	0.85	GTDB_SRB_DIAG	""		""	""	""	dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	""	-0.525768589515979	1.84041455613533	1.13862300803035	8.48441339597774	118.822429906542	0.0401459854014599	0.75
S__GCA_013203245.1	5	96	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	11	2	599228	100	TRUE	GCA_013203245.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0;W00008:0.33;W00010:1;W00011:0.25	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.532742184241377	1.63501506707973	1.05836462615704	7.67175570719611	94.6355140186916	0.0401459854014599	0.5
S__GCA_013215285.1	5	97	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	116	4	2733650	100	TRUE	GCA_013215285.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	3.92762457027399	3.9935273269968	4.229021134343	10.4499757247645	3813.61682242991	0.423357664233577	1
S__GCA_013390475.1	5	98	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	123	4	3264169	100	TRUE	GCA_013390475.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	4.11425772171084	3.83834391023672	4.32518057139534	9.52595831795059	2905.93925233645	0.448905109489051	1
S__GCA_013390745.1	5	99	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	6	2	142081	100	TRUE	GCA_013390745.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	-0.720089464257308	1.48955428051133	1.03260415962418	6.13280218727989	60.7803738317757	0.0218978102189781	0.5
S__GCA_013911135.1	5	100	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	170	4	7123614	100	TRUE	GCA_013911135.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	6.32863801899202	3.3714297281197	6.37257775539043	10.2981879885878	6261.09813084112	0.62043795620438	1
S__GCA_014238785.1	5	101	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	5	2	290304	100	TRUE	GCA_014238785.1	Particle_heterotroph	Particle-attached	Unknown	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""	-0.76181551274491	1.15842705631913	0.934132962811692	4.76276726512812	43.0233644859813	0.0182481751824818	0.5
S__GCA_014384445.1	5	102	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	5	2	262738	100	TRUE	GCA_014384445.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA	""		""	""	""	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	-0.765952449840426	1.10556348426116	0.919589030204981	4.12907260582923	36.1495327102804	0.0182481751824818	0.5
S__GCA_014384505.1	5	103	d__Bacteria	p__Bacteroidota	c__Bacteroidia	48	4	1187009	100	TRUE	GCA_014384505.1	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""	0.966105748474626	2.84174210473493	1.77283095882222	7.65530661121582	622.799065420561	0.175182481751825	1
S__GCA_015492195.1	5	104	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	6	2	146906	100	TRUE	GCA_015492195.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_kegg_present	0.99	KEGG_SRB	present	1	M00596	M00596:1	K11180;K11181	dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	""	-0.701506767987442	1.69238111859259	1.09281865891238	9.23136843297806	129.224299065421	0.0218978102189781	0.5
S__GCA_015659035.1	5	105	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	17	4	1222976	100	TRUE	GCA_015659035.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.75;W00008:1;W00010:0;W00011:0.5	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.230913685638397	2.44186989802392	1.37712481372987	9.55650742599916	618.196261682243	0.062043795620438	1
