epoch	total_loss	recon_loss	link_loss_1	entropy_loss_1	link_loss_2	entropy_loss_2	consistency_loss
1	6.313105583190918	0.42556673288345337	0.0009934244444593787	2.1633541584014893	1.7278858423233032	1.9943010807037354	0.004016971215605736
2	6.313070297241211	0.4255330264568329	0.0009934244444593787	2.1633541584014893	1.7278858423233032	1.9943010807037354	0.004009161610156298
3	6.313037872314453	0.42550259828567505	0.0009934244444593787	2.1633543968200684	1.7278858423233032	1.9943010807037354	0.004001265857368708
4	6.3130083084106445	0.4254752993583679	0.0009934244444593787	2.1633543968200684	1.7278858423233032	1.9943010807037354	0.003993495833128691
5	6.312982559204102	0.4254508912563324	0.0009934244444593787	2.1633543968200684	1.7278858423233032	1.9943010807037354	0.003986059688031673
