taxon	threshold	method	module_kmeans	embedding_1	embedding_2	pca_1	pca_2	module_entropy_proxy	module_count	silhouette	mis_context_mean	mis_context_sd	mis_context_min	mis_context_max	mis_context_weight_sum	mis_context_core_count	mis_context_glacial_fraction	mis_context_class
S__3300001683_28	prev_5	spearman	M2	-1.728436	-3.4573965	1.3337806	1.0418773	0.0	3	0.4938718676567077	4.174608938522474	0.4325205486214432	3.120315	5.01406	100461.52423913046	4	0.6675009582378264	glacial_like
S__3300006311_3	prev_5	spearman	M2	-1.0928441	-2.9633036	-0.30940253	1.8084503	0.0	3	0.4938718676567077	4.1478993391963055	0.42679949998583033	3.120315	5.01406	388727.7399024528	4	0.6504346118728134	glacial_like
S__3300020187_18	prev_5	spearman	M2	-1.6202147	-3.3002436	0.090142	1.9852537	0.0	3	0.4938718676567077	4.158155660918564	0.4270563289080225	3.120315	5.01406	130370.46433667786	4	0.6582345741010134	glacial_like
S__3300020263_16	prev_5	spearman	M3	-0.29850823	-2.092595	-4.3317714	1.4494431	0.0	3	0.4938718676567077	4.16754390149205	0.43090117943042877	3.120315	5.01406	451190.2169286506	4	0.6631473752723425	glacial_like
S__3300020300_16	prev_5	spearman	M2	-1.4952611	-3.2893243	-0.03231554	2.6599665	0.0	3	0.4938718676567077	4.172061120190057	0.4335424001334638	3.120315	5.01406	300323.2851867336	4	0.6650004864497343	glacial_like
S__3300020303_2	prev_5	spearman	M2	-2.0638692	-3.8047242	2.2124932	-0.3004034	0.0	3	0.4938718676567077	4.176493187366538	0.4307692232159008	3.203925	5.01406	22286.197463768083	2	0.6699264126647569	glacial_like
S__3300020317_19	prev_5	spearman	M2	-1.8088734	-3.6074133	0.47875172	-1.3193129	0.0	3	0.4938718676567077	4.235061505083784	0.4428354128201381	3.203925	5.01406	37761.74891304353	2	0.7039747980537816	glacial_like
S__3300020330_9	prev_5	spearman	M2	-1.928123	-3.6443934	1.9891677	0.3845337	0.0	3	0.4938718676567077	4.131795853460939	0.4207105448835348	3.120315	5.01406	216715.80171962088	4	0.6411711878811341	glacial_like
S__3300020364_17	prev_5	spearman	M2	-1.8226435	-3.438868	2.0691686	0.1968644	0.0	3	0.4938718676567077	4.173831445165464	0.43638302630628395	3.120315	5.01406	26904.547892976567	3	0.6646462608598125	glacial_like
S__3300020389_47	prev_5	spearman	M2	-1.9159547	-3.6629453	1.4559364	-0.81120247	0.0	3	0.4938718676567077	4.167704421388577	0.4282386518325312	3.203925	5.01406	20087.586775362353	2	0.6648171094992428	glacial_like
S__3300020444_12	prev_5	spearman	M2	-2.0015612	-3.720815	1.9765536	-0.50794566	0.0	3	0.4938718676567077	4.16998918889311	0.42891527014033326	3.203925	5.01406	17656.79311594199	2	0.6661453471463306	glacial_like
S__3300024058_12	prev_5	spearman	M2	-0.9235778	-2.4496875	-0.73609096	1.8985014	0.0	3	0.4938718676567077	4.142780033454028	0.4272377601430581	3.120315	5.01406	1409854.9953901886	4	0.6461648229556276	glacial_like
S__3300024058_15	prev_5	spearman	M2	-1.7687097	-3.502539	1.8772609	-0.05430846	0.0	3	0.4938718676567077	4.17445146798286	0.4352178084521339	3.120315	5.01406	19542.086415830545	4	0.6657985721759438	glacial_like
S__3300024058_22	prev_5	spearman	M2	-1.2744217	-3.1558108	0.25148985	1.4510372	0.0	3	0.4938718676567077	4.1422703386353374	0.42366453174728613	3.120315	5.01406	473825.73181159375	4	0.6478185405515794	glacial_like
S__3300024060_27	prev_5	spearman	M2	-1.6604133	-3.4327345	1.4088031	1.056076	0.0	3	0.4938718676567077	4.134419735194595	0.42337653794777114	3.120315	5.01406	67120.14592809364	4	0.6417521263643186	glacial_like
S__3300024353_106	prev_5	spearman	M2	-1.8695645	-3.6404145	1.7892499	-0.4585239	0.0	3	0.4938718676567077	4.249591204001413	0.44591316819527693	3.120315	5.01406	61393.70919732439	3	0.7116169433338905	glacial_like
S__3300024353_52	prev_5	spearman	M2	-1.8750703	-3.4773097	1.9381249	0.14475195	0.0	3	0.4938718676567077	4.127354368042099	0.42285485912647597	3.120315	4.957255	286537.2230769227	2	0.6363636363636361	glacial_like
S__3300024429_35	prev_5	spearman	M2	-1.4683933	-3.0478692	-0.312937	2.1151576	0.0	3	0.4938718676567077	4.310617979698164	0.44673012043821864	3.203925	5.01406	16709.669565217417	1	0.7478991596638654	glacial_like
S__3300024431_33	prev_5	spearman	M3	-0.8127985	-2.4587767	-1.865032	1.7619356	0.0	3	0.4938718676567077	4.1535295729335155	0.42820705963085115	3.120315	5.01406	719497.5887263096	4	0.6539997439836459	glacial_like
S__3300024431_52	prev_5	spearman	M2	-1.7499375	-3.4475732	1.178833	1.295481	0.0	3	0.4938718676567077	4.161152745331328	0.42622455359252664	3.203925	5.01406	30461.812318840624	2	0.6610083268666559	glacial_like
S__3300024516_13	prev_5	spearman	M2	-1.572674	-3.29079	0.07676901	2.803738	0.0	3	0.4938718676567077	4.147503431924531	0.4268627144489566	3.120315	5.01406	1536593.9072965435	4	0.6500883593957731	glacial_like
