node_id	node_type	z_1	z_2	z_3	z_4	z_5	z_6	z_7	z_8	z_9	z_10	z_11	z_12	z_13	z_14	z_15	z_16	z_17	z_18	z_19	z_20	z_21	z_22	z_23	z_24	z_25	z_26	z_27	z_28	z_29	z_30	z_31	z_32
S__3300001683_28	taxon	-1.728436	-3.4573965	-1.5586829	-1.8283181	-1.2543409	2.7588258	2.6309853	-2.601077	3.7499368	1.8708582	2.4524515	-2.869358	0.13466597	-1.6838892	4.0254354	3.4208493	-3.26651	1.5468382	-2.1926758	0.8761149	2.2762218	2.37311	2.67131	-2.7791605	2.4770317	-2.4018974	-2.199606	-2.2962453	-3.2227879	-2.9852977	-2.4305904	-1.0628529
S__3300006311_3	taxon	-1.0928441	-2.9633036	-0.8452965	-1.4442036	-1.0628952	2.4060571	2.6580112	-2.5500474	3.6524305	1.2629316	2.5496297	-2.7920055	0.41227716	-1.3673111	3.7682414	3.401875	-2.7265801	1.2990518	-2.2536974	0.08060024	2.3396945	1.9293648	2.6430554	-2.3999991	1.6151224	-1.6682453	-1.9965558	-2.2730396	-2.3565361	-3.0250144	-1.9203656	-0.57574576
S__3300020187_18	taxon	-1.6202147	-3.3002436	-1.4282784	-1.7641239	-1.1955861	2.1624386	2.6345947	-2.3105316	3.6111627	1.6621819	2.3138113	-2.2361622	0.2413609	-1.403094	3.4600194	2.71072	-3.0503054	1.8571012	-1.734235	0.44145083	2.3740375	2.0460885	2.2647939	-2.5154457	2.197918	-2.3326857	-2.2062604	-1.7262998	-2.5858064	-2.6708791	-2.1584158	-0.7606901
S__3300020263_16	taxon	-0.29850823	-2.092595	-0.17957744	-0.3523118	-0.1332888	2.2268744	1.2066118	-1.3234987	2.1592174	0.7391723	1.80879	-2.2063484	-0.53658414	-0.540959	2.6339626	2.5149481	-1.9775746	-0.09371662	-1.6236109	1.0191287	1.2015638	1.5863482	2.2512672	-1.9842823	0.99054956	-1.5517087	-1.7839601	-1.9918884	-2.330601	-2.6839023	-1.7195129	-0.42297345
S__3300020300_16	taxon	-1.4952611	-3.2893243	-1.4035004	-1.8312902	-1.0039699	1.8527166	2.836256	-2.672463	3.7326403	1.4501262	2.5139132	-2.19704	0.91287494	-1.423435	3.7907865	2.7370033	-2.7591279	2.0180058	-1.8219702	0.19518258	2.1110187	1.699014	2.466114	-2.5577393	1.7080307	-2.0231094	-1.9200479	-1.9811318	-2.1718595	-2.8292344	-1.9575652	-0.36932182
S__3300020303_2	taxon	-2.0638692	-3.8047242	-1.3538499	-1.7426873	-1.225166	3.1710937	2.4016056	-2.7287807	3.8343914	2.0032144	2.4365115	-3.4352102	0.03070885	-1.7396234	4.2670236	3.877152	-3.4516995	1.2880986	-2.7711284	1.111932	2.459878	2.6183496	3.1828127	-3.0215628	2.5436656	-2.6446302	-2.0056067	-2.8728108	-3.9977946	-3.2413626	-2.3263686	-1.6402533
S__3300020317_19	taxon	-1.8088734	-3.6074133	-0.89770144	-1.2496147	-1.3808562	3.1031368	1.6736702	-2.1576238	3.269861	1.6601034	1.9521024	-3.550166	-0.41697893	-1.412571	3.3785279	3.7605882	-3.1124043	1.0294497	-2.552997	1.4725761	2.3661718	2.4274645	2.8540573	-2.8685522	2.427462	-2.6566586	-1.5518422	-2.7553396	-3.8914886	-2.805368	-2.0824652	-2.1226127
S__3300020330_9	taxon	-1.928123	-3.6443934	-1.549609	-1.8294854	-1.325309	2.9855175	2.631623	-2.7865143	3.9215472	1.9762671	2.4686806	-3.2400584	0.12598382	-1.7277315	4.2619815	3.7925496	-3.4114904	1.3522599	-2.5684013	0.9600452	2.2956686	2.5171552	2.9757957	-2.8955545	2.5054824	-2.4811666	-2.0910897	-2.6525025	-3.5878735	-3.1961536	-2.3457623	-1.2514343
S__3300020364_17	taxon	-1.8226435	-3.438868	-1.5953922	-1.858706	-1.4024694	3.0701382	2.461089	-2.9494638	3.9418917	1.9589272	2.4587662	-3.3046918	0.08925897	-1.8950782	4.1922364	3.762066	-3.3787358	1.3245509	-2.629533	1.2939076	2.276318	2.6398501	3.127977	-2.9344492	2.6435235	-2.3987298	-2.1747653	-2.7880378	-3.6345682	-3.1727085	-2.419539	-1.3297122
S__3300020389_47	taxon	-1.9159547	-3.6629453	-1.1712362	-1.5003707	-1.221788	2.9982598	1.9786651	-2.7480354	3.6897347	1.8196471	2.3176067	-3.4890027	-0.14451697	-1.6308987	3.961968	3.767466	-3.216447	1.0250602	-2.8919973	1.1345452	2.4711735	2.5631757	3.2479126	-2.8434412	2.504553	-2.449634	-1.689281	-2.9045596	-4.001609	-2.9289737	-2.0756903	-1.9223626
S__3300020444_12	taxon	-2.0015612	-3.720815	-1.3087986	-1.6525251	-1.2045633	3.1034079	2.198588	-2.797486	3.8191977	1.9389592	2.4071155	-3.472416	-0.026349634	-1.7288859	4.2109	3.8370845	-3.348718	1.1465728	-2.8828573	1.0903933	2.4752512	2.6146111	3.2493014	-2.9344885	2.5418758	-2.5186741	-1.8883057	-2.9026697	-4.042506	-3.1053295	-2.224414	-1.7571709
S__3300024058_12	taxon	-0.9235778	-2.4496875	-2.3333879	-1.410197	-0.4664467	2.6192803	1.7811279	-2.279249	2.7647128	1.3091877	2.4395149	-2.2246487	0.30719778	-1.5799749	3.7359934	2.7932458	-2.2756686	1.9194286	-1.9023678	1.7607062	1.3946233	2.294074	2.522394	-2.6937609	1.9392891	-1.046927	-2.3138783	-2.559377	-2.8068695	-2.3825846	-2.5062804	-0.9376463
S__3300024058_15	taxon	-1.7687097	-3.502539	-1.4597652	-1.7588873	-1.2034223	3.0917451	2.3279023	-2.8017216	3.9383292	1.8864193	2.4769702	-3.457445	0.028627545	-1.789731	4.215781	3.9252615	-3.3220406	1.1320843	-2.7413306	1.1284561	2.2765355	2.629196	3.14554	-2.875219	2.4553502	-2.3142629	-2.1008582	-2.832583	-3.8225207	-3.1832442	-2.261911	-1.4423892
S__3300024058_22	taxon	-1.2744217	-3.1558108	-1.0161583	-1.6581295	-1.128206	2.4506397	2.7190058	-2.6699352	3.8658571	1.3564034	2.6293478	-2.9076633	0.4629367	-1.4784411	3.8896441	3.5492716	-2.9473467	1.2130345	-2.446928	0.22304507	2.245918	1.8979222	2.908238	-2.5012589	1.5894458	-1.8214765	-1.8670707	-2.4744663	-2.5984912	-3.1518383	-1.8051012	-0.738021
S__3300024060_27	taxon	-1.6604133	-3.4327345	-1.5241017	-1.9012125	-1.1541545	2.7080274	2.645124	-2.6864219	3.8738084	1.7984879	2.541173	-2.9811034	0.22571136	-1.7207841	4.0959644	3.4824243	-3.207821	1.4946322	-2.3625834	0.87119263	2.2446275	2.3906312	2.8263826	-2.7904682	2.3679063	-2.2319155	-2.214492	-2.458147	-3.1660829	-3.0585628	-2.3920736	-1.0402415
S__3300024353_106	taxon	-1.8695645	-3.6404145	-1.2723974	-1.5510185	-1.15116	3.0915337	2.1550686	-2.6907043	3.7865124	1.9403541	2.420782	-3.541797	0.040035546	-1.7622837	4.1372166	3.808253	-3.3252234	1.0075979	-2.7940664	1.1614938	2.4434164	2.6325345	3.1214688	-2.8735852	2.5406604	-2.4580412	-1.9496543	-2.862402	-4.0883646	-3.165879	-2.2072687	-1.7078879
S__3300024353_52	taxon	-1.8750703	-3.4773097	-1.7208433	-1.7741191	-1.2500379	2.8450365	2.36939	-3.0324578	4.0128126	2.0338128	2.401167	-3.3481383	0.035510957	-1.9133482	4.2485113	3.8379865	-3.406041	1.1413734	-2.6612315	1.1746883	1.9678729	2.6713157	3.0865183	-2.7660084	2.6593056	-2.4091935	-1.9802778	-2.6137888	-3.7058287	-3.0868232	-2.2995555	-1.312669
S__3300024429_35	taxon	-1.4683933	-3.0478692	-1.7321067	-1.7075226	-1.0034521	2.1384468	2.3773427	-2.3121517	3.333671	1.5185277	2.3479457	-2.071765	0.36723194	-1.423362	3.4422402	2.524508	-2.7828422	2.0134015	-1.7795011	0.82540464	2.0495872	2.0345957	2.3513641	-2.5530562	2.0001245	-1.9394112	-2.216424	-1.9350901	-2.5267286	-2.522048	-2.1441832	-0.8104121
S__3300024431_33	taxon	-0.8127985	-2.4587767	-0.5127055	-0.80324495	-0.68455243	2.2229233	2.0713305	-2.1545854	2.8385568	1.1454422	2.3025315	-2.494329	0.16907121	-1.0015773	3.4745991	2.9686098	-2.4672208	0.69890213	-2.0372996	0.17304295	2.1642642	1.794519	2.4656477	-2.2866523	1.4169583	-1.7735546	-1.826055	-2.3994997	-2.429552	-3.0827355	-1.7303647	-0.52582633
S__3300024431_52	taxon	-1.7499375	-3.4475732	-1.5207925	-1.8855013	-1.1617771	2.592308	2.6612577	-2.5829484	3.742886	1.7815518	2.4882624	-2.7344713	0.23761484	-1.668376	3.9797244	3.1875691	-3.188685	1.6990467	-2.1793482	0.7919667	2.301487	2.2960382	2.7039979	-2.774269	2.3658738	-2.3643332	-2.1834195	-2.2713192	-3.0839849	-2.9222102	-2.374805	-1.012621
S__3300024516_13	taxon	-1.572674	-3.29079	-1.4649289	-1.7535855	-1.0134463	1.8106192	2.9510562	-2.7926416	3.7325602	1.4213235	2.5224235	-2.2156231	1.0508552	-1.459662	3.877872	2.7516508	-2.6635103	2.2117324	-1.8516879	0.15577221	2.0904143	1.7521737	2.5402071	-2.6647716	1.6496974	-1.9990993	-1.8884633	-2.1190567	-2.042337	-2.8147893	-1.9900649	-0.25439465
S__3300024516_18	taxon	-1.8658152	-3.6823456	-1.2236167	-1.8288947	-1.5082667	3.1153631	2.694468	-2.4274178	4.0449796	2.0838852	2.3971074	-3.2847128	-0.22892201	-1.7110505	3.9606283	3.9858274	-3.6668482	1.1322317	-2.3281474	0.77088916	2.5874178	2.552782	2.8234844	-2.8384404	2.7024593	-2.8259263	-2.3346655	-2.3138168	-3.6097484	-3.3225837	-2.445653	-1.2654711
S__3300024516_26	taxon	-1.8311073	-3.589748	-1.3926036	-1.9284157	-1.3243818	2.8499997	2.7265816	-2.6608849	4.0447855	1.9504433	2.5501714	-3.1554046	0.10744843	-1.7838597	4.1366563	3.7504935	-3.4651127	1.3161299	-2.38234	0.76796603	2.3890092	2.4249997	2.9036317	-2.8157473	2.487145	-2.5359738	-2.220635	-2.4696841	-3.372809	-3.2378926	-2.3456473	-1.1423239
S__3300024516_38	taxon	-0.2663709	-2.1166663	0.15920854	0.2432077	0.4909346	2.4462478	1.2344488	-1.2884907	2.0584264	1.3683035	1.8285232	-2.4199824	-1.6028081	-0.8369466	2.6716907	2.9884982	-1.9780571	-0.2178759	-1.0238274	0.8300184	1.2614334	2.0043316	2.035471	-2.5805244	1.6358358	-2.0557866	-2.2845232	-1.8995594	-2.2755418	-2.7966409	-2.0679095	0.23254065
