taxon	threshold	method	module_kmeans	embedding_1	embedding_2	pca_1	pca_2	module_entropy_proxy	module_count	silhouette
S__3300001683_28	prev_5	bicor	M3	-1.8190972	3.0680952	-0.19287817	0.88335764	0.0	7	0.4671189785003662
S__3300006311_3	prev_5	bicor	M1	-1.8278217	2.4571285	-0.80903524	1.3821659	0.0	7	0.4671189785003662
S__3300020187_18	prev_5	bicor	M1	-1.8319877	2.3662736	-1.0397053	1.3360847	0.0	7	0.4671189785003662
S__3300020263_16	prev_5	bicor	M1	-1.5131686	2.796321	-1.5731517	0.7131287	0.0	7	0.4671189785003662
S__3300020300_16	prev_5	bicor	M1	-1.8341548	2.4092448	-0.960504	1.326071	0.0	7	0.4671189785003662
S__3300020303_2	prev_5	bicor	M6	-1.9906685	3.3291123	0.6062925	0.47447807	0.0	7	0.4671189785003662
S__3300020317_19	prev_5	bicor	M6	-1.8802667	3.5810783	0.8750526	-0.3972713	0.0	7	0.4671189785003662
S__3300020330_9	prev_5	bicor	M6	-1.8343983	3.200284	0.28630313	0.76725227	0.0	7	0.4671189785003662
S__3300020364_17	prev_5	bicor	M6	-2.0611742	3.4150257	0.6758127	0.56442535	0.0	7	0.4671189785003662
S__3300020389_47	prev_5	bicor	M6	-1.9707863	3.5623946	0.94765025	0.0052028946	0.0	7	0.4671189785003662
S__3300020444_12	prev_5	bicor	M6	-2.014258	3.4692569	0.77625996	0.29566973	0.0	7	0.4671189785003662
S__3300024058_12	prev_5	bicor	M1	-1.9652607	2.8094864	-1.8781543	0.9235357	0.0	7	0.4671189785003662
S__3300024058_15	prev_5	bicor	M6	-1.8989214	3.3304038	0.57511705	0.5050008	0.0	7	0.4671189785003662
S__3300024058_22	prev_5	bicor	M3	-1.7937261	2.6194468	-0.17035024	1.470469	0.0	7	0.4671189785003662
S__3300024060_27	prev_5	bicor	M3	-1.8035138	3.119399	-0.015292665	0.86240584	0.0	7	0.4671189785003662
S__3300024353_106	prev_5	bicor	M6	-1.959748	3.4793808	0.6874188	0.06028425	0.0	7	0.4671189785003662
S__3300024353_52	prev_5	bicor	M6	-2.1697106	3.4306397	0.7006603	0.33924067	0.0	7	0.4671189785003662
S__3300024429_35	prev_5	bicor	M1	-1.8431008	2.612577	-1.411143	0.87010455	0.0	7	0.4671189785003662
S__3300024431_33	prev_5	bicor	M1	-1.9903203	2.5842319	-1.1588262	1.8116876	0.0	7	0.4671189785003662
S__3300024431_52	prev_5	bicor	M3	-1.8430018	3.0490222	-0.2023767	0.9224049	0.0	7	0.4671189785003662
S__3300024516_13	prev_5	bicor	M1	-1.7679375	2.3631284	-1.6476259	1.0685065	0.0	7	0.4671189785003662
S__3300024516_18	prev_5	bicor	M3	-1.7932128	2.9416873	0.19324192	1.1516001	0.0	7	0.4671189785003662
S__3300024516_26	prev_5	bicor	M3	-1.8010316	3.1235523	0.1349359	0.8892966	0.0	7	0.4671189785003662
S__3300024516_38	prev_5	bicor	M4	-0.3930621	1.6452811	-4.8680105	-0.22636837	0.0	7	0.4671189785003662
S__3300025232_4	prev_5	bicor	M6	-1.9067656	3.3185215	0.4321071	0.51079	0.0	7	0.4671189785003662
S__3300025243_6	prev_5	bicor	M6	-1.9476593	3.4618511	0.71771526	0.179066	0.0	7	0.4671189785003662
S__3300025276_12	prev_5	bicor	M3	-1.8233047	2.9008822	-0.121356584	1.1357414	0.0	7	0.4671189785003662
S__3300025690_38	prev_5	bicor	M6	-1.9317819	3.529128	0.831314	0.0043889126	0.0	7	0.4671189785003662
S__3300025894_53	prev_5	bicor	M3	-1.8334172	2.9894414	-0.28375956	0.9588138	0.0	7	0.4671189785003662
S__3300026080_15	prev_5	bicor	M3	-1.8299999	3.1343188	0.11106357	0.8879562	0.0	7	0.4671189785003662
S__3300026087_14	prev_5	bicor	M6	-1.8325555	3.219936	0.24095508	0.7507411	0.0	7	0.4671189785003662
S__3300026119_12	prev_5	bicor	M6	-1.8275061	3.2214332	0.18115841	0.7168553	0.0	7	0.4671189785003662
