threshold	method	taxon	consensus_module	mean_assignment_entropy	sites_present
prev_5	bicor	S__GCA_014384505.1	M15	0.0	4
prev_5	bicor	S__GCA_015492195.1	M15	1.4166067	2
prev_5	bicor	S__GCA_015659035.1	M15	0.0	4
prev_5	bicor	S__GCA_015659595.1	M15	0.0	4
prev_5	bicor	S__GCA_016276965.1	M15	0.0	4
prev_5	bicor	S__GCA_016777225.1	M15	0.0	4
prev_5	bicor	S__GCA_016777365.1	M15	1.4166067	2
prev_5	bicor	S__GCA_016838795.1	M15	0.7079663	4
prev_5	bicor	S__GCA_016838825.1	M15	0.0	4
prev_5	bicor	S__GCA_016838845.1	M15	0.7079663	4
prev_5	bicor	S__GCA_017368835.1	M15	0.70830333	3
prev_5	bicor	S__GCA_017854145.1	M15	0.0	4
prev_5	bicor	S__GCA_018656365.1	M15	1.4166067	2
prev_5	bicor	S__GCA_018673385.1	M15	1.4166067	2
prev_5	bicor	S__GCA_018830725.1	M15	1.4166067	2
prev_5	bicor	S__GCA_019057915.1	M15	1.4166067	2
prev_5	bicor	S__GCA_902512375.1	M15	0.0	4
prev_5	bicor	S__GCA_902514095.1	M15	0.70830333	3
prev_5	bicor	S__GCA_902608305.1	M15	1.4166067	2
prev_5	bicor	S__GCA_905181585.1	M15	0.70830333	3
prev_5	bicor	S__GCA_905181595.1	M15	0.0	4
prev_5	bicor	S__GCA_905181625.1	M15	1.4166067	2
prev_5	bicor	S__GCA_905181655.1	M15	1.4166067	2
prev_5	bicor	S__GCA_905181685.1	M15	1.4166067	2
prev_5	bicor	S__GCA_905181765.1	M15	0.70830333	3
prev_5	bicor	S__GCA_905181955.1	M15	1.4166067	2
prev_5	bicor	S__GCA_905182065.1	M15	1.4166067	2
prev_5	bicor	S__GCA_905182125.1	M15	1.4166067	2
prev_5	bicor	S__GCA_905182235.1	M15	0.0	4
prev_5	bicor	S__GCA_905182305.1	M15	1.4166067	2
prev_5	bicor	S__GCA_905182385.1	M15	1.4166067	2
prev_5	bicor	S__GCA_905182435.1	M15	1.4166067	2
prev_5	bicor	S__GCA_905182465.1	M15	0.0	4
prev_5	bicor	S__GCA_905182475.1	M15	1.4166067	2
prev_5	bicor	S__GCA_905182715.1	M15	2.1249099	1
prev_5	bicor	S__GCA_905182765.1	M15	1.4166067	2
prev_5	bicor	S__GCA_905182775.1	M15	0.0	4
prev_5	bicor	S__GCA_905182795.1	M15	0.0	4
prev_5	bicor	S__GCA_905182815.1	M15	0.0	4
prev_5	bicor	S__GCA_905182865.1	M15	0.0	4
prev_5	bicor	S__GCA_905182885.1	M15	0.0	4
prev_5	bicor	S__GCA_905478185.1	M15	0.0	4
prev_5	bicor	S__GCA_905478445.1	M15	0.70830333	3
prev_5	bicor	S__GCA_905478615.1	M15	0.70830333	3
prev_5	bicor	S__GCA_905479195.1	M15	1.4166067	2
prev_5	bicor	S__GCA_905480095.1	M15	0.0	4
prev_5	bicor	S__GCA_905480315.1	M15	0.70830333	3
prev_5	bicor	S__GCA_905612275.1	M15	0.0	4
prev_5	bicor	S__GCA_905612295.1	M15	0.0	4
prev_5	bicor	S__GCA_905612305.1	M15	0.0	4
prev_5	bicor	S__GCA_905612365.1	M15	0.0	4
prev_5	bicor	S__GCA_905612455.1	M15	0.0	4
prev_5	bicor	S__GCA_905616395.1	M15	1.4166067	2
prev_5	bicor	S__GCA_905618905.1	M15	1.4166067	2
prev_5	bicor	S__GCA_905618915.1	M15	0.0	4
prev_5	bicor	S__GCA_905620445.1	M15	1.4166067	2
prev_5	bicor	S__GCF_001682155.1	M15	1.4166067	2
prev_5	bicor	S__GCF_002836055.1	M15	1.4166067	2
prev_5	bicor	S__GCF_002836475.1	M15	1.4166067	2
prev_5	bicor	S__GCF_003326015.1	M15	1.4166067	2
prev_5	bicor	S__GCF_012276695.1	M15	0.0	4
prev_5	bicor	S__GCF_013407165.1	M15	0.0	4
prev_5	bicor	S__GCF_014279835.1	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300006310_000001	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_3300006467_000165	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300009136_000003	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_3300009436_000049	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300009440_000004	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300009443_000008	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_3300020166_000001	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300020166_000015	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300020182_000036	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300020185_000065	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_3300020385_000015	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300020399_000132	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_3300020595_000038	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300021087_000038	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300023238_000017	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_3300023239_000003	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300023239_000010	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300023293_000013	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300024520_000070	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300025071_000006	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300025079_000001	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300025079_000004	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300025096_000017	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300025120_000373	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300025141_000590	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300025264_000009	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300025296_001443	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_3300025632_000006	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_3300025637_000035	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_3300025652_000055	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_3300025653_000044	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300025666_000032	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300025696_000003	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300025707_000009	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300025832_000009	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300025853_000376	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_3300025860_000061	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300025869_000017	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300025874_000005	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300027668_002455	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300027687_000007	M15	0.7079663	4
prev_5	bicor	S__IMGVR_UViG_3300027780_000015	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300027788_000027	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300027791_000032	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300027813_000042	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300027833_000016	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300027833_000046	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300027861_000023	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300028198_000003	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_3300028535_000001	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300030059_000588	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300030388_000283	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_3300030390_002408	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300031519_000018	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300031519_000028	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300031687_001020	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300031688_001339	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300031703_000007	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_3300031801_001562	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_3300034380_000005	M15	2.1249099	1
prev_5	bicor	S__IMGVR_UViG_3300035195_000275	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300037191_001144	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300037585_000783	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300038315_000065	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300046103_001257	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_3300046167_000870	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300046168_000044	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_3300046532_001046	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_3300047157_000078	M15	0.7079663	4
prev_5	bicor	S__IMGVR_UViG_3300047157_000086	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300047369_000202	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_3300049783_000307	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_650627017_000001	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_GVMAG-M-3300025652-16_000001	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_GVMAG-S-1102104-120_000001	M15	0.70830333	3
prev_5	bicor	S__IMGVR_UViG_GVMAG-S-1102107-84_000001	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_GVMAG-S-1102114-126_000001	M15	0.0	4
prev_5	bicor	S__IMGVR_UViG_GVMAG-S-ERX556030-34_000001	M15	1.4166067	2
prev_5	bicor	S__IMGVR_UViG_GVMAG-S-ERX556043-36_000001	M15	0.0	4
prev_5	bicor	S__Moniruzzaman_LP01_SRX672316_10_dc	M15	1.4166067	2
prev_5	bicor	S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	M15	0.0	4
prev_5	bicor	S__Phycodnaviridae_KF481686_Emiliania_huxleyi_virus_145	M15	1.4166067	2
prev_5	bicor	S__Schulz_GVMAG_M_3300001718_3	M15	0.70830333	3
prev_5	bicor	S__Schulz_GVMAG_M_3300025652_16	M15	0.0	4
prev_5	bicor	S__Schulz_GVMAG_S_1024967_63	M15	1.4166067	2
prev_5	bicor	S__Schulz_GVMAG_S_1102104_120	M15	1.4166067	2
prev_5	bicor	S__Schulz_GVMAG_S_1102114_126	M15	0.70830333	3
prev_5	bicor	S__TARA_AOS_82_MAG_00110	M15	2.1249099	1
prev_5	bicor	S__TARA_ARC_108_MAG_00021	M15	0.0	4
prev_5	bicor	S__TARA_ARC_108_MAG_00033	M15	0.0	4
prev_5	bicor	S__TARA_ARC_108_MAG_00037	M15	2.1249099	1
prev_5	bicor	S__TARA_ARC_108_MAG_00066	M15	1.4166067	2
prev_5	bicor	S__TARA_ARC_108_MAG_00082	M15	1.4166067	2
prev_5	bicor	S__TARA_ARC_108_MAG_00099	M15	0.0	4
prev_5	bicor	S__TARA_ARC_108_MAG_00146	M15	0.0	4
prev_5	bicor	S__TARA_ARC_108_MAG_00181	M15	0.70830333	3
prev_5	bicor	S__TARA_ARC_108_MAG_00198	M15	2.1249099	1
prev_5	bicor	S__TARA_ARC_NCLDV_00033	M15	0.70830333	3
prev_5	bicor	S__TARA_ARC_NCLDV_00036	M15	1.4166067	2
prev_5	bicor	S__TARA_ARC_NCLDV_00116	M15	0.70830333	3
prev_5	bicor	S__TARA_ARC_NCLDV_00117	M15	1.4166067	2
prev_5	bicor	S__TARA_ARC_NCLDV_00127	M15	0.0	4
prev_5	bicor	S__TARA_ARC_NCLDV_00137	M15	1.4166067	2
prev_5	bicor	S__TARA_ARC_NCLDV_00176	M15	1.4166067	2
prev_5	bicor	S__TARA_ARC_NCLDV_00188	M15	0.0	4
prev_5	bicor	S__TARA_SOC_28_MAG_00007	M15	1.4166067	2
prev_5	bicor	S__TARA_SOC_28_MAG_00016	M15	0.70830333	3
prev_5	bicor	S__TARA_SOC_28_MAG_00024	M15	1.4166067	2
prev_5	bicor	S__TARA_SOC_NCLDV_00026	M15	0.0	4
