node_id	node_type	z_1	z_2	z_3	z_4	z_5	z_6	z_7	z_8	z_9	z_10	z_11	z_12	z_13	z_14	z_15	z_16	z_17	z_18	z_19	z_20	z_21	z_22	z_23	z_24	z_25	z_26	z_27	z_28	z_29	z_30	z_31	z_32
S__3300001683_28	taxon	-1.8190972	3.0680952	-1.8269387	-2.1971538	-3.1483593	2.7238111	-2.236412	3.610896	2.8247442	2.49737	1.8696551	-2.5235548	-2.6622262	-3.7985668	-2.4687657	2.8679094	3.6088855	-2.4935448	3.1331854	2.6514788	2.612939	-2.5967226	-1.6823347	-3.3378248	2.998775	-2.938641	-3.0588598	-2.6998506	-2.8148308	-3.0371463	2.8582163	-1.9486989
S__3300006311_3	taxon	-1.8278217	2.4571285	-1.6423521	-2.1853867	-2.9551582	2.5685873	-2.2139406	3.2939997	3.3397756	2.5194855	1.8371758	-2.5201812	-2.5655298	-3.6210523	-3.0750723	2.2950025	3.3868585	-2.2847967	3.2316675	2.6510365	2.3931377	-2.5717003	-1.6164781	-3.0555067	2.621067	-3.1000385	-2.72642	-2.5194259	-2.6268358	-3.0257268	2.9222174	-1.7525635
S__3300020187_18	taxon	-1.8319877	2.3662736	-1.6136162	-2.1114144	-2.8254244	2.4442518	-2.2469227	3.2239995	3.2846265	2.555637	1.8861518	-2.4919717	-2.515648	-3.5577307	-3.1055784	2.1914878	3.3248253	-2.277894	3.2483213	2.6320927	2.3307018	-2.592918	-1.641845	-2.992042	2.5910559	-3.037351	-2.6111698	-2.491916	-2.5281963	-2.939817	2.8954935	-1.789011
S__3300020263_16	taxon	-1.5131686	2.796321	-1.2903509	-2.0978804	-3.0734658	2.7702248	-2.177091	3.0682828	3.019679	1.9680145	1.3824596	-2.259242	-2.1166134	-3.6724586	-2.592348	2.0645685	3.3559535	-1.8840164	3.043669	2.564853	2.6905742	-2.374243	-1.5176145	-3.1133342	2.259199	-2.8251371	-2.6243649	-2.6624565	-2.5375638	-2.795858	2.5892866	-1.854571
S__3300020300_16	taxon	-1.8341548	2.4092448	-1.6348505	-2.1253395	-2.8514671	2.4584522	-2.254583	3.2569969	3.273168	2.5610085	1.887254	-2.4997065	-2.5337117	-3.5737545	-3.0814762	2.2283783	3.3412652	-2.3014646	3.24848	2.6328382	2.3421063	-2.5888195	-1.6462893	-3.0173073	2.6130433	-3.0561018	-2.6377933	-2.516878	-2.5507114	-2.9548612	2.904768	-1.7948225
S__3300020303_2	taxon	-1.9906685	3.3291123	-1.7586986	-2.5484045	-3.4415112	3.0552013	-2.2533965	3.7526908	2.598401	2.5151248	1.8693998	-2.8547606	-2.862101	-3.4586768	-2.4500976	3.1459458	3.7859726	-2.518643	2.966459	2.5452435	2.7186503	-2.3442452	-1.8715429	-3.4270532	2.988575	-3.098792	-3.325233	-2.7544522	-3.2398872	-3.1792169	2.651039	-1.7902522
S__3300020317_19	taxon	-1.8802667	3.5810783	-1.4045976	-2.8550553	-3.5942898	3.332559	-2.460391	3.8198895	2.294584	2.5574932	2.067468	-2.8996427	-3.0043952	-3.1472902	-2.3390794	3.103877	3.7129378	-2.487481	3.0118608	2.7562404	2.5121922	-2.3806438	-1.9468722	-3.7260208	2.9433708	-2.9572601	-3.3455634	-3.0173712	-2.9614377	-3.0012836	2.552555	-1.6739846
S__3300020330_9	taxon	-1.8343983	3.200284	-1.8280919	-2.4414024	-3.337705	2.9285698	-2.1690974	3.701152	2.7685993	2.5048845	1.8835297	-2.711382	-2.7781687	-3.7137713	-2.484733	3.009225	3.7062173	-2.5152974	3.055148	2.651413	2.712792	-2.4761364	-1.7893612	-3.3847256	3.0778744	-3.0966284	-3.2518897	-2.7160065	-3.023573	-3.1671076	2.7451437	-1.8371339
S__3300020364_17	taxon	-2.0611742	3.4150257	-1.9614332	-2.414507	-3.4639251	2.9778576	-2.19483	3.709906	2.638297	2.6547687	2.0249507	-2.8568826	-2.8095236	-3.4911132	-2.4341502	3.031766	3.7921393	-2.492416	3.137519	2.503251	2.6580715	-2.4088776	-1.829705	-3.4674294	2.9771705	-3.0021315	-3.309642	-2.825386	-3.2369323	-3.1843061	2.733652	-1.7400596
S__3300020389_47	taxon	-1.9707863	3.5623946	-1.6210803	-2.7655344	-3.5734863	3.2861307	-2.390103	3.8581438	2.4391594	2.5825562	2.0134041	-2.865385	-2.9998684	-3.2741003	-2.3630104	3.1782205	3.780636	-2.5207493	2.9909163	2.667829	2.594142	-2.405815	-1.9445589	-3.610808	2.9731464	-3.040587	-3.3916655	-2.8960304	-3.174461	-3.1401043	2.577429	-1.7361149
S__3300020444_12	taxon	-2.014258	3.4692569	-1.7498505	-2.6380398	-3.4862776	3.1582298	-2.2860503	3.808482	2.5245533	2.5542967	1.926045	-2.862777	-2.9095016	-3.3770971	-2.3777337	3.1794276	3.7755752	-2.5243096	2.9427204	2.558255	2.668723	-2.3618906	-1.898443	-3.4877093	2.9745579	-3.091467	-3.3655825	-2.7695246	-3.2762399	-3.1877556	2.583016	-1.7743962
S__3300024058_12	taxon	-1.9652607	2.8094864	-1.6124396	-1.6724213	-2.8196454	2.678104	-2.01091	3.100462	3.116808	2.0802543	1.5157816	-1.8249714	-2.2233925	-3.6191478	-1.960135	2.8371882	3.5873227	-1.961728	2.937966	2.7454095	2.479662	-2.9621537	-1.3588637	-2.7625701	2.629136	-2.1548014	-2.4900765	-2.470142	-2.6040108	-2.773858	2.39085	-2.3198667
