taxon	threshold	method	module_kmeans	embedding_1	embedding_2	pca_1	pca_2	module_entropy_proxy	module_count	silhouette	mis_context_mean	mis_context_sd	mis_context_min	mis_context_max	mis_context_weight_sum	mis_context_core_count	mis_context_glacial_fraction	mis_context_class
S__3300001683_28	prev_5	bicor	M3	-1.8190972	3.0680952	-0.19287817	0.88335764	0.0	7	0.4671189785003662	4.174608938522474	0.4325205486214432	3.120315	5.01406	100461.52423913046	4	0.6675009582378264	glacial_like
S__3300006311_3	prev_5	bicor	M1	-1.8278217	2.4571285	-0.80903524	1.3821659	0.0	7	0.4671189785003662	4.1478993391963055	0.42679949998583033	3.120315	5.01406	388727.7399024528	4	0.6504346118728134	glacial_like
S__3300020187_18	prev_5	bicor	M1	-1.8319877	2.3662736	-1.0397053	1.3360847	0.0	7	0.4671189785003662	4.158155660918564	0.4270563289080225	3.120315	5.01406	130370.46433667786	4	0.6582345741010134	glacial_like
S__3300020263_16	prev_5	bicor	M1	-1.5131686	2.796321	-1.5731517	0.7131287	0.0	7	0.4671189785003662	4.16754390149205	0.43090117943042877	3.120315	5.01406	451190.2169286506	4	0.6631473752723425	glacial_like
S__3300020300_16	prev_5	bicor	M1	-1.8341548	2.4092448	-0.960504	1.326071	0.0	7	0.4671189785003662	4.172061120190057	0.4335424001334638	3.120315	5.01406	300323.2851867336	4	0.6650004864497343	glacial_like
S__3300020303_2	prev_5	bicor	M6	-1.9906685	3.3291123	0.6062925	0.47447807	0.0	7	0.4671189785003662	4.176493187366538	0.4307692232159008	3.203925	5.01406	22286.197463768083	2	0.6699264126647569	glacial_like
S__3300020317_19	prev_5	bicor	M6	-1.8802667	3.5810783	0.8750526	-0.3972713	0.0	7	0.4671189785003662	4.235061505083784	0.4428354128201381	3.203925	5.01406	37761.74891304353	2	0.7039747980537816	glacial_like
S__3300020330_9	prev_5	bicor	M6	-1.8343983	3.200284	0.28630313	0.76725227	0.0	7	0.4671189785003662	4.131795853460939	0.4207105448835348	3.120315	5.01406	216715.80171962088	4	0.6411711878811341	glacial_like
S__3300020364_17	prev_5	bicor	M6	-2.0611742	3.4150257	0.6758127	0.56442535	0.0	7	0.4671189785003662	4.173831445165464	0.43638302630628395	3.120315	5.01406	26904.547892976567	3	0.6646462608598125	glacial_like
S__3300020389_47	prev_5	bicor	M6	-1.9707863	3.5623946	0.94765025	0.0052028946	0.0	7	0.4671189785003662	4.167704421388577	0.4282386518325312	3.203925	5.01406	20087.586775362353	2	0.6648171094992428	glacial_like
S__3300020444_12	prev_5	bicor	M6	-2.014258	3.4692569	0.77625996	0.29566973	0.0	7	0.4671189785003662	4.16998918889311	0.42891527014033326	3.203925	5.01406	17656.79311594199	2	0.6661453471463306	glacial_like
S__3300024058_12	prev_5	bicor	M1	-1.9652607	2.8094864	-1.8781543	0.9235357	0.0	7	0.4671189785003662	4.142780033454028	0.4272377601430581	3.120315	5.01406	1409854.9953901886	4	0.6461648229556276	glacial_like
