threshold	method	site	present_taxa	mean_assignment_entropy	mean_site_similarity
prev_10	spearman	ST8	171	0.17992094159126282	0.4293357069598113
prev_10	spearman	ST13	172	0.26831236481666565	0.260623553979853
prev_10	spearman	GeoB25202_R1	128	0.04006052389740944	0.51807556907054
prev_10	spearman	GeoB25202_R2	141	0.07273399829864502	0.5134103937729283
