taxon	threshold	method	module_kmeans	embedding_1	embedding_2	pca_1	pca_2	module_entropy_proxy	module_count	silhouette
S__3300001683_28	prev_10	spearman	M1	-0.68550336	0.1142306	-0.8284597	1.1368651	0.0	2	0.6291518211364746
S__3300006311_3	prev_10	spearman	M1	-0.27537358	0.20411532	1.2142421	1.4624028	0.0	2	0.6291518211364746
S__3300020187_18	prev_10	spearman	M1	-0.6635631	-0.045591325	-0.59226525	1.4931306	0.0	2	0.6291518211364746
S__3300020263_16	prev_10	spearman	M2	0.23697388	0.4438654	6.4031053	-1.1266516	0.0	2	0.6291518211364746
S__3300020300_16	prev_10	spearman	M1	-0.4484771	0.039909095	0.40693778	1.6751759	0.0	2	0.6291518211364746
S__3300020317_19	prev_10	spearman	M1	-0.6198785	0.31496257	-2.266537	-0.9496032	0.0	2	0.6291518211364746
S__3300020330_9	prev_10	spearman	M1	-0.5416751	0.1589492	-1.2117329	0.69433093	0.0	2	0.6291518211364746
S__3300024058_12	prev_10	spearman	M1	0.05491089	-0.09034385	1.2162576	1.735363	0.0	2	0.6291518211364746
S__3300024058_22	prev_10	spearman	M1	-0.43408924	0.27268168	0.9433454	0.93231726	0.0	2	0.6291518211364746
S__3300024060_27	prev_10	spearman	M1	-0.4502336	0.14697522	-0.63103205	1.1224401	0.0	2	0.6291518211364746
S__3300024431_33	prev_10	spearman	M2	0.07400815	0.44875622	4.007099	0.59633887	0.0	2	0.6291518211364746
S__3300024516_13	prev_10	spearman	M1	-0.3385598	0.1271829	0.76751363	1.8634062	0.0	2	0.6291518211364746
S__3300024516_18	prev_10	spearman	M1	-0.81332886	0.19893703	-1.0928582	0.6063254	0.0	2	0.6291518211364746
S__3300024516_26	prev_10	spearman	M1	-0.67558265	0.20529136	-1.0249203	0.7410285	0.0	2	0.6291518211364746
S__3300024516_38	prev_10	spearman	M2	0.5421111	0.6559218	9.21477	-1.5524864	0.0	2	0.6291518211364746
S__3300025276_12	prev_10	spearman	M1	-0.7836807	0.071011506	-0.91643983	1.0982121	0.0	2	0.6291518211364746
S__3300025894_53	prev_10	spearman	M1	-0.79822624	0.053722262	-0.9207861	1.0762644	0.0	2	0.6291518211364746
S__3300026080_15	prev_10	spearman	M1	-0.90557	0.12776892	-1.2763819	0.66121006	0.0	2	0.6291518211364746
S__3300026087_14	prev_10	spearman	M1	-0.64066154	0.17633939	-1.1170293	0.7384045	0.0	2	0.6291518211364746
S__3300026253_28	prev_10	spearman	M1	-0.46831918	0.10261372	1.6485195	0.8439832	0.0	2	0.6291518211364746
S__3300026253_8	prev_10	spearman	M1	-0.69991755	0.014355652	-0.823114	1.2821673	0.0	2	0.6291518211364746
S__3300026264_29	prev_10	spearman	M1	-0.6501846	0.30582446	-1.6834972	-0.1849059	0.0	2	0.6291518211364746
S__3300026264_34	prev_10	spearman	M2	0.77372825	0.75588155	10.661739	-1.3380898	0.0	2	0.6291518211364746
S__3300027687_20	prev_10	spearman	M1	-0.606539	0.1892376	0.97389495	0.6263108	0.0	2	0.6291518211364746
S__3300027752_17	prev_10	spearman	M1	-0.8396419	0.023605734	-0.7807311	1.0232078	0.0	2	0.6291518211364746
S__3300027771_26	prev_10	spearman	M1	-0.612538	0.22890162	-1.6219734	0.15016268	0.0	2	0.6291518211364746
S__3300027779_22	prev_10	spearman	M1	-0.68704224	0.14161567	-0.84699035	1.0565277	0.0	2	0.6291518211364746
