threshold	method	taxon	consensus_module	mean_assignment_entropy	sites_present
prev_10	spearman	S__GCA_905612305.1	M5	0.0	4
prev_10	spearman	S__GCA_905612365.1	M5	0.0	4
prev_10	spearman	S__GCA_905612455.1	M5	0.6409684	4
prev_10	spearman	S__GCA_905616395.1	M5	1.2824746	2
prev_10	spearman	S__GCA_905618915.1	M5	0.0	4
prev_10	spearman	S__GCA_905620445.1	M5	1.2824746	2
prev_10	spearman	S__GCF_002836475.1	M5	1.2824746	2
prev_10	spearman	S__GCF_003326015.1	M5	1.2824746	2
prev_10	spearman	S__GCF_012276695.1	M5	0.6409684	4
prev_10	spearman	S__GCF_013407165.1	M5	0.6409684	4
prev_10	spearman	S__GCF_014279835.1	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300006310_000001	M5	0.6412373	3
prev_10	spearman	S__IMGVR_UViG_3300006467_000165	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300009440_000004	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300009443_000008	M5	0.6412373	3
prev_10	spearman	S__IMGVR_UViG_3300020166_000001	M5	1.2824746	2
prev_10	spearman	S__IMGVR_UViG_3300020166_000015	M5	0.6409684	4
prev_10	spearman	S__IMGVR_UViG_3300020182_000036	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300020185_000065	M5	0.6412373	3
prev_10	spearman	S__IMGVR_UViG_3300021087_000038	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300023238_000017	M5	0.6412373	3
prev_10	spearman	S__IMGVR_UViG_3300023239_000003	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300024520_000070	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300025071_000006	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300025079_000001	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300025296_001443	M5	0.6412373	3
prev_10	spearman	S__IMGVR_UViG_3300025632_000006	M5	0.6412373	3
prev_10	spearman	S__IMGVR_UViG_3300025637_000035	M5	0.6412373	3
prev_10	spearman	S__IMGVR_UViG_3300025653_000044	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300025860_000061	M5	1.9234431	2
prev_10	spearman	S__IMGVR_UViG_3300025869_000017	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300027687_000007	M5	0.6409684	4
prev_10	spearman	S__IMGVR_UViG_3300027780_000015	M5	0.6409684	4
prev_10	spearman	S__IMGVR_UViG_3300027813_000042	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300027833_000016	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300027833_000046	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300027861_000023	M5	1.2824746	2
prev_10	spearman	S__IMGVR_UViG_3300028198_000003	M5	0.6412373	3
prev_10	spearman	S__IMGVR_UViG_3300028535_000001	M5	0.6409684	4
prev_10	spearman	S__IMGVR_UViG_3300031519_000018	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300031687_001020	M5	1.2824746	2
prev_10	spearman	S__IMGVR_UViG_3300031688_001339	M5	1.2824746	2
prev_10	spearman	S__IMGVR_UViG_3300035195_000275	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300037585_000783	M5	1.2824746	2
prev_10	spearman	S__IMGVR_UViG_3300038315_000065	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300046168_000044	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_3300046532_001046	M5	0.6412373	3
prev_10	spearman	S__IMGVR_UViG_3300047157_000078	M5	0.6409684	4
prev_10	spearman	S__IMGVR_UViG_3300049783_000307	M5	0.6412373	3
prev_10	spearman	S__IMGVR_UViG_GVMAG-M-3300025652-16_000001	M5	0.0	4
prev_10	spearman	S__IMGVR_UViG_GVMAG-S-1102114-126_000001	M5	0.6409684	4
prev_10	spearman	S__IMGVR_UViG_GVMAG-S-ERX556030-34_000001	M5	1.2824746	2
prev_10	spearman	S__IMGVR_UViG_GVMAG-S-ERX556043-36_000001	M5	0.0	4
prev_10	spearman	S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	M5	0.0	4
prev_10	spearman	S__Schulz_GVMAG_M_3300025652_16	M5	0.0	4
prev_10	spearman	S__Schulz_GVMAG_S_1024967_63	M5	1.2824746	2
prev_10	spearman	S__Schulz_GVMAG_S_1102104_120	M5	1.2824746	2
prev_10	spearman	S__Schulz_GVMAG_S_1102114_126	M5	0.6412373	3
prev_10	spearman	S__TARA_ARC_108_MAG_00021	M5	0.0	4
prev_10	spearman	S__TARA_ARC_108_MAG_00099	M5	0.0	4
prev_10	spearman	S__TARA_ARC_108_MAG_00146	M5	0.0	4
prev_10	spearman	S__TARA_ARC_108_MAG_00181	M5	0.6412373	3
prev_10	spearman	S__TARA_ARC_NCLDV_00033	M5	0.6412373	3
prev_10	spearman	S__TARA_ARC_NCLDV_00036	M5	1.2824746	2
prev_10	spearman	S__TARA_ARC_NCLDV_00127	M5	0.0	4
prev_10	spearman	S__TARA_ARC_NCLDV_00176	M5	1.2824746	2
prev_10	spearman	S__TARA_ARC_NCLDV_00188	M5	0.0	4
prev_10	spearman	S__TARA_SOC_28_MAG_00007	M5	1.2824746	2
prev_10	spearman	S__TARA_SOC_28_MAG_00016	M5	0.6412373	3
prev_10	spearman	S__TARA_SOC_NCLDV_00026	M5	0.0	4
