site_from	site_to	threshold	method	weight	edge_jaccard	spectral_similarity	edge_type
GeoB25202_R1	GeoB25202_R2	10	spearman	0.7944705535913	0.727920792079208	0.861020315103393	site_similarity
GeoB25202_R1	ST13	10	spearman	0.251843527854123	0.145371297753613	0.358315757954634	site_similarity
GeoB25202_R1	ST8	10	spearman	0.507912625766197	0.446194861851672	0.569630389680721	site_similarity
GeoB25202_R2	ST13	10	spearman	0.247846633349842	0.139759036144578	0.355934230555106	site_similarity
GeoB25202_R2	ST8	10	spearman	0.497913994377643	0.409637076998529	0.586190911756757	site_similarity
ST13	ST8	10	spearman	0.282180500735594	0.176481379563383	0.387879621907804	site_similarity
