taxon	threshold	method	module_kmeans	embedding_1	embedding_2	pca_1	pca_2	module_entropy_proxy	module_count	silhouette	mis_context_mean	mis_context_sd	mis_context_min	mis_context_max	mis_context_weight_sum	mis_context_core_count	mis_context_glacial_fraction	mis_context_class
S__3300001683_28	prev_10	spearman	M1	-0.68550336	0.1142306	-0.8284597	1.1368651	0.0	2	0.6291518211364746	4.174608938522474	0.4325205486214432	3.120315	5.01406	100461.52423913046	4	0.6675009582378264	glacial_like
S__3300006311_3	prev_10	spearman	M1	-0.27537358	0.20411532	1.2142421	1.4624028	0.0	2	0.6291518211364746	4.1478993391963055	0.42679949998583033	3.120315	5.01406	388727.7399024528	4	0.6504346118728134	glacial_like
S__3300020187_18	prev_10	spearman	M1	-0.6635631	-0.045591325	-0.59226525	1.4931306	0.0	2	0.6291518211364746	4.158155660918564	0.4270563289080225	3.120315	5.01406	130370.46433667786	4	0.6582345741010134	glacial_like
S__3300020263_16	prev_10	spearman	M2	0.23697388	0.4438654	6.4031053	-1.1266516	0.0	2	0.6291518211364746	4.16754390149205	0.43090117943042877	3.120315	5.01406	451190.2169286506	4	0.6631473752723425	glacial_like
S__3300020300_16	prev_10	spearman	M1	-0.4484771	0.039909095	0.40693778	1.6751759	0.0	2	0.6291518211364746	4.172061120190057	0.4335424001334638	3.120315	5.01406	300323.2851867336	4	0.6650004864497343	glacial_like
S__3300020317_19	prev_10	spearman	M1	-0.6198785	0.31496257	-2.266537	-0.9496032	0.0	2	0.6291518211364746	4.235061505083784	0.4428354128201381	3.203925	5.01406	37761.74891304353	2	0.7039747980537816	glacial_like
S__3300020330_9	prev_10	spearman	M1	-0.5416751	0.1589492	-1.2117329	0.69433093	0.0	2	0.6291518211364746	4.131795853460939	0.4207105448835348	3.120315	5.01406	216715.80171962088	4	0.6411711878811341	glacial_like
S__3300024058_12	prev_10	spearman	M1	0.05491089	-0.09034385	1.2162576	1.735363	0.0	2	0.6291518211364746	4.142780033454028	0.4272377601430581	3.120315	5.01406	1409854.9953901886	4	0.6461648229556276	glacial_like
S__3300024058_22	prev_10	spearman	M1	-0.43408924	0.27268168	0.9433454	0.93231726	0.0	2	0.6291518211364746	4.1422703386353374	0.42366453174728613	3.120315	5.01406	473825.73181159375	4	0.6478185405515794	glacial_like
S__3300024060_27	prev_10	spearman	M1	-0.4502336	0.14697522	-0.63103205	1.1224401	0.0	2	0.6291518211364746	4.134419735194595	0.42337653794777114	3.120315	5.01406	67120.14592809364	4	0.6417521263643186	glacial_like
S__3300024431_33	prev_10	spearman	M2	0.07400815	0.44875622	4.007099	0.59633887	0.0	2	0.6291518211364746	4.1535295729335155	0.42820705963085115	3.120315	5.01406	719497.5887263096	4	0.6539997439836459	glacial_like
S__3300024516_13	prev_10	spearman	M1	-0.3385598	0.1271829	0.76751363	1.8634062	0.0	2	0.6291518211364746	4.147503431924531	0.4268627144489566	3.120315	5.01406	1536593.9072965435	4	0.6500883593957731	glacial_like
S__3300024516_18	prev_10	spearman	M1	-0.81332886	0.19893703	-1.0928582	0.6063254	0.0	2	0.6291518211364746	4.163079433136181	0.4303721833898835	3.120315	5.01406	125686.51789855071	4	0.6600687637771707	glacial_like
S__3300024516_26	prev_10	spearman	M1	-0.67558265	0.20529136	-1.0249203	0.7410285	0.0	2	0.6291518211364746	4.139987698320222	0.424922927599998	3.120315	5.01406	118825.18498049048	4	0.6452851669292053	glacial_like
S__3300024516_38	prev_10	spearman	M2	0.5421111	0.6559218	9.21477	-1.5524864	0.0	2	0.6291518211364746	4.151548220703711	0.4282293260635223	3.120315	5.01406	1843538.2056521738	4	0.6524492926553476	glacial_like
S__3300025276_12	prev_10	spearman	M1	-0.7836807	0.071011506	-0.91643983	1.0982121	0.0	2	0.6291518211364746	4.153310792770632	0.42479443654235566	3.120315	5.01406	76629.80989130435	3	0.6558051237214982	glacial_like
S__3300025894_53	prev_10	spearman	M1	-0.79822624	0.053722262	-0.9207861	1.0762644	0.0	2	0.6291518211364746	4.17178099500329	0.43044951865599607	3.120315	5.01406	99778.7822826087	3	0.6665998260497565	glacial_like
S__3300026080_15	prev_10	spearman	M1	-0.90557	0.12776892	-1.2763819	0.66121006	0.0	2	0.6291518211364746	4.185139334130426	0.43422930438674323	3.120315	5.01406	55311.023333333294	3	0.6742751158644869	glacial_like
S__3300026087_14	prev_10	spearman	M1	-0.64066154	0.17633939	-1.1170293	0.7384045	0.0	2	0.6291518211364746	4.163541397565454	0.4294590016098202	3.120315	5.01406	86310.48347826082	4	0.6609555999726608	glacial_like
S__3300026253_28	prev_10	spearman	M1	-0.46831918	0.10261372	1.6485195	0.8439832	0.0	2	0.6291518211364746	4.147124898794237	0.4260540045678954	3.120315	5.01406	1454030.2971153846	4	0.6502594414448601	glacial_like
S__3300026253_8	prev_10	spearman	M1	-0.69991755	0.014355652	-0.823114	1.2821673	0.0	2	0.6291518211364746	4.15939853941377	0.4271677330835488	3.120315	5.01406	53737.273949275404	3	0.6591254011100507	glacial_like
S__3300026264_29	prev_10	spearman	M1	-0.6501846	0.30582446	-1.6834972	-0.1849059	0.0	2	0.6291518211364746	4.1614766143826545	0.42794797362518855	3.120315	5.01406	45525.82559921958	3	0.6602541124160619	glacial_like
S__3300026264_34	prev_10	spearman	M2	0.77372825	0.75588155	10.661739	-1.3380898	0.0	2	0.6291518211364746	4.156510874913024	0.4301353693874093	3.120315	5.01406	3481379.6187040084	4	0.6551808935822723	glacial_like
S__3300027687_20	prev_10	spearman	M1	-0.606539	0.1892376	0.97389495	0.6263108	0.0	2	0.6291518211364746	4.174479075181102	0.4322628433568674	3.120315	5.01406	240141.11785395804	4	0.6675544248350711	glacial_like
S__3300027752_17	prev_10	spearman	M1	-0.8396419	0.023605734	-0.7807311	1.0232078	0.0	2	0.6291518211364746	4.173950639330249	0.4309307090042185	3.120315	5.01406	162730.01957915275	4	0.6679393970829408	glacial_like
S__3300027771_26	prev_10	spearman	M1	-0.612538	0.22890162	-1.6219734	0.15016268	0.0	2	0.6291518211364746	4.133825294177512	0.4187348664519192	3.120315	5.01406	76138.36374303229	4	0.643919548836284	glacial_like
S__3300027779_22	prev_10	spearman	M1	-0.68704224	0.14161567	-0.84699035	1.0565277	0.0	2	0.6291518211364746	4.170890439432852	0.4312404305862084	3.120315	5.01406	89602.73277591972	4	0.665468912198095	glacial_like
S__3300027791_27	prev_10	spearman	M1	-0.755291	0.14877722	-0.78624165	0.99694186	0.0	2	0.6291518211364746	4.1757764673629945	0.43260911182390605	3.120315	5.01406	119385.48074135999	4	0.6683191719329034	glacial_like
S__3300027827_16	prev_10	spearman	M1	-0.46063995	0.20826447	0.4763111	1.1165245	0.0	2	0.6291518211364746	4.140697551335528	0.4222550248352842	3.120315	5.01406	168507.43221850618	4	0.6473850922647227	glacial_like
S__3300027844_79	prev_10	spearman	M1	-0.68602306	0.20725535	-1.3346516	0.3404306	0.0	2	0.6291518211364746	4.158937385676986	0.4274446716368698	3.120315	5.01406	107076.29986064666	4	0.6586085501899548	glacial_like
S__3300027847_80	prev_10	spearman	M2	0.12652506	0.614112	7.0472026	-1.3889648	0.0	2	0.6291518211364746	4.172998144593435	0.43212891649711915	3.120315	5.01406	571981.5109949828	4	0.6665267793967855	glacial_like
S__3300027997_10	prev_10	spearman	M1	-0.25086376	0.16522007	0.5776963	1.4484162	0.0	2	0.6291518211364746	4.140914844149111	0.42556730483979976	3.120315	5.01406	399749.4479069124	4	0.6456510492947584	glacial_like
S__GCA_000213395.2	prev_10	spearman	M1	-0.63904285	0.17864911	-1.37428	0.15863363	0.0	2	0.6291518211364746	4.177915389301309	0.4332903612561288	3.120315	5.01406	97148.34513935333	4	0.6695072705127049	glacial_like
