threshold	method	site	taxon	sites_present	assignment_entropy	consensus_module	module_prob_1	module_prob_2	module_prob_3	module_prob_4	module_prob_5	module_prob_6	module_prob_7	module_prob_8	module_prob_9	module_prob_10	module_prob_11	module_prob_12	module_prob_13
prev_10	spearman	ST8	S__GCA_018673385.1	2	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_902512375.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_902514095.1	3	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905181585.1	3	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905181595.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905181765.1	3	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905182065.1	2	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905182235.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905182435.1	2	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905182465.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905182765.1	2	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905182775.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905182795.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905182815.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905182865.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905182885.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905478185.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905478445.1	3	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905478615.1	3	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905480095.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905480315.1	3	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905612275.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905612295.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905612305.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905612365.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905612455.1	4	2.563873529434204	M5	0.07436148822307587	0.08071974664926529	0.07436148822307587	0.07436148822307587	0.07436148822307587	0.07436148822307587	0.07436148822307587	0.08248274773359299	0.08457436412572861	0.0803193747997284	0.07436148822307587	0.07436148822307587	0.07701189070940018
prev_10	spearman	ST8	S__GCA_905616395.1	2	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905618915.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCA_905620445.1	2	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCF_002836475.1	2	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCF_003326015.1	2	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCF_012276695.1	4	2.563873529434204	M5	0.07436148822307587	0.08071974664926529	0.07436148822307587	0.07436148822307587	0.07436148822307587	0.07436148822307587	0.07436148822307587	0.08248274773359299	0.08457436412572861	0.0803193747997284	0.07436148822307587	0.07436148822307587	0.07701189070940018
prev_10	spearman	ST8	S__GCF_013407165.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__GCF_014279835.1	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300006310_000001	3	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300006467_000165	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300009440_000004	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300009443_000008	3	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300020166_000001	2	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300020166_000015	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300020182_000036	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300020185_000065	3	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300021087_000038	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300023238_000017	3	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300023239_000003	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300024520_000070	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300025071_000006	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300025079_000001	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300025296_001443	3	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300025632_000006	3	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300025637_000035	3	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300025653_000044	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300025860_000061	2	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300025869_000017	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300027687_000007	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300027780_000015	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300027813_000042	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300027833_000016	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300027833_000046	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300027861_000023	2	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300028198_000003	3	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300028535_000001	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300031519_000018	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300031687_001020	2	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300031688_001339	2	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300035195_000275	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300037585_000783	2	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	spearman	ST8	S__IMGVR_UViG_3300038315_000065	4	-0.0	M5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
