from	to	threshold	weight	abs_weight	method	method_suffix	estimator	aracne_eps	core
S__GCA_001543015.1	S__GCA_013215285.1	5	0.104668806625446	0.104668806625446	mi_aracne	mi_aracne	spearman	0	ST8
S__3300026264_34	S__GCA_013215285.1	5	0.0485886158950883	0.0485886158950883	mi_aracne	mi_aracne	spearman	0	ST8
S__TARA_SOC_NCLDV_00026	S__GCA_905612295.1	5	0.22172634138012	0.22172634138012	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_905612295.1	S__GCA_905182815.1	5	0.239861945240432	0.239861945240432	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_013390475.1	S__GCA_905612455.1	5	0.0594278039508235	0.0594278039508235	mi_aracne	mi_aracne	spearman	0	ST8
S__TARA_SOC_NCLDV_00026	S__GCA_008974855.1	5	0.215097151485686	0.215097151485686	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_016276965.1	S__GCA_004195625.1	5	0.0452874005322315	0.0452874005322315	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_905182815.1	S__GCA_004195625.1	5	0.0767493729255456	0.0767493729255456	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_016276965.1	S__3300024516_38	5	0.026793137267288	0.026793137267288	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_013390475.1	S__3300024516_38	5	0.0540761840979453	0.0540761840979453	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_008974855.1	S__GCA_013911135.1	5	0.277564456241975	0.277564456241975	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_016838845.1	S__3300024058_12	5	0.0578656018717771	0.0578656018717771	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_004195625.1	S__3300027847_80	5	0.0818070824427734	0.0818070824427734	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_008974855.1	S__GCA_011055585.1	5	0.111459074161377	0.111459074161377	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_004195625.1	S__GCA_001437625.1	5	0.0439758049375644	0.0439758049375644	mi_aracne	mi_aracne	spearman	0	ST8
S__GCF_012276695.1	S__3300020263_16	5	0.183477655736401	0.183477655736401	mi_aracne	mi_aracne	spearman	0	ST8
S__IMGVR_UViG_3300027687_000007	S__3300020263_16	5	0.0954716680213508	0.0954716680213508	mi_aracne	mi_aracne	spearman	0	ST8
S__3300020263_16	S__GCA_905181595.1	5	0.40161677714709	0.40161677714709	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_905182865.1	S__GCA_002499015.1	5	0.254439665489509	0.254439665489509	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_002499015.1	S__GCA_905182235.1	5	0.367494522529867	0.367494522529867	mi_aracne	mi_aracne	spearman	0	ST8
S__3300024516_38	S__3300026253_28	5	0.125285286128762	0.125285286128762	mi_aracne	mi_aracne	spearman	0	ST8
S__TARA_SOC_NCLDV_00026	S__GCA_003672175.1	5	0.333931494736078	0.333931494736078	mi_aracne	mi_aracne	spearman	0	ST8
S__3300020263_16	S__GCA_012960805.1	5	0.284080051987	0.284080051987	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_011055585.1	S__IMGVR_UViG_3300020166_000015	5	0.149547120495833	0.149547120495833	mi_aracne	mi_aracne	spearman	0	ST8
S__IMGVR_UViG_3300027687_000007	S__IMGVR_UViG_3300020166_000015	5	0.231274319668456	0.231274319668456	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_905612455.1	S__IMGVR_UViG_3300025637_000035	5	0.0412005011542691	0.0412005011542691	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_017854145.1	S__GCA_014384505.1	5	0.182607796475829	0.182607796475829	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_016777225.1	S__GCA_905478185.1	5	1.12943335409734	1.12943335409734	mi_aracne	mi_aracne	spearman	0	ST8
S__TARA_ARC_NCLDV_00188	S__GCA_905182435.1	5	0.577382301517716	0.577382301517716	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_003672175.1	S__GCA_905182435.1	5	0.715445005882701	0.715445005882701	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_905182435.1	S__TARA_ARC_NCLDV_00036	5	0.9715435141778	0.9715435141778	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_001437625.1	S__GCA_905182885.1	5	0.325080160854165	0.325080160854165	mi_aracne	mi_aracne	spearman	0	ST8
S__3300027687_20	S__GCA_905182885.1	5	0.359918109382583	0.359918109382583	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_002499015.1	S__GCA_905182885.1	5	0.33929407368015	0.33929407368015	mi_aracne	mi_aracne	spearman	0	ST8
S__TARA_ARC_108_MAG_00021	S__GCA_905182885.1	5	0.410112538439063	0.410112538439063	mi_aracne	mi_aracne	spearman	0	ST8
