from	to	threshold	signed_weight	weight	abs_weight	method	method_suffix	threshold_value	core
S__3300024058_12	S__GCA_012974305.1	5	0.601673164100044	0.601673164100044	0.601673164100044	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
S__3300024058_12	S__GCA_001643535.1	5	0.561869686684715	0.561869686684715	0.561869686684715	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
S__GCA_012974305.1	S__GCA_001643535.1	5	0.597097421130926	0.597097421130926	0.597097421130926	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
S__3300024516_38	S__GCA_008974855.1	5	0.66005564944169	0.66005564944169	0.66005564944169	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
S__GCA_016838795.1	S__GCA_013390475.1	5	0.620649379579542	0.620649379579542	0.620649379579542	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
S__3300024516_38	S__GCA_013390475.1	5	0.682314890361208	0.682314890361208	0.682314890361208	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
S__GCA_008974855.1	S__GCA_013390475.1	5	0.613550382467733	0.613550382467733	0.613550382467733	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
S__GCA_001543015.1	S__TARA_SOC_NCLDV_00026	5	0.599855209267702	0.599855209267702	0.599855209267702	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
S__TARA_SOC_NCLDV_00026	S__GCA_905612295.1	5	0.678751091281551	0.678751091281551	0.678751091281551	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
S__GCA_013390475.1	S__GCA_016838825.1	5	0.589436574479337	0.589436574479337	0.589436574479337	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
S__GCA_001543015.1	S__GCA_013911135.1	5	0.831852244339922	0.831852244339922	0.831852244339922	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
S__3300024516_38	S__GCA_016276965.1	5	0.592488858441933	0.592488858441933	0.592488858441933	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
S__GCA_016838825.1	S__GCA_016276965.1	5	0.721340933086361	0.721340933086361	0.721340933086361	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
S__3300024516_38	S__3300024431_33	5	0.668780924654514	0.668780924654514	0.668780924654514	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
S__3300026264_34	S__GCA_013215285.1	5	0.616265567958782	0.616265567958782	0.616265567958782	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
S__GCA_001543015.1	S__GCA_013215285.1	5	0.584096544674221	0.584096544674221	0.584096544674221	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
S__TARA_SOC_NCLDV_00026	S__GCA_013215285.1	5	0.558336909551549	0.558336909551549	0.558336909551549	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
S__3300026264_34	S__GCA_011055585.1	5	0.555605061828661	0.555605061828661	0.555605061828661	pearson_abs_threshold	pearson	0.55	GeoB25202_R1
