from	to	threshold	weight	abs_weight	method	method_suffix	estimator	aracne_eps	core
S__3300024058_12	S__GCA_012974305.1	5	0.253640807665631	0.253640807665631	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_016838795.1	S__GCA_013390475.1	5	0.269090189255755	0.269090189255755	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__3300024516_38	S__GCA_013390475.1	5	0.24937533608208	0.24937533608208	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_008974855.1	S__GCA_013390475.1	5	0.186756812591868	0.186756812591868	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__3300024516_38	S__TARA_SOC_NCLDV_00026	5	0.11758307564572	0.11758307564572	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_016838795.1	S__GCA_905612295.1	5	0.354753216707822	0.354753216707822	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__TARA_SOC_NCLDV_00026	S__GCA_905612295.1	5	0.220591815306159	0.220591815306159	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_012974305.1	S__GCA_016838825.1	5	0.0866891570076372	0.0866891570076372	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_001543015.1	S__GCA_013911135.1	5	0.369951955300007	0.369951955300007	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__3300024516_38	S__GCA_016276965.1	5	0.0995845476829088	0.0995845476829088	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_016838825.1	S__GCA_016276965.1	5	0.225720125331604	0.225720125331604	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_012974305.1	S__3300024431_33	5	0.258699309487828	0.258699309487828	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_001643535.1	S__3300024431_33	5	0.179117642637209	0.179117642637209	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
