from	to	threshold	weight	abs_weight	method	method_suffix	estimator	aracne_eps	core
S__GCA_012974305.1	S__GCA_001643535.1	5	0.437887528227077	0.437887528227077	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300024058_12	S__GCA_001643535.1	5	0.464188394256222	0.464188394256222	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_012974305.1	S__GCA_013215285.1	5	0.128558642371022	0.128558642371022	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_001543015.1	S__GCA_013215285.1	5	0.102222236940863	0.102222236940863	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300024516_38	S__GCA_004376075.1	5	0.1957986081659	0.1957986081659	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_001543015.1	S__GCA_016838825.1	5	0.0611276125734059	0.0611276125734059	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300024516_38	S__GCA_013390475.1	5	0.414660387930353	0.414660387930353	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300024516_38	S__GCA_016276965.1	5	0.205711082652839	0.205711082652839	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300024058_12	S__GCA_016838795.1	5	0.109275282473685	0.109275282473685	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_016838825.1	S__GCA_905612295.1	5	0.188775768708716	0.188775768708716	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_013390475.1	S__GCA_905612295.1	5	0.400389258578528	0.400389258578528	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__TARA_SOC_NCLDV_00026	S__GCA_905612295.1	5	0.583820437539273	0.583820437539273	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_004376075.1	S__3300024353_52	5	0.701670300697212	0.701670300697212	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_013390475.1	S__GCA_008974855.1	5	0.323227226283982	0.323227226283982	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_013911135.1	S__GCA_008974855.1	5	0.201036027231381	0.201036027231381	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300024431_33	S__3300024516_13	5	0.157629420111008	0.157629420111008	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300024058_12	S__3300026253_28	5	0.238732145151369	0.238732145151369	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300024431_33	S__3300026253_28	5	0.63861756600682	0.63861756600682	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_012974305.1	S__3300020300_16	5	0.101009569360009	0.101009569360009	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300020300_16	S__GCA_016777225.1	5	0.252033723343652	0.252033723343652	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300024431_33	S__IMGVR_UViG_3300027780_000015	5	0.11932424452619	0.11932424452619	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__IMGVR_UViG_3300027780_000015	S__GCA_905612455.1	5	0.319200076519387	0.319200076519387	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_004376075.1	S__3300020263_16	5	0.0746057093975972	0.0746057093975972	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300024516_13	S__3300020263_16	5	0.118426612576789	0.118426612576789	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300020300_16	S__IMGVR_UViG_3300027813_000042	5	0.852778943744867	0.852778943744867	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_016838795.1	S__GCA_905182815.1	5	0.229714367569493	0.229714367569493	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_905612295.1	S__GCA_905182815.1	5	0.260161125426083	0.260161125426083	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_016838825.1	S__3300006311_3	5	0.200375249857816	0.200375249857816	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300024058_12	S__GCA_001542995.1	5	0.14384103622589	0.14384103622589	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_905612275.1	S__GCA_001542995.1	5	0.324241931658334	0.324241931658334	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300020263_16	S__GCA_001542995.1	5	0.188147365404192	0.188147365404192	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_013911135.1	S__GCA_011055585.1	5	0.258517103151143	0.258517103151143	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_905612275.1	S__GCA_002317795.1	5	0.305492459136128	0.305492459136128	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300020263_16	S__GCF_012276695.1	5	0.52121889533365	0.52121889533365	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_905182815.1	S__GCF_012276695.1	5	0.299795546707101	0.299795546707101	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__TARA_SOC_NCLDV_00026	S__IMGVR_UViG_3300027687_000007	5	0.159833742585769	0.159833742585769	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__GCA_905182815.1	S__IMGVR_UViG_3300027687_000007	5	0.339855026909212	0.339855026909212	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300024516_13	S__3300024058_22	5	0.563799086109339	0.563799086109339	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300006311_3	S__3300024058_22	5	3.2386785261289	3.2386785261289	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
S__3300006311_3	S__GCA_001510275.1	5	0.336672276631883	0.336672276631883	mi_aracne	mi_aracne	spearman	0	GeoB25202_R2
