from	to	signed_weight	weight	abs_weight	method	core
S__GCA_001795235.1	S__3300024431_27	0.595213675213675	0.595213675213675	0.595213675213675	spearman_abs_threshold	GeoB25202_R1
S__3300024060_27	S__3300024431_27	0.650598290598291	0.650598290598291	0.650598290598291	spearman_abs_threshold	GeoB25202_R1
S__3300024516_14	S__3300024431_27	0.634871794871795	0.634871794871795	0.634871794871795	spearman_abs_threshold	GeoB25202_R1
S__3300004632_4	S__3300024431_27	0.688205128205128	0.688205128205128	0.688205128205128	spearman_abs_threshold	GeoB25202_R1
S__GCA_016869675.1	S__3300024431_27	0.862564102564102	0.862564102564102	0.862564102564102	spearman_abs_threshold	GeoB25202_R1
S__3300017441_13	S__3300024431_27	0.681367521367521	0.681367521367521	0.681367521367521	spearman_abs_threshold	GeoB25202_R1
S__GCA_016202695.1	S__3300024431_27	0.589059829059829	0.589059829059829	0.589059829059829	spearman_abs_threshold	GeoB25202_R1
S__GCA_013349685.1	S__3300024431_27	0.684786324786325	0.684786324786325	0.684786324786325	spearman_abs_threshold	GeoB25202_R1
S__GCA_003644175.1	S__3300024431_27	0.648547008547008	0.648547008547008	0.648547008547008	spearman_abs_threshold	GeoB25202_R1
S__GCA_002726085.1	S__3300024431_27	0.591794871794872	0.591794871794872	0.591794871794872	spearman_abs_threshold	GeoB25202_R1
S__GCA_013003675.1	S__3300024431_27	0.723760683760684	0.723760683760684	0.723760683760684	spearman_abs_threshold	GeoB25202_R1
S__3300024058_12	S__GCA_009885795.1	0.597264957264957	0.597264957264957	0.597264957264957	spearman_abs_threshold	GeoB25202_R1
S__GCA_012974305.1	S__GCA_009885795.1	0.847521367521367	0.847521367521367	0.847521367521367	spearman_abs_threshold	GeoB25202_R1
S__GCA_017368835.1	S__GCA_009885795.1	0.581538461538462	0.581538461538462	0.581538461538462	spearman_abs_threshold	GeoB25202_R1
S__GCA_001795235.1	S__GCA_009885795.1	0.571965811965812	0.571965811965812	0.571965811965812	spearman_abs_threshold	GeoB25202_R1
S__3300024060_27	S__GCA_009885795.1	0.688205128205128	0.688205128205128	0.688205128205128	spearman_abs_threshold	GeoB25202_R1
S__3300024516_14	S__GCA_009885795.1	0.683418803418803	0.683418803418803	0.683418803418803	spearman_abs_threshold	GeoB25202_R1
S__3300004632_4	S__GCA_009885795.1	0.667008547008547	0.667008547008547	0.667008547008547	spearman_abs_threshold	GeoB25202_R1
S__GCA_016869675.1	S__GCA_009885795.1	0.877606837606838	0.877606837606838	0.877606837606838	spearman_abs_threshold	GeoB25202_R1
S__3300017441_13	S__GCA_009885795.1	0.686153846153846	0.686153846153846	0.686153846153846	spearman_abs_threshold	GeoB25202_R1
S__GCA_016202695.1	S__GCA_009885795.1	0.635555555555555	0.635555555555555	0.635555555555555	spearman_abs_threshold	GeoB25202_R1
