from	to	signed_weight	weight	abs_weight	method	core
S__3300024058_12	S__GCA_012974305.1	0.650769230769231	0.650769230769231	0.650769230769231	spearman_abs_threshold	GeoB25202_R2
S__3300024058_12	S__3300024060_27	0.635384615384615	0.635384615384615	0.635384615384615	spearman_abs_threshold	GeoB25202_R2
S__GCA_012974305.1	S__3300024060_27	0.834615384615385	0.834615384615385	0.834615384615385	spearman_abs_threshold	GeoB25202_R2
S__3300024058_12	S__GCA_017368835.1	0.597692307692308	0.597692307692308	0.597692307692308	spearman_abs_threshold	GeoB25202_R2
S__3300024060_27	S__GCA_017368835.1	0.597692307692308	0.597692307692308	0.597692307692308	spearman_abs_threshold	GeoB25202_R2
S__3300024058_12	S__GCA_001643535.1	0.742307692307692	0.742307692307692	0.742307692307692	spearman_abs_threshold	GeoB25202_R2
S__GCA_012974305.1	S__GCA_001643535.1	0.598461538461539	0.598461538461539	0.598461538461539	spearman_abs_threshold	GeoB25202_R2
S__3300024060_27	S__GCA_001643535.1	0.593076923076923	0.593076923076923	0.593076923076923	spearman_abs_threshold	GeoB25202_R2
S__GCA_017368835.1	S__GCA_001643535.1	0.646923076923077	0.646923076923077	0.646923076923077	spearman_abs_threshold	GeoB25202_R2
S__3300024058_12	S__3300024516_14	0.875384615384616	0.875384615384616	0.875384615384616	spearman_abs_threshold	GeoB25202_R2
S__GCA_012974305.1	S__3300024516_14	0.783846153846154	0.783846153846154	0.783846153846154	spearman_abs_threshold	GeoB25202_R2
S__3300024060_27	S__3300024516_14	0.779230769230769	0.779230769230769	0.779230769230769	spearman_abs_threshold	GeoB25202_R2
S__GCA_017368835.1	S__3300024516_14	0.574615384615385	0.574615384615385	0.574615384615385	spearman_abs_threshold	GeoB25202_R2
S__GCA_001643535.1	S__3300024516_14	0.588461538461539	0.588461538461539	0.588461538461539	spearman_abs_threshold	GeoB25202_R2
S__GCA_012974305.1	S__GCA_001795235.1	0.606153846153846	0.606153846153846	0.606153846153846	spearman_abs_threshold	GeoB25202_R2
S__3300024060_27	S__GCA_001795235.1	0.609230769230769	0.609230769230769	0.609230769230769	spearman_abs_threshold	GeoB25202_R2
S__GCA_017368835.1	S__GCA_001795235.1	0.568461538461539	0.568461538461539	0.568461538461539	spearman_abs_threshold	GeoB25202_R2
S__GCA_001643535.1	S__GCA_001795235.1	0.603076923076923	0.603076923076923	0.603076923076923	spearman_abs_threshold	GeoB25202_R2
S__3300024516_14	S__GCA_001795235.1	0.604615384615385	0.604615384615385	0.604615384615385	spearman_abs_threshold	GeoB25202_R2
S__3300024058_12	S__GCA_003228685.1	0.565384615384615	0.565384615384615	0.565384615384615	spearman_abs_threshold	GeoB25202_R2
S__GCA_017368835.1	S__GCA_003228685.1	0.561538461538462	0.561538461538462	0.561538461538462	spearman_abs_threshold	GeoB25202_R2
S__GCA_001643535.1	S__GCA_003228685.1	0.619230769230769	0.619230769230769	0.619230769230769	spearman_abs_threshold	GeoB25202_R2
S__3300024060_27	S__3300026119_12	0.635384615384615	0.635384615384615	0.635384615384615	spearman_abs_threshold	GeoB25202_R2
S__3300024058_12	S__3300020364_17	0.585384615384615	0.585384615384615	0.585384615384615	spearman_abs_threshold	GeoB25202_R2
S__GCA_012974305.1	S__3300020364_17	0.596153846153846	0.596153846153846	0.596153846153846	spearman_abs_threshold	GeoB25202_R2
S__GCA_001643535.1	S__3300020364_17	0.593076923076923	0.593076923076923	0.593076923076923	spearman_abs_threshold	GeoB25202_R2
S__GCA_003228685.1	S__3300020364_17	0.662307692307692	0.662307692307692	0.662307692307692	spearman_abs_threshold	GeoB25202_R2
S__GCA_017368835.1	S__GCA_018263435.1	0.68	0.68	0.68	spearman_abs_threshold	GeoB25202_R2
S__3300024058_12	S__GCA_013349685.1	0.603076923076923	0.603076923076923	0.603076923076923	spearman_abs_threshold	GeoB25202_R2
S__GCA_012974305.1	S__GCA_013349685.1	0.606923076923077	0.606923076923077	0.606923076923077	spearman_abs_threshold	GeoB25202_R2
S__3300024060_27	S__GCA_013349685.1	0.651538461538462	0.651538461538462	0.651538461538462	spearman_abs_threshold	GeoB25202_R2
S__GCA_017368835.1	S__GCA_013349685.1	0.89	0.89	0.89	spearman_abs_threshold	GeoB25202_R2
S__GCA_001643535.1	S__GCA_013349685.1	0.646153846153846	0.646153846153846	0.646153846153846	spearman_abs_threshold	GeoB25202_R2
S__3300024516_14	S__GCA_013349685.1	0.627692307692308	0.627692307692308	0.627692307692308	spearman_abs_threshold	GeoB25202_R2
S__GCA_001795235.1	S__GCA_013349685.1	0.684615384615385	0.684615384615385	0.684615384615385	spearman_abs_threshold	GeoB25202_R2
S__GCA_018263435.1	S__GCA_013349685.1	0.616153846153846	0.616153846153846	0.616153846153846	spearman_abs_threshold	GeoB25202_R2
S__GCA_012974305.1	S__GCA_016869675.1	0.629230769230769	0.629230769230769	0.629230769230769	spearman_abs_threshold	GeoB25202_R2
S__3300024060_27	S__GCA_016869675.1	0.593076923076923	0.593076923076923	0.593076923076923	spearman_abs_threshold	GeoB25202_R2
S__GCA_017368835.1	S__GCA_016869675.1	0.582307692307692	0.582307692307692	0.582307692307692	spearman_abs_threshold	GeoB25202_R2
S__GCA_001643535.1	S__GCA_016869675.1	0.604615384615385	0.604615384615385	0.604615384615385	spearman_abs_threshold	GeoB25202_R2
S__3300024516_14	S__GCA_016869675.1	0.566153846153846	0.566153846153846	0.566153846153846	spearman_abs_threshold	GeoB25202_R2
