from	to	signed_weight	weight	abs_weight	method	core
S__GCF_000347635.1	S__GCF_000315075.1	-0.614850195397308	0.614850195397308	0.614850195397308	spearman_abs_threshold	ST13
S__GCA_017368835.1	S__GCA_001795235.1	0.661962657403387	0.661962657403387	0.661962657403387	spearman_abs_threshold	ST13
S__GCA_001643535.1	S__GCA_001795235.1	0.643074250976987	0.643074250976987	0.643074250976987	spearman_abs_threshold	ST13
S__GCA_004357475.1	S__GCA_001795235.1	0.57783326096396	0.57783326096396	0.57783326096396	spearman_abs_threshold	ST13
S__GCA_905479565.1	S__GCA_001795235.1	0.724164133738602	0.724164133738602	0.724164133738602	spearman_abs_threshold	ST13
S__GCA_017368835.1	S__GCA_001510275.1	0.689535388623535	0.689535388623535	0.689535388623535	spearman_abs_threshold	ST13
S__GCA_015222795.1	S__GCA_001510275.1	0.561550151975684	0.561550151975684	0.561550151975684	spearman_abs_threshold	ST13
S__GCA_001643535.1	S__GCA_002726085.1	0.55308293530178	0.55308293530178	0.55308293530178	spearman_abs_threshold	ST13
S__GCA_001795235.1	S__GCA_002726085.1	0.60670864090317	0.60670864090317	0.60670864090317	spearman_abs_threshold	ST13
S__GCA_004357475.1	S__GCA_003228685.1	0.580438558402084	0.580438558402084	0.580438558402084	spearman_abs_threshold	ST13
S__GCA_001795235.1	S__GCA_003228685.1	0.603343465045593	0.603343465045593	0.603343465045593	spearman_abs_threshold	ST13
S__GCA_002726085.1	S__GCA_002503285.1	0.554277029960921	0.554277029960921	0.554277029960921	spearman_abs_threshold	ST13
S__GCA_003331785.1	S__GCA_905182465.1	0.715914025184542	0.715914025184542	0.715914025184542	spearman_abs_threshold	ST13
S__GCA_012960305.1	S__GCA_015659905.1	-0.731328701693443	0.731328701693443	0.731328701693443	spearman_abs_threshold	ST13
S__GCA_013215295.1	S__TARA_SOC_28_MAG_00043	0.572188449848024	0.572188449848024	0.572188449848024	spearman_abs_threshold	ST13
S__GCA_001510275.1	S__TARA_SOC_28_MAG_00043	0.575227963525836	0.575227963525836	0.575227963525836	spearman_abs_threshold	ST13
S__GCA_017368835.1	S__GCA_002816585.1	0.559270516717325	0.559270516717325	0.559270516717325	spearman_abs_threshold	ST13
S__GCA_004357475.1	S__GCA_002816585.1	0.577399044724273	0.577399044724273	0.577399044724273	spearman_abs_threshold	ST13
S__GCA_001795235.1	S__GCA_002816585.1	0.722752930959618	0.722752930959618	0.722752930959618	spearman_abs_threshold	ST13
S__GCA_003228685.1	S__GCA_002816585.1	0.65273556231003	0.65273556231003	0.65273556231003	spearman_abs_threshold	ST13
S__IMGVR_UViG_GVMAG-M-3300025652-16_000001	S__Schulz_GVMAG_M_3300025652_16	-0.694963091619627	0.694963091619627	0.694963091619627	spearman_abs_threshold	ST13
S__GCA_017368835.1	S__3300024060_27	0.817520625271385	0.817520625271385	0.817520625271385	spearman_abs_threshold	ST13
S__GCA_001643535.1	S__3300024060_27	0.559487624837169	0.559487624837169	0.559487624837169	spearman_abs_threshold	ST13
S__GCA_001795235.1	S__3300024060_27	0.680091185410334	0.680091185410334	0.680091185410334	spearman_abs_threshold	ST13
S__GCA_004357475.1	S__GCA_004356735.1	0.55720798957881	0.55720798957881	0.55720798957881	spearman_abs_threshold	ST13
