from	to	weight	abs_weight	method	estimator	aracne_eps	core
S__GCA_008975185.1	S__3300027622_6	0.0677526342451898	0.0677526342451898	mi_aracne	spearman	0	ST8
S__GCA_905182765.1	S__3300027788_48	0.139841473676912	0.139841473676912	mi_aracne	spearman	0	ST8
S__3300020300_16	S__TARA_ARC_108_MAG_00011	0.150048187375318	0.150048187375318	mi_aracne	spearman	0	ST8
S__TARA_ARC_108_MAG_00026	S__TARA_ARC_108_MAG_00037	0.912690600132452	0.912690600132452	mi_aracne	spearman	0	ST8
S__TARA_ARC_108_MAG_00043	S__TARA_ARC_108_MAG_00037	1.12944911491261	1.12944911491261	mi_aracne	spearman	0	ST8
S__GCA_009886055.1	S__3300011992_7	0.289888947836564	0.289888947836564	mi_aracne	spearman	0	ST8
S__GCA_003644175.1	S__GCA_905479165.1	0.0801164309365789	0.0801164309365789	mi_aracne	spearman	0	ST8
S__3300020396_14	S__GCA_905479165.1	0.264950753805141	0.264950753805141	mi_aracne	spearman	0	ST8
S__GCA_011053245.1	S__GCA_002685655.1	0.171579401767443	0.171579401767443	mi_aracne	spearman	0	ST8
S__GCA_002726245.1	S__GCA_002685655.1	0.133372305938537	0.133372305938537	mi_aracne	spearman	0	ST8
S__GCA_002331465.1	S__3300024060_20	0.0432457063178224	0.0432457063178224	mi_aracne	spearman	0	ST8
S__3300028197_7	S__3300028197_10	0.602274232388662	0.602274232388662	mi_aracne	spearman	0	ST8
S__GCA_016777365.1	S__GCA_004212795.1	0.758621803906512	0.758621803906512	mi_aracne	spearman	0	ST8
S__GCA_905181685.1	S__GCA_004212795.1	0.731356063178034	0.731356063178034	mi_aracne	spearman	0	ST8
S__3300028197_10	S__GCA_004212795.1	0.60949414675331	0.60949414675331	mi_aracne	spearman	0	ST8
S__3300027685_7	S__GCA_001940725.1	0.10754378076537	0.10754378076537	mi_aracne	spearman	0	ST8
S__3300011992_7	S__GCA_001940725.1	0.0486991485591264	0.0486991485591264	mi_aracne	spearman	0	ST8
S__TARA_ARC_108_MAG_00181	S__GCA_018830725.1	0.212289741144859	0.212289741144859	mi_aracne	spearman	0	ST8
S__GCA_015492195.1	S__GCA_018830725.1	0.17250435166755	0.17250435166755	mi_aracne	spearman	0	ST8
S__GCA_004357655.1	S__GCA_018830725.1	0.112512308792887	0.112512308792887	mi_aracne	spearman	0	ST8
S__GCA_001940725.1	S__GCA_018830725.1	0.281628098414455	0.281628098414455	mi_aracne	spearman	0	ST8
S__GCF_000170755.1	S__3300028418_7	0.615294119315757	0.615294119315757	mi_aracne	spearman	0	ST8
S__GCA_905181585.1	S__GCA_905181655.1	0.576995935459428	0.576995935459428	mi_aracne	spearman	0	ST8
S__3300026087_6	S__GCA_905181655.1	0.108238259923826	0.108238259923826	mi_aracne	spearman	0	ST8
S__GCA_002312935.1	S__GCA_000981725.1	0.109361708037502	0.109361708037502	mi_aracne	spearman	0	ST8
S__3300024060_20	S__GCA_000981725.1	0.0662604697988938	0.0662604697988938	mi_aracne	spearman	0	ST8
S__3300020444_12	S__GCA_018646525.1	0.0450141925940256	0.0450141925940256	mi_aracne	spearman	0	ST8
