epoch	train_loss	heldout_auc	heldout_ap
1	20.663766860961914	0.6719067585818558	0.6480683193028851
2	7.393549919128418	0.6329288969753933	0.6116568962152595
3	3.028066396713257	0.6302732899795086	0.6101561789379767
4	5.1048903465271	0.6337499576622805	0.6182764915176598
5	3.3961784839630127	0.6453039054429373	0.6326167266975614
