site_from	site_to	threshold	method	weight	edge_jaccard	spectral_similarity	edge_type
GeoB25202_R1	GeoB25202_R2	5	pearson	0.620694015713641	0.370917522358397	0.870470509068885	site_similarity
GeoB25202_R1	ST13	5	pearson	0.249276617991211	0.0960902861749295	0.402462949807493	site_similarity
GeoB25202_R1	ST8	5	pearson	0.207241919156	0.0705516313488059	0.343932206963195	site_similarity
GeoB25202_R2	ST13	5	pearson	0.244171688782205	0.0919143665958953	0.396429010968515	site_similarity
GeoB25202_R2	ST8	5	pearson	0.203899394177959	0.0681247091670544	0.339674079188864	site_similarity
ST13	ST8	5	pearson	0.369289977036273	0.130614352090862	0.607965601981684	site_similarity
