taxon	threshold	method	module_kmeans	embedding_1	embedding_2	pca_1	pca_2	module_entropy_proxy	module_count	silhouette
S__3300001683_28	prev_5	pearson	M2	0.057967603	0.41509545	-1.8009834	1.321782	0.0	2	0.6194827556610107
S__3300006311_3	prev_5	pearson	M2	-0.28855124	0.66691417	-3.6752546	-0.03285809	0.0	2	0.6194827556610107
S__3300020187_18	prev_5	pearson	M2	-0.046351045	0.22510476	-1.5604986	1.674891	0.0	2	0.6194827556610107
S__3300020263_16	prev_5	pearson	M1	-0.27565467	-0.12140834	1.8329812	0.63049155	0.0	2	0.6194827556610107
S__3300020300_16	prev_5	pearson	M2	-0.20687628	0.2932225	-2.689891	0.87937295	0.0	2	0.6194827556610107
S__3300020303_2	prev_5	pearson	M1	0.054283954	-0.58299726	2.7897663	0.7605428	0.0	2	0.6194827556610107
S__3300020317_19	prev_5	pearson	M1	0.37423974	-0.35588586	2.360811	-0.34341523	0.0	2	0.6194827556610107
S__3300020330_9	prev_5	pearson	M2	-0.32578003	0.6250611	-3.6307428	-0.46648306	0.0	2	0.6194827556610107
S__3300020364_17	prev_5	pearson	M2	-0.41085905	0.09381301	-2.2437696	0.8661047	0.0	2	0.6194827556610107
S__3300020389_47	prev_5	pearson	M1	0.23890533	-0.43572485	2.5687027	0.09451857	0.0	2	0.6194827556610107
S__3300020444_12	prev_5	pearson	M1	0.12916972	-0.37121966	2.4450166	0.61341625	0.0	2	0.6194827556610107
S__3300024058_12	prev_5	pearson	M2	-0.0336169	0.7356026	-2.8094864	0.93590146	0.0	2	0.6194827556610107
S__3300024058_15	prev_5	pearson	M2	-0.2944772	0.4769621	-2.8072734	0.035741128	0.0	2	0.6194827556610107
S__3300024058_22	prev_5	pearson	M1	-0.23692858	-0.24845761	2.6566074	0.41585228	0.0	2	0.6194827556610107
S__3300024060_27	prev_5	pearson	M2	-0.3871724	0.7802688	-3.627452	-0.009287064	0.0	2	0.6194827556610107
S__3300024353_106	prev_5	pearson	M2	-0.15023428	0.5221528	-3.2529154	-0.41792062	0.0	2	0.6194827556610107
S__3300024353_52	prev_5	pearson	M2	-0.3180914	0.082196206	-2.2558117	1.0252808	0.0	2	0.6194827556610107
S__3300024429_35	prev_5	pearson	M1	-0.47196493	-0.74226034	1.8125827	2.189901	0.0	2	0.6194827556610107
S__3300024431_33	prev_5	pearson	M1	-0.34846264	-0.38467968	3.15802	0.40481552	0.0	2	0.6194827556610107
S__3300024431_52	prev_5	pearson	M1	-0.24752071	-0.5144725	2.0436928	1.944622	0.0	2	0.6194827556610107
S__3300024516_13	prev_5	pearson	M2	-0.042305112	0.3948742	-2.8083193	0.89085567	0.0	2	0.6194827556610107
S__3300024516_18	prev_5	pearson	M2	-0.11591151	0.43555698	-2.9522748	0.03890905	0.0	2	0.6194827556610107
S__3300024516_26	prev_5	pearson	M2	-0.20073706	0.27284735	-2.7183115	-0.11748765	0.0	2	0.6194827556610107
S__3300024516_38	prev_5	pearson	M1	-0.34425873	-0.4285108	3.2698352	0.44595498	0.0	2	0.6194827556610107
S__3300025232_4	prev_5	pearson	M2	-0.001879394	0.3837878	-2.5717924	0.4131803	0.0	2	0.6194827556610107
S__3300025243_6	prev_5	pearson	M2	-0.0133183	0.27100343	-2.3722885	-0.026441794	0.0	2	0.6194827556610107
S__3300025276_12	prev_5	pearson	M1	-0.19134581	-0.5263177	1.7736483	1.7870535	0.0	2	0.6194827556610107
S__3300025690_38	prev_5	pearson	M2	-0.021655142	0.4340671	-2.5361183	0.05828364	0.0	2	0.6194827556610107
S__3300025894_53	prev_5	pearson	M1	-0.25961336	-0.491103	1.9997973	1.9047087	0.0	2	0.6194827556610107
S__3300026080_15	prev_5	pearson	M1	-0.1430133	-0.5774299	2.626454	1.5388	0.0	2	0.6194827556610107
S__3300026087_14	prev_5	pearson	M2	-0.0052387416	0.38588235	-1.836257	1.097769	0.0	2	0.6194827556610107
S__3300026119_12	prev_5	pearson	M2	-0.35508072	0.6599405	-3.2991712	0.09481038	0.0	2	0.6194827556610107
S__3300026253_28	prev_5	pearson	M2	-0.25000176	0.5953173	-3.881866	-0.13391325	0.0	2	0.6194827556610107
S__3300026253_8	prev_5	pearson	M1	-0.26815647	-0.54282236	1.9301552	1.960136	0.0	2	0.6194827556610107
S__3300026264_29	prev_5	pearson	M2	0.22548854	0.057946533	-1.959066	-0.046914086	0.0	2	0.6194827556610107
S__3300026264_34	prev_5	pearson	M1	-0.3425649	-0.60064405	3.433646	0.6117338	0.0	2	0.6194827556610107
S__3300027668_18	prev_5	pearson	M2	-0.2666535	0.29937515	-2.9385974	-0.392326	0.0	2	0.6194827556610107
S__3300027685_58	prev_5	pearson	M1	0.23018247	-0.80422586	2.5100212	-1.003762	0.0	2	0.6194827556610107
S__3300027687_20	prev_5	pearson	M2	-0.15448993	0.58349144	-3.1271749	0.5500045	0.0	2	0.6194827556610107
S__3300027752_17	prev_5	pearson	M2	-0.1701549	0.6553043	-2.6650534	1.3635316	0.0	2	0.6194827556610107
S__3300027771_26	prev_5	pearson	M2	-0.29129437	0.6391976	-3.446897	-0.40543267	0.0	2	0.6194827556610107
S__3300027779_22	prev_5	pearson	M2	0.09579274	0.4310071	-2.0019038	1.2203487	0.0	2	0.6194827556610107
S__3300027779_26	prev_5	pearson	M1	0.054081537	-0.32527333	2.0553327	0.5038778	0.0	2	0.6194827556610107
S__3300027779_27	prev_5	pearson	M1	0.063953735	-0.40641314	1.8650994	0.6026513	0.0	2	0.6194827556610107
S__3300027791_27	prev_5	pearson	M2	0.05878988	0.43958086	-2.3040438	1.2462775	0.0	2	0.6194827556610107
S__3300027801_7	prev_5	pearson	M1	-0.24784186	-0.3919549	1.9969624	1.9081216	0.0	2	0.6194827556610107
S__3300027827_16	prev_5	pearson	M2	-0.24108964	0.27378765	-3.0386827	-0.2534677	0.0	2	0.6194827556610107
S__3300027844_72	prev_5	pearson	M1	0.086530045	-0.4003868	1.7653486	0.518362	0.0	2	0.6194827556610107
S__3300027844_79	prev_5	pearson	M2	-0.03177613	0.31872267	-2.0936615	0.43910027	0.0	2	0.6194827556610107
S__3300027847_80	prev_5	pearson	M2	-0.108043194	0.41225013	-3.822385	-0.47927958	0.0	2	0.6194827556610107
S__3300027883_17	prev_5	pearson	M1	-0.09582319	-0.28531015	1.9675877	1.4843105	0.0	2	0.6194827556610107
S__3300027997_10	prev_5	pearson	M2	-0.037652224	0.57208157	-2.9148324	0.5436721	0.0	2	0.6194827556610107
S__GCA_000213395.2	prev_5	pearson	M2	-0.12679493	0.49143037	-2.344524	0.48072258	0.0	2	0.6194827556610107
S__GCA_000383355.1	prev_5	pearson	M1	-0.22172005	-0.5804207	2.4810092	1.8047117	0.0	2	0.6194827556610107
S__GCA_000402075.1	prev_5	pearson	M2	-0.111762345	0.049249113	-1.9763281	0.011624782	0.0	2	0.6194827556610107
S__GCA_001437625.1	prev_5	pearson	M2	-0.21746442	0.38282323	-3.2087662	0.1197109	0.0	2	0.6194827556610107
S__GCA_001510275.1	prev_5	pearson	M2	0.16927548	0.64685374	-2.7775664	-0.1761148	0.0	2	0.6194827556610107
S__GCA_001542995.1	prev_5	pearson	M2	-0.2124925	0.66216785	-4.3935847	-1.0220526	0.0	2	0.6194827556610107
S__GCA_001543015.1	prev_5	pearson	M2	0.19075185	0.6145368	-3.3557012	0.48772234	0.0	2	0.6194827556610107
S__GCA_001643535.1	prev_5	pearson	M2	-0.072930545	0.93705285	-3.31011	0.24023005	0.0	2	0.6194827556610107
S__GCA_002082295.1	prev_5	pearson	M1	-0.27524382	-0.64014924	2.5195785	1.9882418	0.0	2	0.6194827556610107
S__GCA_002168195.1	prev_5	pearson	M1	-0.38601416	-1.0207174	2.9693718	1.738682	0.0	2	0.6194827556610107
S__GCA_002295725.1	prev_5	pearson	M2	-0.19448268	0.5120147	-2.8729742	0.22459589	0.0	2	0.6194827556610107
S__GCA_002313235.1	prev_5	pearson	M2	-0.2547302	0.5076132	-2.4785714	0.2815224	0.0	2	0.6194827556610107
S__GCA_002317795.1	prev_5	pearson	M2	0.016421199	0.9025793	-5.236424	-1.0828159	0.0	2	0.6194827556610107
S__GCA_002335045.1	prev_5	pearson	M2	-0.31740785	0.48778164	-2.196006	-0.0898995	0.0	2	0.6194827556610107
S__GCA_002457605.1	prev_5	pearson	M1	0.5017824	-0.74796474	2.4881783	-0.74960023	0.0	2	0.6194827556610107
S__GCA_002499015.1	prev_5	pearson	M2	-0.23018518	0.46565276	-3.2348948	0.21434322	0.0	2	0.6194827556610107
S__GCA_002499365.1	prev_5	pearson	M1	0.16083688	-1.1014884	3.3491423	0.53529626	0.0	2	0.6194827556610107
