from	to	threshold	method	weight	edge_jaccard	spectral_similarity
GeoB25202_R1	GeoB25202_R2	5	spearman	0.852049104226565	0.836137096140241	0.86796111231289
GeoB25202_R1	ST13	5	spearman	0.362256395385022	0.31693855022691	0.407574240543135
GeoB25202_R1	ST8	5	spearman	0.628579101218713	0.630828630828631	0.626329571608795
GeoB25202_R2	ST13	5	spearman	0.356794223500731	0.315709201830198	0.397879245171264
GeoB25202_R2	ST8	5	spearman	0.590602749134098	0.588361988933863	0.592843509334333
ST13	ST8	5	spearman	0.395646237468689	0.349291203283853	0.442001271653526
