label	core	flowcell	depth_in_core_cm	y_bp	library_concentration	temp	temp_method	mis	initial	avg_leng_initial	derep	avg_len_derep	sst	age_kyr	total_tax_abund_tad	detected_taxa_tad	total_n_reads	total_n_reads_tad	total_tax_abund_read	total_tax_abund_aln	threshold	sample	log_total_tax_abund_tad	log_total_n_reads	log_total_n_reads_tad
LV3003047124	ST8		474.2	74227	25.72	5.39955279167078	mgca_jonkers_2013	4.01184	56910985	56.2	4264279	59.8	8.74840765343023	74.227	8519	3	55128	11171	32988	34332	5	LV3003047124	3.9304395947667	4.7413801147644	4.04813092702897
LV7008886730	GeoB25202_R1		179.5	75351	65.59	7.8788526045	uk37_alkenone	3.98861	89081140	43.4	31762557	44.5	7.8788526045	75.351	273420	43	737863	366991	501982	525319	5	LV7008886730	5.43683186734181	5.86797632186041	5.56465659723922
LV7008886742	GeoB25202_R2		179.5	75351	108.77	7.8788526045	uk37_alkenone	3.98861	92781115	43.1	39562418	43.9	7.8788526045	75.351	362435	57	896520	465575	619042	646415	5	LV7008886742	5.55923132869806	5.95256046687902	5.66799058475135
LV3003047123	ST8		479.2	75589	0.85	5.27252073754074	mgca_jonkers_2013	4.01479	138968645	61.2	2680752	68.5	7.91867251010661	75.589	0	0	20720	0	12561	13130	5	LV3003047123	0	4.31641071072581	0
LV3003061485	ST13		174.8	75779.6	260.72	7.29350072787861	mgca_jonkers_2013	4.035756	104758234	70.5	60355839	72.6	7.95056189669746	75.7796	600010	105	1126274	705664	888388	906647	5	LV3003061485	5.77815921237616	6.05164444415719	5.84859857756759
LV3003047122	ST8		484.2	76951	31.46	5.14548868341069	mgca_jonkers_2013	4.07902	24623727	58.2	2750192	61.2	8.14654944891421	76.951	1925	1	33977	2762	20544	21256	5	LV3003047122	3.28465628278852	4.53119781201017	3.44138088491651
LV3003061474	ST13		179.8	77779.8	196.45	6.94491630967089	mgca_jonkers_2013	4.056606	61905276	70.5	36941813	72.6	8.28521641432076	77.7798	153030	33	457145	206498	302003	309938	5	LV3003061474	5.18477941621114	5.66005492406995	5.31491795286635
LV7008886706	GeoB25202_R1		185.5	79025.5	126.07	8.49363513875	uk37_alkenone	4.046175	120762355	45.3	44372285	46.5	8.49363513875	79.0255	243665	36	712078	355674	442176	467926	5	LV7008886706	5.38679493401638	5.85252817813239	5.55105334018265
LV7008886718	GeoB25202_R2		185.5	79025.5	84.54	8.49363513875	uk37_alkenone	4.046175	89422185	43.8	31128648	44.8	8.49363513875	79.0255	132358	20	478622	191198	293051	311079	5	LV7008886718	5.12175347731433	5.67999356459308	5.28148561651949
LV3003047093	ST8		494.2	79675	113.42	4.8914245751506	mgca_jonkers_2013	3.94875	32053168	64.3	15287314	67.4	8.33291896762292	79.675	63204	18	251748	72550	170910	175333	5	LV3003047093	4.80075143566399	5.40096775412002	4.86064340287284
LV3003047106	ST8		499.2	81063.75	62.43	5.17810449410702	mgca_jonkers_2013	3.818725	64245615	57.3	11079779	60.7	7.9892783476803	81.06375	17791	6	123777	25715	74244	76917	5	LV3003047106	4.25022476990196	5.09264346110053	4.41020341708945
LV7008886743	GeoB25202_R1		189.5	81670.5	85.87	7.83914049266667	uk37_alkenone	3.80659	54153294	42.7	24381951	43.7	7.83914049266667	81.6705	114931	16	394020	182279	235216	250636	5	LV7008886743	5.06044096418474	5.59551936888415	5.26073901991041
LV7008886755	GeoB25202_R2		189.5	81670.5	58.83	7.83914049266667	uk37_alkenone	3.80659	55364060	44.5	24465147	45.1	7.83914049266667	81.6705	133251	20	456080	204758	277910	293500	5	LV7008886755	5.12467373614098	5.65904198022815	5.31124299988025
LV3003061569	ST13		184.8	81694.6	141.44	6.59633189146317	mgca_jonkers_2013	3.806108	68025287	68.4	40574926	70.4	7.84255695133946	81.6946	212985	47	514888	256048	381376	389843	5	LV3003061569	5.32835105732338	5.71171361373376	5.40832308403556
LV3003047105	ST8		504.2	82452.5	68.23	5.46478441306344	mgca_jonkers_2013	3.813575	16496033	62.3	4172799	66.1	7.94999819731899	82.4525	5647	3	47209	10289	26543	29048	5	LV3003047105	3.75189468804375	4.67403400043126	4.01241537476243
LV3003047104	ST8		509.2	83841.25	1	5.75146433201987	mgca_jonkers_2013	3.8215875	113383177	60.2	4784193	65.9	8.14686985631632	83.84125	9393	3	70137	15217	41121	44034	5	LV3003047104	3.97285055584723	4.84595337772245	4.18235757976453
LV3003047101	ST8		514.2	85230	13.39	6.03814425097629	mgca_jonkers_2013	3.9753	127819917	64.4	11082300	71.1	8.34374151531365	85.23	24292	7	154152	31238	97246	101381	5	LV3003047101	4.38548115016924	5.18795198102988	4.49469712311074
LV3003047100	ST8		519.2	86611.75	84.21	6.32482416993271	mgca_jonkers_2013	4.13341	95184735	62.5	20731269	66.1	8.5396208419164	86.61175	37406	12	209927	43142	137692	142160	5	LV3003047100	4.572952879658	5.32207036823698	4.63491034100171
LV3003061556	ST13		189.8	86617.4	171.57	7.55543370271281	mgca_jonkers_2013	4.134088	66695607	68.8	34433301	71.6	8.5404217959206	86.6174	128346	25	361517	158307	253484	260983	5	LV3003061556	5.1083857218686	5.5581299257137	5.19950286222854
LV7008886719	GeoB25202_R1		195.5	87282.5	42.16	8.63470754958333	uk37_alkenone	4.160225	234101729	39.4	26822639	40.8	8.63470754958333	87.2825	73433	10	304934	103157	179306	192252	5	LV7008886719	4.86589718516838	5.4842072749213	5.01350291356106
LV7008886731	GeoB25202_R2		195.5	87282.5	63.44	8.63470754958333	uk37_alkenone	4.160225	79646998	39.2	25551214	40.6	8.63470754958333	87.2825	97390	12	349396	145541	201779	217670	5	LV7008886731	4.98851882514419	5.54331917171434	5.16298833858733
LV3003047080	ST8		524.2	87993.5	86.42	6.61150408888914	mgca_jonkers_2013	4.110455	48772380	63.9	19379963	67.4	8.44662940914954	87.9935	50116	12	239476	70992	142357	147894	5	LV3003047080	4.69998506626385	5.37926380897086	4.85121552884238
LV3003047091	ST8		529.2	89375.25	64.75	6.89818400784556	mgca_jonkers_2013	4.072495	58200278	56.8	10983574	61.4	8.08112030852452	89.37525	22174	5	157574	32107	99219	102974	5	LV3003047091	4.34586362850376	5.19748731579765	4.50661325430474
LV3003047090	ST8		534.2	90757	58.67	7.18486392680198	mgca_jonkers_2013	4.03729	54585489	70.8	9274012	80.3	7.7156112078995	90.757	15575	4	77680	21225	48104	49997	5	LV3003047090	4.19245593851198	4.89031480767861	4.32686815989368
LV3003061541	ST13		194.8	91090	185.23	8.51453551396245	mgca_jonkers_2013	4.0255	66138813	67.5	39989469	69.2	7.62752397756975	91.09	159586	33	443126	209287	294570	301496	5	LV3003061541	5.20299751071011	5.64652821266707	5.3207443277979
LV3003047089	ST8		539.2	92138.5	1.23	7.4715438457584	mgca_jonkers_2013	3.96892	470599457	65.4	14420088	86.5	7.35016823882878	92.1385	14360	5	95202	22912	60326	64672	5	LV3003047089	4.15718468220161	4.97865063391932	4.36008195510597
LV3003047088	ST8		544.2	93520	46.2	7.75822376471483	mgca_jonkers_2013	3.8688	27343593	58.7	3769785	62.9	6.98472526975806	93.52	4423	2	35721	6445	21560	22442	5	LV3003047088	3.64581511829664	4.55293576613611	3.80929030117632
LV3003047087	ST8		549.2	94901.5	1.28	8.04490368367125	mgca_jonkers_2013	3.776895	97312152	62.8	5067910	70.1	6.61928230068734	94.9015	1452	1	32268	1712	18969	19697	5	LV3003047087	3.16226561429802	4.50878550704595	3.23375736296551
LV3003061528	ST13		199.8	95118	368.13	9.4736373252121	mgca_jonkers_2013	3.76764	82665530	65	48781896	67.2	6.56201237466214	95.118	277426	62	687665	360551	483802	495306	5	LV3003061528	5.44314872559232	5.83737755222131	5.55696790895687
LV7008886695	GeoB25202_R1		201.5	95387.5	81.19	6.490722559125	uk37_alkenone	3.76225	82123360	42.3	30717060	43.5	6.490722559125	95.3875	147712	18	523251	233108	310265	328919	5	LV7008886695	5.16941871860116	5.71871089699602	5.36755904132359
LV7008886707	GeoB25202_R2		201.5	95387.5	68.75	6.490722559125	uk37_alkenone	3.76225	69827293	43.2	25105592	44.1	6.490722559125	95.3875	109040	14	401288	166821	235840	248970	5	LV7008886707	5.03758982569979	5.60345725516176	5.2222533235713
LV3003047064	ST8		554.2	96283	31.71	8.33158360262767	mgca_jonkers_2013	3.77264	37955526	51.3	1581576	57.8	6.64358420103273	96.283	2707	1	16799	2353	11688	13754	5	LV3003047064	3.43264866001311	4.22530928172586	3.37180645850742
LV3003047079	ST8		559.2	97520	59.02	7.11639516042118	mgca_jonkers_2013	3.8664	51410020	73	14691354	78.1	6.85473981358423	97.52	15418	7	97794	23451	59750	61958	5	LV3003047079	4.18805620843837	4.99031665102564	4.37017988551276
LV3003047078	ST8		564.2	98757	23.95	5.90120671821468	mgca_jonkers_2013	3.80916	28784307	48.2	1579128	51.4	7.06589542613573	98.757	0	0	6482	0	3603	3901	5	LV3003047078	0	3.8117760216029	0
LV3003047077	ST8		569.2	99714.5	39.39	4.68601827600819	mgca_jonkers_2013	3.801435	34817460	60	3990510	64.6	7.22934045363618	99.7145	3483	2	30347	3569	18598	19393	5	LV3003047077	3.54207814633563	4.48213007539203	3.55266821611219
LV3003047074	ST8		574.2	100672	71.25	3.47082983380169	mgca_jonkers_2013	3.88392	3239870	51.6	919900	52.8	7.39278548113664	100.672	0	0	3546	0	2868	2999	5	LV3003047074	0	3.54986118847194	0
LV3003061514	ST13		204.8	100672.6	311.64	10.4327391364617	mgca_jonkers_2013	3.883986	95754874	64.4	51605616	66.3	7.39288790099721	100.6726	475575	95	935355	551582	741875	755456	5	LV3003061514	5.67721992977642	5.97097693644415	5.74161087258727
LV3003047073	ST8		579.2	101685	16.41	3.39144821384191	mgca_jonkers_2013	3.8789	8394072	50.9	674057	55.5	7.56570434574025	101.685	0	0	2652	0	2359	2433	5	LV3003047073	0	3.42373724998233	0
LV7008886768	GeoB25202_R1		205.5	102295.5	82.16	7.669916553875	uk37_alkenone	3.86591	70034523	44	24756324	45.4	7.669916553875	102.2955	96975	16	425637	154759	251161	264807	5	LV7008886768	4.98666426666594	5.62904039384904	5.18965872104921
LV7008886780	GeoB25202_R2		205.5	102295.5	96.96	7.669916553875	uk37_alkenone	3.86591	90635071	44.1	32708902	45.2	7.669916553875	102.2955	176918	26	609855	251354	380107	397086	5	LV7008886780	5.24777447594	5.78522730093185	5.40028752871592
LV3003047162	ST8		584.2	102698	24.03	3.31206659388213	mgca_jonkers_2013	3.87396	19240014	49.7	2263696	51.8	7.78994871915485	102.698	0	0	9159	0	5188	5637	5	LV3003047162	0	3.96189547366785	0
LV3003047063	ST8		589.2	103695	26.33	3.23268497392235	mgca_jonkers_2013	3.9078	36052618	54.5	1895929	59.4	8.08727062917724	103.695	2414	1	11997	2113	8564	9226	5	LV3003047063	3.38291713508753	4.07910885760144	3.32510498297141
LV3003047062	ST8		594.2	104692	74.51	3.15330335396257	mgca_jonkers_2013	3.87156	12465076	64.7	2870399	66.7	8.38459253919963	104.692	3707	1	26066	3106	18930	19726	5	LV3003047062	3.56913972547246	4.41609105194255	3.49234125325497
LV7008886744	GeoB25202_R1		209.5	105578.5	52.79	8.648961519375	uk37_alkenone	3.936775	48866737	42	21324633	43	8.648961519375	105.5785	66565	8	272863	116820	150380	163033	5	LV7008886744	4.82325246066024	5.43594624130321	5.06752091952586
LV7008886756	GeoB25202_R2		209.5	105578.5	62.05	8.648961519375	uk37_alkenone	3.936775	52490713	43.1	18754669	44.3	8.648961519375	105.5785	58039	8	270734	96168	152351	162835	5	LV7008886756	4.7637274037657	5.43254440399472	4.98303510011868
LV3003061501	ST13		209.8	105587.2	182.94	8.79668398759405	mgca_jonkers_2013	3.93808	68988323	65.5	35460711	68.4	8.6530138730751	105.5872	169526	25	461884	250692	290171	308329	5	LV3003061501	5.22923887668179	5.66453385849464	5.39914220749704
LV3003047061	ST8		599.2	105689	43.21	3.07392173400279	mgca_jonkers_2013	3.95335	28071056	61.9	2895889	66	8.70043106924403	105.689	2614	1	27480	2263	18489	19296	5	LV3003047061	3.41747169320329	4.43903253212041	3.35487642251623
LV3003047060	ST8		604.2	106686	70.8	2.99454011404301	mgca_jonkers_2013	4.02744	14545489	58.9	3426624	62	9.16482148751936	106.686	0	0	35735	0	22177	22936	5	LV3003047060	0	4.55310593946378	0
LV3003047059	ST8		609.2	107683	57.46	2.91515849408323	mgca_jonkers_2013	4.08781	50404610	52.1	4862774	54.7	9.62921190579469	107.683	5100	2	43704	5778	27877	29508	5	LV3003047059	3.70765532353119	4.64053112457209	3.76185269446638
LV7008886708	GeoB25202_R1		213.5	109630.5	133.59	10.5363336105	uk37_alkenone	4.06956	52842490	42	23753897	43.3	10.5363336105	109.6305	99254	9	347409	157091	202333	216174	5	LV7008886708	4.99675239369928	5.54084231521158	5.19615406890808
LV7008886720	GeoB25202_R2		213.5	109630.5	81.94	10.5363336105	uk37_alkenone	4.06956	95844104	40.9	36604669	42.2	10.5363336105	109.6305	175830	16	506339	277234	300731	323513	5	LV7008886720	5.24509544606231	5.70444223726851	5.4428480576401
LV3003061489	ST13		214.8	112606.8	63.7	7.16062883872636	mgca_jonkers_2013	3.96932	38606083	72.6	18769932	78.6	11.8540635522199	112.6068	94257	11	245027	126229	162491	168105	5	LV3003061489	4.97431822050553	5.38921571518362	5.10116258221484
LV3003061473	ST13		219.8	117088	32.31	5.52457368985868	mgca_jonkers_2013	3.5312	50561908	67	6601363	79.3	13.8380743760062	117.088	33036	4	106550	40619	73981	76646	5	LV3003061473	4.51900060333964	5.02755752999995	4.60873991906879
LV7008886228	GeoB25202_R2		223.5	120023.5	6.39	15.13774048625	uk37_alkenone	3.269765	88740799	47.1	2660886	51.7	15.13774048625	120.0235	4362	2	31705	8106	17405	23559	5	LV7008886228	3.63978521298682	4.50114145528778	3.90886017301728
LV7008886781	GeoB25202_R1		223.5	120023.5	10.9	15.13774048625	uk37_alkenone	3.269765	10414526	51.1	1644170	53.5	15.13774048625	120.0235	2014	1	19114	3041	10479	12059	5	LV7008886781	3.30427505047713	4.28137430235505	3.48315920971698
LV3003061568	ST13		224.8	121635.4	14.6	3.88851854099099	mgca_jonkers_2013	3.209168	4865312	58.4	1285941	66.6	15.0912241071525	121.6354	3691	1	19667	5420	12072	12512	5	LV3003061568	3.56726169235387	4.29376019961812	3.73407940728059
LV7008886757	GeoB25202_R1		227.5	123119.5	7.44	15.0483957938462	uk37_alkenone	3.120315	60956974	49.7	2845166	54	15.0483957938462	123.1195	2388	1	29087	3583	16441	20048	5	LV7008886757	3.37821614974988	4.46371386154187	3.55436800099009
LV7008886769	GeoB25202_R2		227.5	123119.5	14.6	15.0483957938462	uk37_alkenone	3.120315	82179786	49.9	6050113	54.2	15.0483957938462	123.1195	7919	3	61551	16727	31905	36765	5	LV7008886769	3.89872518158949	4.78924216896274	4.22344401980962
LV3003061555	ST13		229.8	126443	21.95	4.18191901963659	mgca_jonkers_2013	3.25303	31281860	66.5	2674404	82.3	13.9174660887275	126.443	2882	1	32452	3250	23025	23924	5	LV3003061555	3.45984464238821	4.51125484977194	3.51201696949613
LV3003061539	ST13		234.8	130055.6	45.25	4.4753194982822	mgca_jonkers_2013	3.677784	79008042	72.6	11352714	80.9	12.6881606418456	130.0556	42367	12	194057	45725	141429	145521	5	LV3003061539	4.62703796342359	5.28793155114323	4.6601632120103
LV3003061527	ST13		239.8	133775.4	28.59	4.7687199769278	mgca_jonkers_2013	4.634866	2673212	57.9	912714	60.4	11.4223768846317	133.7754	2253	1	12699	3392	7992	8486	5	LV3003061527	3.35295391171009	4.10380372095596	3.53058385964512
LV7008886222	GeoB25202_R1		240.5	136277.5	16.76	10.5709554267778	uk37_alkenone	4.81445	109142321	47.1	9773429	50.6	10.5709554267778	136.2775	34520	7	187587	44802	122934	135816	5	LV7008886222	4.5380833678135	5.2732050531237	4.65130709524422
LV7008886745	GeoB25202_R2		240.5	136277.5	11.25	10.5709554267778	uk37_alkenone	4.81445	89746442	46.7	5660422	49.6	10.5709554267778	136.2775	20919	4	112672	29216	73429	82306	5	LV7008886745	4.32056168019524	5.05181985787527	4.46563562055333
LV3003061513	ST13		244.8	138493	185.59	5.06212045557341	mgca_jonkers_2013	4.88014	81908351	85	25619278	146.1	10.3255171456423	138.493	25312	9	144084	30927	94990	97583	5	LV3003061513	4.40334361913045	5.15861877084654	4.49035183668448
LV7008886709	GeoB25202_R1		249.5	147206	17.31	9.36027059022222	uk37_alkenone	4.79734	129046666	45.6	8580922	48.3	9.36027059022222	147.206	9900	3	138074	14401	86102	91330	5	LV7008886709	3.99567906051162	5.14011505189572	4.15842280658488
LV7008886721	GeoB25202_R2		249.5	147206	26.71	9.36027059022222	uk37_alkenone	4.79734	88344403	46.7	12106119	49.8	9.36027059022222	147.206	25768	8	188842	32415	120262	126353	5	LV7008886721	4.41109756550828	5.27610089110838	4.51075942368019
LV3003061500	ST13		254.4	148086	431.27	5.62544937457296	mgca_jonkers_2013	4.71344	137614394	67.8	51012190	104.6	9.56141856461617	148.086	105572	19	343291	141648	219375	226248	5	LV3003061500	5.02355286279701	5.53566368284219	5.15121351287682
