node_id	node_type	z_1	z_2	z_3	z_4	z_5	z_6	z_7	z_8	z_9	z_10	z_11	z_12	z_13	z_14	z_15	z_16	z_17	z_18	z_19	z_20	z_21	z_22	z_23	z_24	z_25	z_26	z_27	z_28	z_29	z_30	z_31	z_32
S__3300001683_28	taxon	0.04126575	0.31667015	0.5047518	0.23851335	0.6943645	-0.3478704	0.69138265	-0.04329969	0.50372696	0.16068786	0.45741665	-0.19592023	-0.16335061	-0.5227204	0.1524483	0.6791554	0.16387898	0.6291929	-0.13620406	-0.9604957	-0.8952091	-0.15600526	-0.16767576	0.050753564	-0.4033696	0.7416229	0.9298384	0.83000934	-0.09160836	-0.08504373	0.5568511	-0.27105603
S__3300006311_3	taxon	1.9540417	1.6120657	-0.16056788	-1.7132852	-1.391638	1.8636069	-0.81947327	0.25873038	1.280615	-1.1552753	-2.0175173	-1.0462111	-0.8592298	-0.98024046	0.33948952	-2.0479095	1.5782592	1.228838	-0.6607047	-0.32992283	-0.20313348	-1.3964131	-1.4042616	0.045064375	1.7595184	0.62194633	-1.2091107	-2.3601017	1.0685308	-0.75151324	-1.2715095	0.049940318
S__3300020187_18	taxon	-0.23221573	0.48605174	0.73809457	0.41085023	0.7710997	-0.9657595	0.715868	-0.3976411	0.20221129	0.52884436	0.20843023	-0.2276644	-0.18252406	-0.20389795	0.018511537	0.9893795	0.55341715	0.7598984	-0.22300345	-0.6653945	-0.7428595	0.31921637	-0.19617137	-0.43426797	-0.37210518	0.9405844	1.049715	0.81438434	-0.17063546	-0.10261944	0.7806172	-0.17184651
S__3300020263_16	taxon	1.8294353	1.4531248	-0.16676474	-1.6025597	-1.2967007	2.0831838	-0.9373747	0.57777524	1.048708	-0.7123771	-1.7047014	-0.82328635	-0.9585599	-0.54519343	0.060312808	-1.8417249	1.2936428	1.1954479	-0.57783824	-0.50120306	-0.05584717	-1.3918867	-1.5031018	0.18715245	1.7940193	0.48570848	-1.5459001	-2.5150514	1.1439271	-0.50718284	-1.2586879	0.1655783
S__3300020300_16	taxon	2.0478663	1.7995803	-0.18146747	-1.8461039	-1.1279789	1.6439931	-0.7780674	0.30666053	0.97517496	-1.2107381	-1.8631694	-1.0392263	-0.99562216	-0.63106954	0.049667478	-1.8369737	1.5317842	1.3984556	-0.7592008	-0.5580305	-0.046223417	-1.1644807	-1.4907761	-0.065215014	1.6830728	0.6594664	-1.1463569	-2.0725827	0.9794397	-0.8127012	-1.049247	0.2795084
S__3300020317_19	taxon	-0.7241304	-0.41199648	1.2226944	0.14034218	0.7499441	-0.05937624	0.52723914	-0.2928276	0.091788396	0.5335494	1.1220664	0.63557255	-0.0686962	-0.31318653	-0.36920667	0.60459894	-0.55614805	-0.59129006	0.35091963	-1.3342686	-0.46525425	0.21572176	-1.2399876	0.6237454	-0.8537753	0.21787432	0.06366831	1.3739634	0.13677022	0.86561245	0.7180648	-0.07626703
S__3300020330_9	taxon	0.31679815	0.43366224	0.13024259	-0.24644274	0.22788927	0.3750583	0.046472967	-0.023401394	0.56709963	0.08487147	0.15655077	-0.08959134	-0.51665425	-0.2701571	0.16932441	-0.004091859	0.238753	0.5488291	0.028101295	-1.0633091	-0.626464	-0.6045407	-0.96349776	-0.018371075	0.44756645	0.67160755	0.3244619	0.12407279	0.17526682	-0.2005251	-0.18446654	-0.31795058
S__3300024058_12	taxon	1.26156	1.4704431	-0.18236303	-1.3627827	-0.8020028	1.5111687	-0.82494867	0.12592849	1.2179842	-0.8869235	-1.562002	-0.8766962	-0.75873035	-0.7774565	0.27960485	-1.0958954	1.3637815	1.2951549	-0.7337999	-0.45915112	-0.37898794	-1.0502685	-0.95178175	-0.008674435	1.3028302	0.6703675	-0.7214594	-1.5875597	0.8966606	-0.7329141	-0.8276806	0.27132487
S__3300024058_22	taxon	1.9978595	1.5705125	-0.22438973	-1.7093636	-1.2415961	2.1141233	-0.9016649	0.5903223	0.93059415	-0.7097817	-1.7349198	-0.8177153	-1.1064953	-0.42038158	0.054397285	-1.903295	1.5088632	1.2538391	-0.60894835	-0.62739134	0.020650089	-1.3930457	-1.5929437	0.076784335	1.9715652	0.6829066	-1.6109543	-2.5667052	1.3005681	-0.63792	-1.2987399	0.2824453
S__3300024060_27	taxon	1.6880465	1.7403774	-0.35870832	-1.7626568	-1.2616571	2.220813	-1.0919901	0.44583243	1.136969	-0.59160566	-1.6386352	-0.92714983	-0.945498	-0.44118148	-0.2344152	-1.7206719	1.1798478	1.2777219	-0.4011812	-0.31216034	-0.040543318	-1.3975444	-1.809608	0.04340905	1.9022303	0.58118117	-1.5238423	-2.3516278	1.2241138	-0.60042477	-1.0896709	0.26734507
S__3300024431_33	taxon	2.03216	1.4175172	-0.1628213	-1.7211201	-1.2060579	2.0315857	-0.789101	0.396666	0.98750126	-1.1281171	-1.8082877	-0.7130819	-1.0049534	-0.7766713	0.3284812	-1.9397548	1.5939429	1.2341539	-0.6596706	-0.66103584	0.012301303	-1.3357444	-1.4312547	0.14714187	1.8589444	0.7884046	-1.3769176	-2.3919077	1.2895305	-0.71675324	-1.283896	0.23786688
