taxon	glacial_present	interglacial_present	glacial_absent	interglacial_absent	odds_ratio	p_value	glacial_mean_abund	interglacial_mean_abund	log2fc	fdr	enrichment_class	threshold	method	taxon_embedding_plot	site_embedding_plot	core_mis_midpoint
S__IMGVR_UViG_3300025637_000035	18	3	131	62	2.82836931207161	0.132394441785713	475.026845637584	206.123076923077	1.2045030104227	0.274644711505206	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300025653_000044	16	5	133	60	1.44128460252794	0.62074396465258	386.563758389262	190.384615384615	1.02178948074843	0.761622027552456	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300025860_000061	17	0	132	65	Inf	0.00201908458203344	356.738255033557	0	28.4102906954824	0.0112677946029608	glacial_enriched	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300025869_000017	21	11	128	54	0.806258891344841	0.67725802715045	696.268456375839	754.338461538462	-0.115568321211041	0.81365026872936	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300027687_000007	56	9	93	56	3.72596819418626	0.00037922294556944	1142.27516778524	781.630769230769	0.547351063413291	0.00424218978788002	glacial_enriched	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300027780_000015	30	12	119	53	1.11291649625744	0.853018901358941	1003.12080536913	2685.83076923077	-1.42087304485315	0.916597949907434	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300027813_000042	26	4	123	61	3.20914523425918	0.0319751242057359	1083.43624161074	306.846153846154	1.82002684711392	0.0970473067998652	glacial_enriched	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300027833_000016	20	3	129	62	3.19017718166236	0.0587257126049623	342.187919463087	170.892307692308	1.00170136485465	0.153932549706947	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300027833_000046	13	7	136	58	0.792939286182353	0.618049796095467	260.469798657718	337.830769230769	-0.375184629393752	0.761622027552456	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300027861_000023	11	4	138	61	1.21448222556272	1	173.221476510067	113.123076923077	0.614724539534922	1	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300028198_000003	15	2	134	63	3.51019514361979	0.101849736128557	364.906040268456	93.6153846153846	1.96270747571195	0.228831225327797	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300028535_000001	24	6	125	59	1.88293049939442	0.206177482046851	824.959731543624	366.061538461539	1.17223749734717	0.379454302064948	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300031519_000018	14	9	135	56	0.646673079925623	0.344087234392758	322.771812080537	1066.13846153846	-1.72380831532208	0.532164605083277	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300031687_001020	16	2	133	63	3.77163702871264	0.104596690959669	208.684563758389	85.8923076923077	1.28072304150729	0.231990096615677	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300031688_001339	8	2	141	63	1.78293330915181	0.726871011374101	89.8657718120805	69.8307692307692	0.363908855234085	0.844740935297905	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300035195_000275	16	7	133	58	0.996792689129435	1	518.328859060403	469.092307692308	0.143995877469527	1	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300037585_000783	6	4	143	61	0.641292911969256	0.496011985273638	231.080536912752	231.184615384615	-0.000649642294524669	0.669048936117441	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300038315_000065	22	6	127	59	1.69952082817371	0.378146894057066	1235.19463087248	566.784615384615	1.12386588140749	0.559140279246773	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300046168_000044	7	6	142	59	0.486546649861098	0.221059462427572	157.208053691275	182.446153846154	-0.214795608420967	0.402560915789158	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300046532_001046	9	2	140	63	2.01923914177232	0.510309178480771	147.389261744966	58	1.34550659821682	0.669048936117441	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300047157_000078	23	7	126	58	1.50972738337576	0.402116071300447	975.503355704698	392.953846153846	1.3117869607819	0.584588910377961	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_3300049783_000307	10	1	139	64	4.58070751222616	0.1789584945751	508.993288590604	141.307692307692	1.84880662297801	0.347863141140363	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_GVMAG-M-3300025652-16_000001	23	9	126	56	1.13516171456101	0.837493486696552	522.348993288591	755.784615384615	-0.532961124367746	0.911235051562915	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_GVMAG-S-1102114-126_000001	20	2	129	63	4.85759020856791	0.0258232927676409	273.429530201342	60.6923076923077	2.17158346083918	0.0825174266700793	glacial_enriched	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_GVMAG-S-ERX556030-34_000001	3	9	146	56	0.129288154482734	0.00137777208411148	57.9597315436242	316.107692307692	-2.44729330475082	0.00851266323397452	interglacial_enriched	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__IMGVR_UViG_GVMAG-S-ERX556043-36_000001	14	2	135	63	3.25259235532604	0.156872327263124	299.342281879195	73.0769230769231	2.03430826262743	0.319234365437609	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	17	7	132	58	1.06678408007889	1	280.140939597315	230.923076923077	0.278740478442393	1	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__Schulz_GVMAG_M_3300025652_16	26	13	123	52	0.846217811555156	0.70148841006636	642.496644295302	853.969230769231	-0.410495169454397	0.831215718777263	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__Schulz_GVMAG_S_1024967_63	12	0	137	65	Inf	0.0197292052194263	153.214765100671	0	27.1909801030565	0.0669245588815832	glacial_enriched	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__Schulz_GVMAG_S_1102104_120	10	3	139	62	1.48425720405231	0.758501652104425	157.751677852349	119.092307692308	0.405575115978722	0.863294643513589	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__Schulz_GVMAG_S_1102114_126	10	3	139	62	1.48425720405231	0.758501652104425	132.812080536913	76.7076923076923	0.791943207018554	0.863294643513589	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__TARA_ARC_108_MAG_00021	32	5	117	60	3.26680673288646	0.0173346447117845	872.751677852349	313.876923076923	1.47537225969709	0.0599778707027743	glacial_enriched	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__TARA_ARC_108_MAG_00099	23	3	126	62	3.7542388396913	0.0244198688169199	363.570469798658	138.153846153846	1.39595929130048	0.0797101378363612	glacial_enriched	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__TARA_ARC_108_MAG_00146	15	3	134	62	2.30573664284585	0.283877718094486	262.832214765101	128.584615384615	1.0314240681983	0.475795725786353	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__TARA_ARC_108_MAG_00181	4	11	145	54	0.136879260899703	0.000478374558769474	76.1409395973154	503.630769230769	-2.72562213253623	0.00424218978788002	interglacial_enriched	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__TARA_ARC_NCLDV_00033	15	4	134	61	1.70322120747167	0.44086343226748	232.718120805369	150.646153846154	0.627419708594579	0.620076209611984	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__TARA_ARC_NCLDV_00036	5	9	144	56	0.217861336500097	0.0122935240965009	82.4093959731544	480.569230769231	-2.5438635240841	0.0434036667080542	interglacial_enriched	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__TARA_ARC_NCLDV_00127	6	10	143	55	0.232623486011498	0.00822747824659776	101.671140939597	475.646153846154	-2.22597846870913	0.0309424725361177	interglacial_enriched	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__TARA_ARC_NCLDV_00176	11	3	138	62	1.64385490807332	0.559295552198523	140	210.584615384615	-0.588973211061932	0.70885124695276	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__TARA_ARC_NCLDV_00188	23	16	126	49	0.560636274599921	0.125048311205606	559.657718120805	716.061538461539	-0.355538820819932	0.26382143705573	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__TARA_SOC_28_MAG_00007	8	2	141	63	1.78293330915181	0.726871011374101	110.234899328859	70.2615384615385	0.649773960839243	0.844740935297905	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__TARA_SOC_28_MAG_00016	17	4	132	61	1.95853822622545	0.319839775855538	241.013422818792	165.676923076923	0.540740828896512	0.507635607550533	neither	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
S__TARA_SOC_NCLDV_00026	121	19	28	46	10.3123272127772	4.93702177812595e-13	4155.63087248322	1228.46153846154	1.75821482097223	8.54104767615789e-11	glacial_enriched	prev_10	mi_aracne	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_taxon_embedding_enrichment_pca.png	/src/results/ngraph/abundance_thresholding/deep_modules/prev_10/mi_aracne/figures/vgae_site_embedding_mis_pca.png	4
