threshold	method	site	taxon	sites_present	assignment_entropy	consensus_module	module_prob_1	module_prob_2	module_prob_3	module_prob_4	module_prob_5	module_prob_6	module_prob_7	module_prob_8	module_prob_9	module_prob_10	module_prob_11	module_prob_12	module_prob_13
prev_10	mi_aracne	ST8	S__3300001683_28	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300006311_3	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300020187_18	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300020263_16	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300020300_16	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300020317_19	2	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300020330_9	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300024058_12	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300024058_22	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300024060_27	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300024431_33	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300024516_13	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300024516_18	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300024516_26	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300024516_38	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300025276_12	3	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300025894_53	3	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300026080_15	3	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300026087_14	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300026253_28	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300026253_8	3	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300026264_29	3	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300026264_34	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300027687_20	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300027752_17	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300027771_26	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300027779_22	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300027791_27	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300027827_16	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300027844_79	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300027847_80	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prev_10	mi_aracne	ST8	S__3300027997_10	4	-0.0	M3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
