taxon	threshold	method	module_kmeans	embedding_1	embedding_2	pca_1	pca_2	module_entropy_proxy	module_count	silhouette
S__3300001683_28	prev_10	mi_aracne	M1	0.04126575	0.31667015	2.9729936	1.5463122	0.0	2	0.6736797094345093
S__3300006311_3	prev_10	mi_aracne	M2	1.9540417	1.6120657	-5.2444057	0.54976314	0.0	2	0.6736797094345093
S__3300020187_18	prev_10	mi_aracne	M1	-0.23221573	0.48605174	3.3523033	1.8905561	0.0	2	0.6736797094345093
S__3300020263_16	prev_10	mi_aracne	M2	1.8294353	1.4531248	-5.019228	-0.27744427	0.0	2	0.6736797094345093
S__3300020300_16	prev_10	mi_aracne	M2	2.0478663	1.7995803	-4.904433	0.530018	0.0	2	0.6736797094345093
S__3300020317_19	prev_10	mi_aracne	M1	-0.7241304	-0.41199648	4.3401885	-1.1800138	0.0	2	0.6736797094345093
S__3300020330_9	prev_10	mi_aracne	M1	0.31679815	0.43366224	1.0557455	0.4544001	0.0	2	0.6736797094345093
S__3300024058_12	prev_10	mi_aracne	M2	1.26156	1.4704431	-3.4798377	0.9813682	0.0	2	0.6736797094345093
S__3300024058_22	prev_10	mi_aracne	M2	1.9978595	1.5705125	-5.336822	-0.30091718	0.0	2	0.6736797094345093
S__3300024060_27	prev_10	mi_aracne	M2	1.6880465	1.7403774	-5.053683	-0.3843556	0.0	2	0.6736797094345093
S__3300024431_33	prev_10	mi_aracne	M2	2.03216	1.4175172	-5.188589	0.08806134	0.0	2	0.6736797094345093
S__3300024516_13	prev_10	mi_aracne	M2	2.0240378	1.8941021	-6.043022	0.4578826	0.0	2	0.6736797094345093
S__3300024516_18	prev_10	mi_aracne	M1	0.12965721	0.23934174	2.2693384	0.96690816	0.0	2	0.6736797094345093
S__3300024516_26	prev_10	mi_aracne	M1	0.1718805	0.21135779	2.1763585	0.856779	0.0	2	0.6736797094345093
S__3300024516_38	prev_10	mi_aracne	M2	1.797869	1.4098945	-4.3149896	0.3571573	0.0	2	0.6736797094345093
S__3300025276_12	prev_10	mi_aracne	M1	-0.082995296	0.094957806	3.8213964	1.6886594	0.0	2	0.6736797094345093
S__3300025894_53	prev_10	mi_aracne	M1	-0.13996857	0.16498917	3.9252324	1.6827904	0.0	2	0.6736797094345093
