threshold	method	site	present_taxa	mean_assignment_entropy	mean_site_similarity
prev_10	mi_aracne	ST8	171	0.044990383088588715	0.2969274135464764
prev_10	mi_aracne	ST13	172	0.014909249730408192	0.3014352271983403
prev_10	mi_aracne	GeoB25202_R1	128	9.336660105982426e-31	0.38108611253817465
prev_10	mi_aracne	GeoB25202_R2	141	0.018187137320637703	0.377524456043006
