threshold	method	taxon	consensus_module	mean_assignment_entropy	sites_present
prev_3	spearman	S__3300027833_15	M19	2.208329	1
prev_3	spearman	S__3300027844_60	M19	1.4722193	2
prev_3	spearman	S__3300027844_72	M19	0.7361097	3
prev_3	spearman	S__3300027844_79	M19	0.0	4
prev_3	spearman	S__3300027847_80	M19	0.7354921	4
prev_3	spearman	S__3300027883_17	M19	1.4722193	2
prev_3	spearman	S__3300027997_10	M19	0.0	4
prev_3	spearman	S__GCA_000213395.2	M19	0.0	4
prev_3	spearman	S__GCA_000383355.1	M19	0.7361097	3
prev_3	spearman	S__GCA_000402075.1	M19	0.0	4
prev_3	spearman	S__GCA_001437625.1	M19	0.7354921	4
prev_3	spearman	S__GCA_001510275.1	M19	0.7361097	3
prev_3	spearman	S__GCA_001542995.1	M19	0.0	4
prev_3	spearman	S__GCA_001543015.1	M19	0.7354921	4
prev_3	spearman	S__GCA_001643535.1	M19	0.7361097	3
prev_3	spearman	S__GCA_002082295.1	M19	0.7361097	3
prev_3	spearman	S__GCA_002168195.1	M19	2.208329	1
prev_3	spearman	S__GCA_002295725.1	M19	0.0	4
prev_3	spearman	S__GCA_002313235.1	M19	0.0	4
prev_3	spearman	S__GCA_002317795.1	M19	0.0	4
prev_3	spearman	S__GCA_002335045.1	M19	0.7361097	3
prev_3	spearman	S__GCA_002457605.1	M19	1.4722193	2
prev_3	spearman	S__GCA_002499015.1	M19	0.0	4
prev_3	spearman	S__GCA_002499365.1	M19	2.208329	1
prev_3	spearman	S__GCA_002699665.1	M19	0.7361097	3
prev_3	spearman	S__GCA_002701645.1	M19	0.7361097	3
prev_3	spearman	S__GCA_002713705.1	M19	1.4722193	2
prev_3	spearman	S__GCA_002816875.1	M19	1.4722193	2
prev_3	spearman	S__GCA_003229345.1	M19	0.0	4
prev_3	spearman	S__GCA_003230615.1	M19	1.4722193	2
prev_3	spearman	S__GCA_003331785.1	M19	0.0	4
prev_3	spearman	S__GCA_003526595.1	M19	0.7354921	4
prev_3	spearman	S__GCA_003545625.1	M19	0.0	4
prev_3	spearman	S__GCA_003672175.1	M19	0.0	4
prev_3	spearman	S__GCA_004195625.1	M19	0.7354921	4
prev_3	spearman	S__GCA_004356105.1	M19	0.0	4
prev_3	spearman	S__GCA_004356405.1	M19	0.7361097	3
prev_3	spearman	S__GCA_004356455.1	M19	0.0	4
prev_3	spearman	S__GCA_004356775.1	M19	1.4722193	2
prev_3	spearman	S__GCA_004356805.1	M19	1.4722193	2
prev_3	spearman	S__GCA_004356825.1	M19	0.0	4
prev_3	spearman	S__GCA_004356895.1	M19	0.0	4
prev_3	spearman	S__GCA_004356925.1	M19	1.4722193	2
prev_3	spearman	S__GCA_004376075.1	M19	1.4722193	2
prev_3	spearman	S__GCA_004376185.1	M19	2.208329	1
prev_3	spearman	S__GCA_008638035.1	M19	0.7361097	3
prev_3	spearman	S__GCA_008974855.1	M19	0.0	4
prev_3	spearman	S__GCA_008974985.1	M19	0.7361097	3
prev_3	spearman	S__GCA_008975185.1	M19	0.0	4
prev_3	spearman	S__GCA_009392475.1	M19	0.0	4
prev_3	spearman	S__GCA_009937205.1	M19	0.0	4
prev_3	spearman	S__GCA_011049715.1	M19	2.208329	1
prev_3	spearman	S__GCA_011055585.1	M19	0.7354921	4
prev_3	spearman	S__GCA_012959275.1	M19	1.4722193	2
prev_3	spearman	S__GCA_012960055.1	M19	1.4722193	2
prev_3	spearman	S__GCA_012960805.1	M19	0.0	4
prev_3	spearman	S__GCA_012960835.1	M19	1.4722193	2
prev_3	spearman	S__GCA_012961035.1	M19	1.4722193	2
prev_3	spearman	S__GCA_012964335.1	M19	0.0	4
prev_3	spearman	S__GCA_012964845.1	M19	0.7361097	3
prev_3	spearman	S__GCA_012974305.1	M19	0.7361097	3
prev_3	spearman	S__GCA_012974425.1	M19	0.7361097	3
prev_3	spearman	S__GCA_013203245.1	M19	1.4722193	2
prev_3	spearman	S__GCA_013215285.1	M19	1.4709842	4
prev_3	spearman	S__GCA_013390475.1	M19	0.7354921	4
prev_3	spearman	S__GCA_013390745.1	M19	1.4722193	2
prev_3	spearman	S__GCA_013911135.1	M19	0.0	4
prev_3	spearman	S__GCA_014238785.1	M19	1.4722193	2
prev_3	spearman	S__GCA_014384445.1	M19	1.4722193	2
prev_3	spearman	S__GCA_014384505.1	M19	0.0	4
prev_3	spearman	S__GCA_015492195.1	M19	1.4722193	2
prev_3	spearman	S__GCA_015658585.1	M19	1.4722193	2
prev_3	spearman	S__GCA_015658965.1	M19	0.7361097	3
prev_3	spearman	S__GCA_015659035.1	M19	0.0	4
prev_3	spearman	S__GCA_015659465.1	M19	1.4722193	2
prev_3	spearman	S__GCA_015659595.1	M19	0.0	4
prev_3	spearman	S__GCA_016276965.1	M19	1.4709842	4
prev_3	spearman	S__GCA_016777225.1	M19	0.0	4
prev_3	spearman	S__GCA_016777365.1	M19	1.4722193	2
prev_3	spearman	S__GCA_016782865.1	M19	1.4722193	2
prev_3	spearman	S__GCA_016838795.1	M19	0.0	4
prev_3	spearman	S__GCA_016838825.1	M19	0.0	4
prev_3	spearman	S__GCA_016838845.1	M19	0.7354921	4
prev_3	spearman	S__GCA_017368835.1	M19	0.7361097	3
prev_3	spearman	S__GCA_017854145.1	M19	0.0	4
prev_3	spearman	S__GCA_018656365.1	M19	1.4722193	2
prev_3	spearman	S__GCA_018666335.1	M19	1.4722193	2
prev_3	spearman	S__GCA_018673385.1	M19	1.4722193	2
prev_3	spearman	S__GCA_018695965.1	M19	1.4722193	2
prev_3	spearman	S__GCA_018830725.1	M19	1.4722193	2
prev_3	spearman	S__GCA_019057915.1	M19	1.4722193	2
prev_3	spearman	S__GCA_902512375.1	M19	0.0	4
prev_3	spearman	S__GCA_902514095.1	M19	0.7361097	3
prev_3	spearman	S__GCA_902608305.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905181585.1	M19	0.7361097	3
prev_3	spearman	S__GCA_905181595.1	M19	0.0	4
prev_3	spearman	S__GCA_905181625.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905181655.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905181685.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905181765.1	M19	0.7361097	3
prev_3	spearman	S__GCA_905181885.1	M19	2.208329	1
prev_3	spearman	S__GCA_905181955.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905182065.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905182125.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905182235.1	M19	0.0	4
prev_3	spearman	S__GCA_905182305.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905182385.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905182435.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905182465.1	M19	0.0	4
prev_3	spearman	S__GCA_905182475.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905182565.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905182695.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905182715.1	M19	2.208329	1
prev_3	spearman	S__GCA_905182765.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905182775.1	M19	0.0	4
prev_3	spearman	S__GCA_905182795.1	M19	0.0	4
prev_3	spearman	S__GCA_905182815.1	M19	0.0	4
prev_3	spearman	S__GCA_905182865.1	M19	0.0	4
prev_3	spearman	S__GCA_905182885.1	M19	0.0	4
prev_3	spearman	S__GCA_905478185.1	M19	0.0	4
prev_3	spearman	S__GCA_905478445.1	M19	0.7361097	3
prev_3	spearman	S__GCA_905478615.1	M19	1.4716017	3
prev_3	spearman	S__GCA_905479195.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905479565.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905480095.1	M19	0.0	4
prev_3	spearman	S__GCA_905480315.1	M19	0.7361097	3
prev_3	spearman	S__GCA_905612275.1	M19	1.4709842	4
prev_3	spearman	S__GCA_905612295.1	M19	0.7354921	4
prev_3	spearman	S__GCA_905612305.1	M19	0.0	4
prev_3	spearman	S__GCA_905612365.1	M19	0.0	4
prev_3	spearman	S__GCA_905612455.1	M19	0.7354921	4
prev_3	spearman	S__GCA_905612485.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905616395.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905618905.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905618915.1	M19	0.7354921	4
prev_3	spearman	S__GCA_905620445.1	M19	1.4722193	2
prev_3	spearman	S__GCA_905620495.1	M19	1.4722193	2
prev_3	spearman	S__GCF_001682155.1	M19	1.4722193	2
prev_3	spearman	S__GCF_002836055.1	M19	1.4722193	2
prev_3	spearman	S__GCF_002836475.1	M19	1.4722193	2
prev_3	spearman	S__GCF_003326015.1	M19	1.4722193	2
prev_3	spearman	S__GCF_012276695.1	M19	0.0	4
prev_3	spearman	S__GCF_013407165.1	M19	0.7354921	4
prev_3	spearman	S__GCF_014279835.1	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300000133_000001	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300006310_000001	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300006467_000165	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300007760_000033	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300009136_000003	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300009436_000049	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300009440_000004	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300009443_000008	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300009526_000022	M19	2.208329	1
prev_3	spearman	S__IMGVR_UViG_3300009705_000001	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300020166_000001	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300020166_000015	M19	0.7354921	4
prev_3	spearman	S__IMGVR_UViG_3300020182_000036	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300020185_000065	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300020374_000001	M19	2.208329	1
prev_3	spearman	S__IMGVR_UViG_3300020385_000015	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300020396_000001	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300020399_000132	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300020595_000038	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300021087_000038	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300021957_000032	M19	2.208329	1
prev_3	spearman	S__IMGVR_UViG_3300021959_000034	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300023210_000013	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300023210_000030	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300023238_000017	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300023239_000003	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300023239_000010	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300023293_000013	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300024302_000371	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300024520_000070	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300025071_000006	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300025079_000001	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300025079_000004	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300025096_000017	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300025120_000059	M19	2.208329	1
prev_3	spearman	S__IMGVR_UViG_3300025120_000373	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300025141_000590	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300025168_000108	M19	2.208329	1
prev_3	spearman	S__IMGVR_UViG_3300025264_000009	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300025276_000013	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300025296_001443	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300025632_000006	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300025637_000035	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300025652_000055	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300025653_000044	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300025666_000032	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300025696_000003	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300025707_000009	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300025719_000003	M19	2.208329	1
prev_3	spearman	S__IMGVR_UViG_3300025769_000005	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300025816_000013	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300025821_000011	M19	2.208329	1
prev_3	spearman	S__IMGVR_UViG_3300025832_000009	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300025853_000376	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300025860_000061	M19	1.472399	2
prev_3	spearman	S__IMGVR_UViG_3300025869_000017	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300025874_000005	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300027668_000075	M19	2.208329	1
prev_3	spearman	S__IMGVR_UViG_3300027668_002455	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300027687_000007	M19	0.7354921	4
prev_3	spearman	S__IMGVR_UViG_3300027752_000041	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300027780_000015	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300027788_000027	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300027791_000032	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300027813_000042	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300027833_000016	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300027833_000038	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300027833_000046	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300027849_000014	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300027861_000023	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300028198_000002	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300028198_000003	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300028535_000001	M19	0.7354921	4
prev_3	spearman	S__IMGVR_UViG_3300029787_000045	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300030059_000588	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300030388_000283	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300030390_000540	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300030390_001073	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300030390_001366	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300030390_002408	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300031519_000018	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300031519_000025	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300031519_000028	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300031647_000036	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300031687_001020	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300031688_001339	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300031703_000007	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300031801_001562	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300031957_000171	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300032081_000046	M19	2.208329	1
prev_3	spearman	S__IMGVR_UViG_3300034380_000005	M19	2.208329	1
prev_3	spearman	S__IMGVR_UViG_3300034980_000082	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300035195_000275	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300037191_001144	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300037585_000783	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300037635_001655	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300038315_000065	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300040811_000687	M19	2.208329	1
prev_3	spearman	S__IMGVR_UViG_3300040985_001906	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300046103_001257	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300046163_000031	M19	2.208329	1
prev_3	spearman	S__IMGVR_UViG_3300046167_000375	M19	2.208329	1
prev_3	spearman	S__IMGVR_UViG_3300046167_000870	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300046167_000876	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300046167_000935	M19	2.208329	1
prev_3	spearman	S__IMGVR_UViG_3300046168_000019	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300046168_000044	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_3300046171_000113	M19	2.208329	1
prev_3	spearman	S__IMGVR_UViG_3300046171_000179	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300046532_001046	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300047157_000078	M19	0.7354921	4
prev_3	spearman	S__IMGVR_UViG_3300047157_000086	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300047157_000094	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300047369_000202	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300047668_001392	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_3300048018_000259	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_3300049783_000307	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_650627017_000001	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_GVMAG-M-3300001718-3_000001	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_GVMAG-M-3300021389-45_000001	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_GVMAG-M-3300025652-16_000001	M19	0.0	4
prev_3	spearman	S__IMGVR_UViG_GVMAG-M-3300027833-29_000001	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_GVMAG-S-1102104-120_000001	M19	0.7361097	3
prev_3	spearman	S__IMGVR_UViG_GVMAG-S-1102107-84_000001	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_GVMAG-S-1102114-126_000001	M19	0.7354921	4
prev_3	spearman	S__IMGVR_UViG_GVMAG-S-ERX556030-34_000001	M19	1.4722193	2
prev_3	spearman	S__IMGVR_UViG_GVMAG-S-ERX556043-36_000001	M19	0.0	4
prev_3	spearman	S__Moniruzzaman_LP01_SRX672316_10_dc	M19	1.4722193	2
prev_3	spearman	S__Phycodnaviridae_FN429076_Emiliania_huxleyi_virus_99B1	M19	1.4722193	2
prev_3	spearman	S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	M19	0.0	4
prev_3	spearman	S__Phycodnaviridae_KF481686_Emiliania_huxleyi_virus_145	M19	1.4722193	2
prev_3	spearman	S__Schulz_GVMAG_M_3300001718_3	M19	0.7361097	3
prev_3	spearman	S__Schulz_GVMAG_M_3300009428_8	M19	1.4722193	2
prev_3	spearman	S__Schulz_GVMAG_M_3300021389_45	M19	1.4722193	2
prev_3	spearman	S__Schulz_GVMAG_M_3300025652_16	M19	0.0	4
prev_3	spearman	S__Schulz_GVMAG_S_1024967_63	M19	1.4722193	2
prev_3	spearman	S__Schulz_GVMAG_S_1102104_120	M19	1.4722193	2
prev_3	spearman	S__Schulz_GVMAG_S_1102105_81	M19	1.4722193	2
prev_3	spearman	S__Schulz_GVMAG_S_1102114_126	M19	0.7361097	3
prev_3	spearman	S__Schulz_GVMAG_S_403982_53	M19	1.4722193	2
prev_3	spearman	S__Schulz_GVMAG_S_403983_43	M19	1.4722193	2
prev_3	spearman	S__Schulz_GVMAG_S_405408_30	M19	2.208329	1
prev_3	spearman	S__TARA_AON_NCLDV_00003	M19	2.208329	1
prev_3	spearman	S__TARA_AOS_82_MAG_00110	M19	2.208329	1
prev_3	spearman	S__TARA_ARC_108_MAG_00021	M19	0.0	4
prev_3	spearman	S__TARA_ARC_108_MAG_00032	M19	2.208329	1
prev_3	spearman	S__TARA_ARC_108_MAG_00033	M19	0.0	4
prev_3	spearman	S__TARA_ARC_108_MAG_00037	M19	2.208329	1
prev_3	spearman	S__TARA_ARC_108_MAG_00043	M19	2.208329	1
prev_3	spearman	S__TARA_ARC_108_MAG_00066	M19	1.4722193	2
prev_3	spearman	S__TARA_ARC_108_MAG_00082	M19	1.4722193	2
prev_3	spearman	S__TARA_ARC_108_MAG_00099	M19	0.0	4
prev_3	spearman	S__TARA_ARC_108_MAG_00128	M19	2.208329	1
prev_3	spearman	S__TARA_ARC_108_MAG_00146	M19	0.0	4
prev_3	spearman	S__TARA_ARC_108_MAG_00181	M19	0.7361097	3
prev_3	spearman	S__TARA_ARC_108_MAG_00198	M19	2.208329	1
prev_3	spearman	S__TARA_ARC_NCLDV_00033	M19	0.7361097	3
prev_3	spearman	S__TARA_ARC_NCLDV_00036	M19	1.4722193	2
prev_3	spearman	S__TARA_ARC_NCLDV_00116	M19	0.7361097	3
prev_3	spearman	S__TARA_ARC_NCLDV_00117	M19	1.4722193	2
prev_3	spearman	S__TARA_ARC_NCLDV_00127	M19	0.0	4
prev_3	spearman	S__TARA_ARC_NCLDV_00137	M19	1.4722193	2
prev_3	spearman	S__TARA_ARC_NCLDV_00176	M19	1.4722193	2
prev_3	spearman	S__TARA_ARC_NCLDV_00188	M19	0.0	4
prev_3	spearman	S__TARA_PSE_93_MAG_00185	M19	2.208329	1
prev_3	spearman	S__TARA_SOC_28_MAG_00007	M19	1.4722193	2
prev_3	spearman	S__TARA_SOC_28_MAG_00016	M19	0.7361097	3
prev_3	spearman	S__TARA_SOC_28_MAG_00024	M19	1.4722193	2
prev_3	spearman	S__TARA_SOC_NCLDV_00026	M19	0.7354921	4
