node_id	node_type	z_1	z_2	z_3	z_4	z_5	z_6	z_7	z_8	z_9	z_10	z_11	z_12	z_13	z_14	z_15	z_16	z_17	z_18	z_19	z_20	z_21	z_22	z_23	z_24	z_25	z_26	z_27	z_28	z_29	z_30	z_31	z_32
S__3300000179_4	taxon	3.136757	-2.3853183	2.5292456	2.8364313	-1.3102784	-2.1141968	-2.765606	-2.9383562	1.7083673	-2.9322977	-2.649963	-2.9331806	2.122125	3.0910769	-2.6808496	3.2985249	-3.1540375	-1.7983302	2.7802293	-1.9182718	1.9543235	-2.7259521	-2.699102	2.4633143	-3.4567132	-1.8252907	2.1894503	2.9551635	2.5668035	2.6024854	-2.1061506	0.55717564
S__3300001683_28	taxon	3.027875	-2.117138	2.2902553	2.7244077	-1.2888136	-2.0589685	-2.695217	-2.8729506	1.83072	-2.7414494	-2.5666661	-2.9692101	2.2489467	2.9994016	-2.556963	3.165259	-3.2018986	-1.3788192	2.6423235	-1.7710205	1.9256585	-2.4919658	-2.505559	2.2628422	-3.250963	-1.6317706	2.079567	2.8840342	2.3508499	2.4485962	-1.9827154	0.7381607
S__3300002239_5	taxon	3.199678	-2.5893853	2.6150162	2.6963978	-1.4642323	-2.143355	-2.6804128	-2.996038	1.2856904	-3.0380144	-2.7591805	-2.7450657	2.042377	3.074072	-2.8211722	3.3323276	-2.8631678	-1.9561031	2.8513694	-1.7178326	1.9680083	-2.7085085	-2.7795448	2.4422932	-3.5847816	-2.1490397	2.1821675	3.0458722	2.7228477	2.5990915	-2.003516	0.34529796
S__3300005253_25	taxon	2.8593664	-2.2644577	2.3299403	2.5205321	-1.2154906	-1.9773908	-2.5727887	-2.940883	1.9293183	-2.6485193	-2.4821134	-2.8099642	2.211277	2.9239678	-2.4365306	3.0898829	-2.950981	-1.3897043	2.6556687	-1.6383688	1.9871854	-2.4874778	-2.3022735	2.374949	-2.8767242	-1.6494303	2.0867958	2.5771372	2.192957	2.4613974	-1.9117616	0.5050488
S__3300006311_3	taxon	2.4674606	-1.3885628	2.1894236	3.3540308	-0.6769208	-1.83917	-2.0011	-2.4113488	1.4963157	-2.8468535	-1.6147885	-2.7301908	1.4283254	2.2338812	-2.2525225	2.4881608	-2.1938822	-1.0268915	2.0432122	-1.29715	1.2894096	-1.9958019	-2.3002925	1.2258006	-2.8263366	-1.0161473	1.9450604	2.7475417	1.9715824	2.343717	-2.0977864	0.100500405
S__3300020187_18	taxon	2.9078808	-1.9744965	2.2426553	2.6365886	-1.3456707	-2.1175847	-2.5093946	-2.9689035	2.22868	-2.7275836	-2.374015	-3.0255206	2.5037632	3.1099124	-2.4600408	3.139475	-3.311139	-1.1278951	2.6397219	-1.736314	1.9609443	-2.3392572	-2.382605	2.2562642	-3.0527792	-1.5484996	2.1706862	2.7814732	2.2888298	2.4684296	-1.9464482	0.8471753
S__3300020263_16	taxon	1.3149222	-0.53076196	0.5957874	1.5453577	0.08765149	-0.64079535	-1.053548	-0.99161166	0.66987157	-1.5695381	-1.2245739	-1.8093252	0.42878467	1.2227588	-1.4315869	1.1739721	-0.4672358	0.099129945	1.1726055	0.07455611	0.57142097	-0.35749874	-1.9848047	0.006195903	-1.6405069	-0.055201888	1.0032893	1.9324087	0.7434156	1.2900938	-0.99023604	-0.29942775
S__3300020300_16	taxon	2.7086773	-2.1283092	2.8802247	3.0552423	-1.0869573	-2.3082175	-2.5592444	-3.1682396	2.2304006	-3.0198967	-1.9178138	-2.8518171	2.1999116	3.1939106	-2.2532485	3.1388273	-2.9689627	-1.2235173	2.5187495	-1.7108324	1.5072219	-2.5491548	-2.2378964	2.1470075	-3.090531	-1.4105563	2.2750683	2.5976155	2.0606687	2.7130418	-2.20996	0.09254241
S__3300020303_2	taxon	3.2686381	-2.4748425	2.6333268	2.901802	-1.319982	-2.1761608	-2.7610102	-2.9293056	1.5762959	-2.996972	-2.743412	-2.9586978	2.0070324	3.140646	-2.7703419	3.2895703	-3.252699	-1.9440206	2.8778574	-2.029353	1.9169829	-2.7240758	-2.8969915	2.4514651	-3.6138978	-1.8161409	2.240736	3.0103426	2.7076905	2.6928902	-2.0734959	0.58510745
S__3300020317_19	taxon	2.9070363	-2.4080002	2.409917	2.5662675	-1.5358133	-1.8912829	-2.4692812	-2.5564814	0.8316455	-2.5672326	-2.7140448	-2.7202888	1.2442677	3.1329033	-2.6505895	2.8399124	-2.7841735	-1.9265352	2.9435387	-2.1314752	1.9392998	-2.375245	-3.3471637	1.9233286	-3.5943632	-1.2718283	2.2506492	2.6022153	2.6845763	2.7456272	-1.7143927	-0.13413465
S__3300020330_9	taxon	3.07794	-2.2848482	2.490141	2.827352	-1.2907081	-2.0890236	-2.7198658	-2.875692	1.688604	-2.8833323	-2.5941055	-2.8970938	2.1477685	3.049953	-2.6776474	3.2474737	-3.1418872	-1.6436391	2.6946015	-1.8530294	1.9282928	-2.6140637	-2.6539254	2.3609867	-3.45684	-1.786104	2.1443229	2.9939437	2.4974623	2.5345483	-2.0735347	0.5609021
S__3300020364_17	taxon	3.0934973	-2.4952211	2.5613208	2.683689	-1.4198081	-2.1151319	-2.651792	-2.9815943	1.4116365	-2.9914627	-2.6681826	-2.7308698	2.138245	3.0400357	-2.7704587	3.305298	-2.819251	-1.8099601	2.7482445	-1.6501663	1.9746873	-2.6400821	-2.681376	2.3951392	-3.4323626	-2.0842018	2.1140652	2.9919252	2.605776	2.5297084	-2.051812	0.32346162
S__3300020389_47	taxon	3.3371348	-2.7507854	2.8995273	2.9246178	-1.4628775	-2.1876497	-2.7328577	-2.8461018	1.2762203	-2.965684	-2.9359798	-2.8901558	1.6758957	3.2468953	-2.9741375	3.279323	-3.2848754	-2.2883472	3.1198587	-2.2895222	1.8837132	-2.7367754	-3.1828713	2.4850285	-3.826573	-1.6825814	2.3894868	3.0661576	2.9157257	2.908333	-1.8814347	0.32690284
S__3300020444_12	taxon	3.3387032	-2.6392055	2.7728634	2.9292638	-1.3606706	-2.201792	-2.7587087	-2.9029977	1.4604279	-3.0133846	-2.840101	-2.9328246	1.9214402	3.1769063	-2.8950062	3.2988796	-3.305101	-2.1410153	3.0116606	-2.1225097	1.9020424	-2.765523	-2.9993882	2.5164278	-3.7013543	-1.8379736	2.2973726	3.083344	2.8124046	2.7846656	-1.9727602	0.5133037
S__3300024058_12	taxon	2.4512923	-2.568712	2.1493096	2.1789694	-0.76488936	-1.396158	-2.5546799	-2.730442	0.89483064	-2.2337215	-2.5344229	-2.242259	1.4774485	2.1078005	-2.3705082	2.7478676	-1.8162589	-1.5481261	2.4466023	-1.1332023	2.0670066	-2.6726334	-1.908075	2.3385448	-2.1445336	-1.5250884	1.8008014	2.0755117	1.7438984	2.2755926	-1.6925783	-0.060535908
S__3300024058_15	taxon	3.1304016	-2.4564962	2.5408492	2.7935407	-1.2250514	-2.0681558	-2.6799972	-2.829485	1.4281689	-2.9669914	-2.6423893	-2.779805	2.0444932	2.9946394	-2.8039198	3.271522	-2.9199636	-1.8561506	2.757223	-1.7832401	1.964454	-2.6946707	-2.7561245	2.4187493	-3.5250328	-1.9659144	2.1113575	2.9798312	2.6511877	2.5313325	-2.0491362	0.38782102
S__3300024058_22	taxon	2.547875	-1.5202835	2.445315	3.4052963	-0.7520825	-1.9759731	-2.1494236	-2.6253934	1.5935347	-2.9656725	-1.6064961	-2.7251816	1.582283	2.5188324	-2.295987	2.5268826	-2.527932	-1.1842232	2.272441	-1.5345657	1.2872131	-2.202095	-2.5371685	1.4265964	-3.0673165	-1.0351138	2.1078575	2.8637865	1.9827948	2.4205914	-2.1524458	0.06789476
S__3300024060_20	taxon	3.1627498	-2.4636333	2.5623312	2.8216574	-1.2464939	-2.0952759	-2.6807847	-2.8403778	1.4326218	-2.9791417	-2.6443758	-2.8028984	2.0459037	2.9988804	-2.829554	3.2844353	-2.9764893	-1.9047043	2.8010545	-1.8169962	1.9744532	-2.706842	-2.789396	2.433255	-3.5479355	-1.9713354	2.1374688	3.0192022	2.6731033	2.5587432	-2.055104	0.40414917
S__3300024060_27	taxon	2.9341102	-2.2775993	2.444323	2.7585478	-1.2171459	-2.0515811	-2.6295877	-2.9111845	1.8044295	-2.8293147	-2.4568782	-2.828098	2.2202725	2.9653754	-2.597502	3.2440062	-2.9484503	-1.5348547	2.6316147	-1.7399642	2.006308	-2.633011	-2.4334395	2.4057531	-3.200254	-1.7774057	2.1566775	2.831017	2.35474	2.5361776	-2.0647228	0.44680557
