from	to	threshold	weight	abs_weight	method	method_suffix	estimator	aracne_eps	core
S__GCA_001543015.1	S__GCA_013215285.1	10	0.0929997108897682	0.0929997108897682	mi_aracne	mi_aracne	spearman	0	ST8
S__3300026264_34	S__GCA_013215285.1	10	0.0378654275249163	0.0378654275249163	mi_aracne	mi_aracne	spearman	0	ST8
S__TARA_SOC_NCLDV_00026	S__GCA_905612295.1	10	0.204032609003332	0.204032609003332	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_905612295.1	S__GCA_905182815.1	10	0.208810385828636	0.208810385828636	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_013390475.1	S__GCA_905612455.1	10	0.0628688505986381	0.0628688505986381	mi_aracne	mi_aracne	spearman	0	ST8
S__TARA_SOC_NCLDV_00026	S__GCA_008974855.1	10	0.189661512926805	0.189661512926805	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_016276965.1	S__GCA_004195625.1	10	0.0419824703961876	0.0419824703961876	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_905182815.1	S__GCA_004195625.1	10	0.0682620642172268	0.0682620642172268	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_016276965.1	S__3300024516_38	10	0.0258535646790843	0.0258535646790843	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_013390475.1	S__3300024516_38	10	0.0490193583355742	0.0490193583355742	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_008974855.1	S__GCA_013911135.1	10	0.336264716935125	0.336264716935125	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_016838845.1	S__3300024058_12	10	0.0548178740622862	0.0548178740622862	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_008974855.1	S__GCA_011055585.1	10	0.113907191320808	0.113907191320808	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_004195625.1	S__3300027847_80	10	0.0925377694300137	0.0925377694300137	mi_aracne	mi_aracne	spearman	0	ST8
S__3300026264_34	S__GCA_001437625.1	10	0.0359010402919289	0.0359010402919289	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_004195625.1	S__GCA_001437625.1	10	0.0395596285977283	0.0395596285977283	mi_aracne	mi_aracne	spearman	0	ST8
S__GCA_013390475.1	S__3300020263_16	10	0.0278086017675038	0.0278086017675038	mi_aracne	mi_aracne	spearman	0	ST8
