from	to	threshold	weight	abs_weight	method	method_suffix	estimator	aracne_eps	core
S__3300024058_12	S__GCA_012974305.1	10	0.236281264522963	0.236281264522963	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__3300024058_12	S__GCA_001643535.1	10	0.203994192662004	0.203994192662004	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__3300024516_38	S__GCA_008974855.1	10	0.162060917760459	0.162060917760459	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_001543015.1	S__GCA_013390475.1	10	0.0964261880314311	0.0964261880314311	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__3300024516_38	S__GCA_013390475.1	10	0.223785353946443	0.223785353946443	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__3300024516_38	S__TARA_SOC_NCLDV_00026	10	0.15811730790348	0.15811730790348	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_016838795.1	S__GCA_905612295.1	10	0.374121753622175	0.374121753622175	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_013390475.1	S__GCA_905612295.1	10	0.293483349366835	0.293483349366835	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__TARA_SOC_NCLDV_00026	S__GCA_905612295.1	10	0.19869455327919	0.19869455327919	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_001543015.1	S__GCA_013911135.1	10	0.316432895280982	0.316432895280982	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_012974305.1	S__3300024431_33	10	0.264591439642181	0.264591439642181	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__3300024516_38	S__GCA_016276965.1	10	0.091979401275845	0.091979401275845	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_016838825.1	S__GCA_016276965.1	10	0.213082552852507	0.213082552852507	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_008974855.1	S__GCA_011055585.1	10	0.196375072036063	0.196375072036063	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_013911135.1	S__GCA_011055585.1	10	0.255076985855704	0.255076985855704	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_001643535.1	S__GCA_013215285.1	10	0.146248576416233	0.146248576416233	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__3300024431_33	S__3300026253_28	10	0.218694125653294	0.218694125653294	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__TARA_SOC_NCLDV_00026	S__GCA_905612455.1	10	0.0614886523242371	0.0614886523242371	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_905612295.1	S__GCF_012276695.1	10	0.422389495470091	0.422389495470091	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_905182815.1	S__GCF_012276695.1	10	0.560126034318497	0.560126034318497	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_013215285.1	S__GCA_012960805.1	10	0.296778590551216	0.296778590551216	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_001643535.1	S__GCA_001542995.1	10	0.0531661067430964	0.0531661067430964	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_016276965.1	S__GCA_001542995.1	10	0.203399753339323	0.203399753339323	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__TARA_SOC_NCLDV_00026	S__3300027997_10	10	0.0782041169281031	0.0782041169281031	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_016838825.1	S__3300027997_10	10	0.251500044181421	0.251500044181421	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_001543015.1	S__GCA_015659035.1	10	0.145328018815363	0.145328018815363	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__TARA_SOC_NCLDV_00026	S__GCA_015659035.1	10	0.145328018815363	0.145328018815363	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__3300026253_28	S__GCA_015659035.1	10	0.393531858640989	0.393531858640989	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCF_012276695.1	S__GCA_015659035.1	10	0.107961203902543	0.107961203902543	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__3300026253_28	S__IMGVR_UViG_3300027780_000015	10	0.109086909250524	0.109086909250524	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__3300006311_3	S__3300024058_22	10	0.390221103521257	0.390221103521257	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_012960805.1	S__3300024058_22	10	0.161068224096533	0.161068224096533	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_905612455.1	S__IMGVR_UViG_3300027687_000007	10	0.428449007960608	0.428449007960608	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_012960805.1	S__IMGVR_UViG_3300027687_000007	10	0.157629420111008	0.157629420111008	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_002317795.1	S__IMGVR_UViG_3300027687_000007	10	0.197532079585201	0.197532079585201	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__IMGVR_UViG_3300027780_000015	S__IMGVR_UViG_3300027687_000007	10	0.313798777797356	0.313798777797356	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__3300024058_12	S__3300020263_16	10	0.114055544321126	0.114055544321126	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_012960805.1	S__3300020263_16	10	0.26089482091042	0.26089482091042	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_013215285.1	S__GCA_017368835.1	10	0.161564001636343	0.161564001636343	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_001542995.1	S__Schulz_GVMAG_M_3300025652_16	10	0.118775143544115	0.118775143544115	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCF_012276695.1	S__GCA_017854145.1	10	0.210627117760413	0.210627117760413	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__IMGVR_UViG_3300027780_000015	S__GCA_017854145.1	10	2.74858463861661	2.74858463861661	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_015659035.1	S__3300020330_9	10	0.574131339041763	0.574131339041763	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
S__GCA_017368835.1	S__3300020330_9	10	0.627316772960866	0.627316772960866	mi_aracne	mi_aracne	spearman	0	GeoB25202_R1
