from	to	threshold	signed_weight	weight	abs_weight	method	method_suffix	threshold_value	core
S__3300024058_12	S__GCA_001643535.1	10	0.62359674761091	0.62359674761091	0.62359674761091	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__3300024058_12	S__GCA_001543015.1	10	0.612631685700161	0.612631685700161	0.612631685700161	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__3300026264_34	S__GCA_001543015.1	10	0.555826447616379	0.555826447616379	0.555826447616379	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__GCA_016838795.1	S__GCA_013390475.1	10	0.662861927075641	0.662861927075641	0.662861927075641	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__GCA_008974855.1	S__GCA_905612295.1	10	-0.720688355684697	0.720688355684697	0.720688355684697	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__GCA_008974855.1	S__GCA_013911135.1	10	0.557960793302821	0.557960793302821	0.557960793302821	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__GCA_012974305.1	S__3300024431_33	10	-0.647499592437736	0.647499592437736	0.647499592437736	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__GCA_016838825.1	S__GCA_016276965.1	10	0.643716648198943	0.643716648198943	0.643716648198943	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__GCA_008974855.1	S__GCA_011055585.1	10	0.717244076012957	0.717244076012957	0.717244076012957	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__GCA_905612295.1	S__GCA_011055585.1	10	-0.649589517531255	0.649589517531255	0.649589517531255	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__GCA_013911135.1	S__GCA_011055585.1	10	0.788000446526891	0.788000446526891	0.788000446526891	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__GCA_008974855.1	S__GCA_013215285.1	10	-0.562462868663616	0.562462868663616	0.562462868663616	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__GCA_012974305.1	S__3300026253_28	10	-0.566162154451034	0.566162154451034	0.566162154451034	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__3300024431_33	S__3300026253_28	10	0.679910381008544	0.679910381008544	0.679910381008544	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__3300024431_33	S__GCA_905182815.1	10	0.650026291791427	0.650026291791427	0.650026291791427	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__GCA_011055585.1	S__GCA_905182815.1	10	-0.709370826602887	0.709370826602887	0.709370826602887	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__GCA_905612455.1	S__GCA_905182815.1	10	0.62086055038649	0.62086055038649	0.62086055038649	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__3300024431_33	S__GCA_905612275.1	10	0.744534039744473	0.744534039744473	0.744534039744473	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__3300026253_28	S__GCA_905612275.1	10	0.759661423953637	0.759661423953637	0.759661423953637	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__GCA_905182815.1	S__GCA_905612275.1	10	0.600504864466432	0.600504864466432	0.600504864466432	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
S__GCA_016838825.1	S__3300024516_13	10	0.736636966759814	0.736636966759814	0.736636966759814	bicor_abs_threshold	bicor	0.55	GeoB25202_R1
