from	to	threshold	signed_weight	weight	abs_weight	method	method_suffix	threshold_value	core
S__GCA_016838795.1	S__GCA_016838825.1	10	0.556269980592913	0.556269980592913	0.556269980592913	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_002317795.1	S__GCA_001542995.1	10	0.714159622695942	0.714159622695942	0.714159622695942	pearson_abs_threshold	pearson	0.55	ST13
S__Schulz_GVMAG_M_3300025652_16	S__IMGVR_UViG_GVMAG-M-3300025652-16_000001	10	-0.626470823160097	0.626470823160097	0.626470823160097	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_016777225.1	S__IMGVR_UViG_3300038315_000065	10	-0.56097973694009	0.56097973694009	0.56097973694009	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_016838825.1	S__3300024058_22	10	0.582359066300964	0.582359066300964	0.582359066300964	pearson_abs_threshold	pearson	0.55	ST13
S__3300027847_80	S__GCA_017854145.1	10	0.592637004266322	0.592637004266322	0.592637004266322	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_016777225.1	S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	10	0.584986856290814	0.584986856290814	0.584986856290814	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_016838825.1	S__3300006311_3	10	0.593930616257491	0.593930616257491	0.593930616257491	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_016838825.1	S__3300027997_10	10	0.616127311887813	0.616127311887813	0.616127311887813	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_016777225.1	S__3300027997_10	10	0.614304061830322	0.614304061830322	0.614304061830322	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_016777225.1	S__TARA_ARC_NCLDV_00188	10	0.622003490263653	0.622003490263653	0.622003490263653	pearson_abs_threshold	pearson	0.55	ST13
S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	S__IMGVR_UViG_3300027833_000046	10	0.627433878899177	0.627433878899177	0.627433878899177	pearson_abs_threshold	pearson	0.55	ST13
S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	S__IMGVR_UViG_3300035195_000275	10	0.624257541872974	0.624257541872974	0.624257541872974	pearson_abs_threshold	pearson	0.55	ST13
S__TARA_ARC_NCLDV_00188	S__IMGVR_UViG_3300035195_000275	10	0.573351584150485	0.573351584150485	0.573351584150485	pearson_abs_threshold	pearson	0.55	ST13
S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	S__IMGVR_UViG_3300006467_000165	10	0.597860843703997	0.597860843703997	0.597860843703997	pearson_abs_threshold	pearson	0.55	ST13
S__IMGVR_UViG_3300027833_000046	S__IMGVR_UViG_3300006467_000165	10	0.654332620306398	0.654332620306398	0.654332620306398	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_016777225.1	S__GCA_905478185.1	10	0.576279189410047	0.576279189410047	0.576279189410047	pearson_abs_threshold	pearson	0.55	ST13
S__IMGVR_UViG_3300027780_000015	S__GCA_905478185.1	10	0.600770626393863	0.600770626393863	0.600770626393863	pearson_abs_threshold	pearson	0.55	ST13
S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	S__GCA_905478185.1	10	0.619649649958945	0.619649649958945	0.619649649958945	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_905612455.1	S__GCA_905182815.1	10	0.576499277369972	0.576499277369972	0.576499277369972	pearson_abs_threshold	pearson	0.55	ST13
S__3300020330_9	S__GCA_015659035.1	10	0.817588862013229	0.817588862013229	0.817588862013229	pearson_abs_threshold	pearson	0.55	ST13
S__IMGVR_UViG_3300006467_000165	S__GCA_003331785.1	10	0.713831757534402	0.713831757534402	0.713831757534402	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_016777225.1	S__3300027687_20	10	-0.59621130088821	0.59621130088821	0.59621130088821	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_002499015.1	S__3300027687_20	10	0.59649695597159	0.59649695597159	0.59649695597159	pearson_abs_threshold	pearson	0.55	ST13
S__IMGVR_UViG_3300038315_000065	S__3300027687_20	10	0.622666042875855	0.622666042875855	0.622666042875855	pearson_abs_threshold	pearson	0.55	ST13
S__3300027997_10	S__3300027687_20	10	-0.666970077785431	0.666970077785431	0.666970077785431	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_905612275.1	S__GCA_008975185.1	10	-0.552254660962811	0.552254660962811	0.552254660962811	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_015659035.1	S__GCA_008975185.1	10	0.604223779953261	0.604223779953261	0.604223779953261	pearson_abs_threshold	pearson	0.55	ST13
S__3300027687_20	S__TARA_ARC_108_MAG_00021	10	0.727604700140787	0.727604700140787	0.727604700140787	pearson_abs_threshold	pearson	0.55	ST13
S__3300024516_13	S__3300020263_16	10	0.658550716814385	0.658550716814385	0.658550716814385	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_016777225.1	S__GCA_905182465.1	10	0.586899498157358	0.586899498157358	0.586899498157358	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_001643535.1	S__GCA_905182465.1	10	0.551787799703737	0.551787799703737	0.551787799703737	pearson_abs_threshold	pearson	0.55	ST13
S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	S__GCA_905182465.1	10	0.566321244110579	0.566321244110579	0.566321244110579	pearson_abs_threshold	pearson	0.55	ST13
S__3300027997_10	S__GCA_905182465.1	10	0.782802943266659	0.782802943266659	0.782802943266659	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_003331785.1	S__GCA_905182465.1	10	0.668446571897687	0.668446571897687	0.668446571897687	pearson_abs_threshold	pearson	0.55	ST13
S__3300027687_20	S__GCA_905182465.1	10	-0.631498107305858	0.631498107305858	0.631498107305858	pearson_abs_threshold	pearson	0.55	ST13
S__TARA_ARC_108_MAG_00021	S__GCA_905182465.1	10	-0.619191548228688	0.619191548228688	0.619191548228688	pearson_abs_threshold	pearson	0.55	ST13
S__3300020263_16	S__GCA_905181595.1	10	0.629988705420721	0.629988705420721	0.629988705420721	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_017854145.1	S__GCA_014384505.1	10	0.57443266616876	0.57443266616876	0.57443266616876	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_905182865.1	S__GCA_014384505.1	10	0.699429295584278	0.699429295584278	0.699429295584278	pearson_abs_threshold	pearson	0.55	ST13
S__3300020263_16	S__GCA_014384505.1	10	0.687873001400579	0.687873001400579	0.687873001400579	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_905181595.1	S__GCA_014384505.1	10	0.784339324844515	0.784339324844515	0.784339324844515	pearson_abs_threshold	pearson	0.55	ST13
S__TARA_ARC_NCLDV_00188	S__IMGVR_UViG_3300031519_000018	10	0.560415847060801	0.560415847060801	0.560415847060801	pearson_abs_threshold	pearson	0.55	ST13
S__GCA_905478185.1	S__IMGVR_UViG_3300031519_000018	10	0.580398847701527	0.580398847701527	0.580398847701527	pearson_abs_threshold	pearson	0.55	ST13
S__3300020330_9	S__GCA_009392475.1	10	0.855042023811899	0.855042023811899	0.855042023811899	pearson_abs_threshold	pearson	0.55	ST13
