from	to	threshold	weight	abs_weight	method	method_suffix	estimator	aracne_eps	core
S__3300024431_33	S__GCA_016777225.1	10	0.131297301533611	0.131297301533611	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_001543015.1	S__GCA_001542995.1	10	0.0691177950365056	0.0691177950365056	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_002317795.1	S__GCA_001542995.1	10	0.320766119340262	0.320766119340262	mi_aracne	mi_aracne	spearman	0	ST13
S__Schulz_GVMAG_M_3300025652_16	S__IMGVR_UViG_3300027687_000007	10	0.120816069138663	0.120816069138663	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_016838825.1	S__3300027847_80	10	0.122683040165102	0.122683040165102	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_002317795.1	S__3300027847_80	10	0.117768706537256	0.117768706537256	mi_aracne	mi_aracne	spearman	0	ST13
S__Schulz_GVMAG_M_3300025652_16	S__IMGVR_UViG_GVMAG-M-3300025652-16_000001	10	0.192191449634166	0.192191449634166	mi_aracne	mi_aracne	spearman	0	ST13
S__3300027847_80	S__3300026253_28	10	0.133069291198936	0.133069291198936	mi_aracne	mi_aracne	spearman	0	ST13
S__3300026253_28	S__IMGVR_UViG_3300027780_000015	10	0.0853894901962166	0.0853894901962166	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_016838825.1	S__GCA_002499015.1	10	0.158385878595191	0.158385878595191	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_001542995.1	S__GCF_013407165.1	10	0.132113073436139	0.132113073436139	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_002499015.1	S__IMGVR_UViG_3300028535_000001	10	0.137993894023496	0.137993894023496	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_016838825.1	S__3300024058_22	10	0.186055839481754	0.186055839481754	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027687_000007	S__GCA_905612275.1	10	0.0607540237573589	0.0607540237573589	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027780_000015	S__GCA_905612275.1	10	0.136593869959087	0.136593869959087	mi_aracne	mi_aracne	spearman	0	ST13
S__3300027847_80	S__GCA_017854145.1	10	0.201742642984691	0.201742642984691	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027780_000015	S__GCA_017854145.1	10	0.0994322641299731	0.0994322641299731	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027687_000007	S__IMGVR_UViG_3300047157_000078	10	0.0512765422171572	0.0512765422171572	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027780_000015	S__IMGVR_UViG_3300047157_000078	10	0.0507523853190215	0.0507523853190215	mi_aracne	mi_aracne	spearman	0	ST13
S__3300026253_28	S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	10	0.0954361532624061	0.0954361532624061	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_001543015.1	S__3300006311_3	10	0.0823625413563629	0.0823625413563629	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_016838825.1	S__3300006311_3	10	0.240353194388653	0.240353194388653	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027813_000042	S__3300006311_3	10	0.0856448377081201	0.0856448377081201	mi_aracne	mi_aracne	spearman	0	ST13
S__Schulz_GVMAG_S_1024967_63	S__3300006311_3	10	0.0988708834108012	0.0988708834108012	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_016838795.1	S__3300027997_10	10	0.18852672009172	0.18852672009172	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_016838825.1	S__3300027997_10	10	0.203057037046039	0.203057037046039	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_016777225.1	S__3300027997_10	10	0.274181505447792	0.274181505447792	mi_aracne	mi_aracne	spearman	0	ST13
S__3300024058_22	S__GCA_001437625.1	10	0.121908120913953	0.121908120913953	mi_aracne	mi_aracne	spearman	0	ST13
S__3300027847_80	S__GCA_004195625.1	10	0.174912863827466	0.174912863827466	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300047157_000078	S__GCA_003545625.1	10	0.0930998289222508	0.0930998289222508	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_016777225.1	S__TARA_ARC_NCLDV_00188	10	0.261755172264022	0.261755172264022	mi_aracne	mi_aracne	spearman	0	ST13
S__3300024431_33	S__3300024516_38	10	0.0713335198375498	0.0713335198375498	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_002317795.1	S__3300024516_38	10	0.0715162707350929	0.0715162707350929	mi_aracne	mi_aracne	spearman	0	ST13
S__Schulz_GVMAG_M_3300025652_16	S__IMGVR_UViG_3300049783_000307	10	0.104753104980223	0.104753104980223	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_001543015.1	S__GCA_016276965.1	10	0.117203208987306	0.117203208987306	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_001643535.1	S__IMGVR_UViG_3300035195_000275	10	0.286133157103311	0.286133157103311	mi_aracne	mi_aracne	spearman	0	ST13
S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	S__IMGVR_UViG_3300035195_000275	10	0.250851852567876	0.250851852567876	mi_aracne	mi_aracne	spearman	0	ST13
S__TARA_ARC_NCLDV_00188	S__IMGVR_UViG_3300035195_000275	10	0.150386798373968	0.150386798373968	mi_aracne	mi_aracne	spearman	0	ST13
S__3300024516_38	S__IMGVR_UViG_3300035195_000275	10	0.0880166565756323	0.0880166565756323	mi_aracne	mi_aracne	spearman	0	ST13
S__TARA_ARC_NCLDV_00188	S__GCA_905181765.1	10	0.117957616485261	0.117957616485261	mi_aracne	mi_aracne	spearman	0	ST13
S__3300026264_34	S__3300020300_16	10	0.0645969752095176	0.0645969752095176	mi_aracne	mi_aracne	spearman	0	ST13
S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	S__IMGVR_UViG_3300006467_000165	10	0.292939537372358	0.292939537372358	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027833_000046	S__IMGVR_UViG_3300006467_000165	10	0.354045654471474	0.354045654471474	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_016276965.1	S__GCA_905612455.1	10	0.127669816613693	0.127669816613693	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027780_000015	S__GCA_905478185.1	10	0.17424440290356	0.17424440290356	mi_aracne	mi_aracne	spearman	0	ST13
S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	S__GCA_905478185.1	10	0.230552681903269	0.230552681903269	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_002499015.1	S__3300020187_18	10	0.091811949180671	0.091811949180671	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_001437625.1	S__3300020187_18	10	0.0578521327742468	0.0578521327742468	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_905478615.1	S__3300020187_18	10	0.151736514122247	0.151736514122247	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027687_000007	S__GCA_905182815.1	10	0.0714248597498672	0.0714248597498672	mi_aracne	mi_aracne	spearman	0	ST13
S__3300026264_34	S__GCA_905182815.1	10	0.127869490432997	0.127869490432997	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_001437625.1	S__GCA_905182865.1	10	0.129206200408399	0.129206200408399	mi_aracne	mi_aracne	spearman	0	ST13
S__Schulz_GVMAG_S_1024967_63	S__3300024058_12	10	0.273571924874022	0.273571924874022	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300006467_000165	S__GCA_003331785.1	10	0.551287624137281	0.551287624137281	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_002499015.1	S__3300027687_20	10	0.219786250421797	0.219786250421797	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300038315_000065	S__3300027687_20	10	0.304853626485467	0.304853626485467	mi_aracne	mi_aracne	spearman	0	ST13
S__3300027997_10	S__3300027687_20	10	0.200155858014285	0.200155858014285	mi_aracne	mi_aracne	spearman	0	ST13
S__3300024431_33	S__GCA_012960805.1	10	0.0967564079076083	0.0967564079076083	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_016276965.1	S__GCA_012960805.1	10	0.142327038383059	0.142327038383059	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_905612275.1	S__GCA_008975185.1	10	0.102327643609644	0.102327643609644	mi_aracne	mi_aracne	spearman	0	ST13
S__3300027687_20	S__TARA_ARC_108_MAG_00021	10	0.403066585461759	0.403066585461759	mi_aracne	mi_aracne	spearman	0	ST13
S__3300024516_13	S__3300020263_16	10	0.273206777154066	0.273206777154066	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300049783_000307	S__3300020263_16	10	0.165008676589437	0.165008676589437	mi_aracne	mi_aracne	spearman	0	ST13
S__GCF_013407165.1	S__GCA_905182465.1	10	0.0747607132296541	0.0747607132296541	mi_aracne	mi_aracne	spearman	0	ST13
S__3300027997_10	S__GCA_905182465.1	10	0.642232609612652	0.642232609612652	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_002317795.1	S__GCA_003526595.1	10	0.159475660834795	0.159475660834795	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300027687_000007	S__GCA_003526595.1	10	0.0497871756857129	0.0497871756857129	mi_aracne	mi_aracne	spearman	0	ST13
S__GCF_013407165.1	S__GCA_003526595.1	10	0.149194421771457	0.149194421771457	mi_aracne	mi_aracne	spearman	0	ST13
S__3300020300_16	S__GCA_905181595.1	10	0.171425226585194	0.171425226585194	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_905182865.1	S__GCA_014384505.1	10	0.28172052339501	0.28172052339501	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_3300020166_000015	S__GCA_014384505.1	10	0.0868256328005237	0.0868256328005237	mi_aracne	mi_aracne	spearman	0	ST13
S__3300020263_16	S__GCA_014384505.1	10	0.188704195291347	0.188704195291347	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_905181595.1	S__GCA_014384505.1	10	0.355776892192868	0.355776892192868	mi_aracne	mi_aracne	spearman	0	ST13
S__IMGVR_UViG_GVMAG-M-3300025652-16_000001	S__IMGVR_UViG_3300031519_000018	10	0.0861056740138653	0.0861056740138653	mi_aracne	mi_aracne	spearman	0	ST13
S__GCA_905478185.1	S__IMGVR_UViG_3300031519_000018	10	0.221601164374962	0.221601164374962	mi_aracne	mi_aracne	spearman	0	ST13
