taxon	threshold	taxon_index	domain	phylum	class	n_samples	n_cores	total_reads	pct_damaged	has_kegg	genome_id	functional_group	display_category	ecological_role	signal_source	tea_primary	guild_tier	confidence_score	assignment_rule_id	kegg_state	group_completeness	modules_scored	module_completeness_detail	markers_detected	marker_gene_names	key_reference	doi	virus_role	mean_clr	sd_clr	mean_abs_clr	max_abs_clr	mean_abundance	prevalence_samples	prevalence_cores
S__3300027668_18	3	46	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	7	4	413021	100	TRUE	3300027668_18	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET	""		""	""	""	Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	""	-0.470509451755846	1.48868361522284	0.872692626067176	8.54951491552544	60.1121495327103	0.018716577540107	1
S__3300027685_18	3	47	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	3	2	317455	100	TRUE	3300027685_18	Particle_heterotroph	Particle-attached	Pelagic_heterotroph	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""	-0.621004646670564	1.05707610759413	0.761453856977008	5.96294289947338	24.7102803738318	0.00802139037433155	0.5
S__3300027685_31	3	48	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	3	1	214844	100	TRUE	3300027685_31	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.623493664943621	0.956055493892611	0.737083973602168	4.20721991054141	20.5934579439252	0.00802139037433155	0.25
S__3300027685_58	3	49	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	5	3	62919	100	TRUE	3300027685_58	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_AOA	""		""	""	""	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	-0.527152317186458	1.59029168105719	0.900199254965325	9.78773172510486	135.523364485981	0.0133689839572193	0.75
S__3300027687_10	3	50	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	3	2	462593	100	TRUE	3300027687_10	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.5	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.626870744556303	1.01600987738434	0.753134194892405	5.5581465516506	16.2663551401869	0.00802139037433155	0.5
S__3300027687_20	3	51	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	40	4	1271050	100	TRUE	3300027687_20	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	0.855506576487342	2.93426118511824	1.69556615116898	7.68469270332286	577.364485981309	0.106951871657754	1
S__3300027752_17	3	52	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	38	4	1588530	100	TRUE	3300027752_17	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	0.754563005405368	2.59026725859978	1.45225984849272	7.27497389129261	405.61214953271	0.101604278074866	1
S__3300027771_26	3	53	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	13	4	262463	100	TRUE	3300027771_26	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.12	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.226810091079376	1.81785627054617	0.97958303167521	7.48708671654346	138.803738317757	0.0347593582887701	1
S__3300027779_22	3	54	d__Bacteria	p__Marinisomatota	c__Marinisomatia	17	4	798153	100	TRUE	3300027779_22	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.62	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.0580225006435987	1.85289501956006	0.989441365006975	6.82703680945274	210.733644859813	0.0454545454545455	1
S__3300027779_26	3	55	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	7	3	238207	100	TRUE	3300027779_26	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	-0.463369734755863	1.19178645538797	0.776744051846647	5.9192921133741	67.7757009345794	0.018716577540107	0.75
S__3300027779_27	3	56	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	8	3	255067	100	TRUE	3300027779_27	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	-0.41927650353952	1.25943458014942	0.791089274736799	6.11854493082812	89.0981308411215	0.0213903743315508	0.75
S__3300027791_27	3	57	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	26	4	959137	100	TRUE	3300027791_27	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	0.285156686600735	2.22845061617896	1.1870209085702	7.4342033742769	289.238317757009	0.0695187165775401	1
S__3300027801_13	3	58	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	3	2	418602	100	TRUE	3300027801_13	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.62	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.619028123735633	1.06937545506288	0.763760723874726	5.95331847467123	28.7056074766355	0.00802139037433155	0.5
S__3300027801_51	3	59	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	4	2	160357	100	TRUE	3300027801_51	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET	""		""	""	""	Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	""	-0.590798773287333	1.19788963595986	0.799399535420409	7.41630263698477	21.5607476635514	0.0106951871657754	0.5
S__3300027801_7	3	60	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	7	2	781416	100	TRUE	3300027801_7	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.33;W00008:0.33;W00010:1;W00011:0.75	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.46227832556415	1.20995210666809	0.781882047662267	6.2336626507961	69.9018691588785	0.018716577540107	0.5
S__3300027827_16	3	61	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	28	4	588348	100	TRUE	3300027827_16	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	0.363762087511915	2.4204822748018	1.29289997862017	7.48602147853711	311.341121495327	0.0748663101604278	1
S__3300027833_15	3	62	d__Bacteria	p__Bacteroidota	c__Bacteroidia	3	1	78535	100	TRUE	3300027833_15	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.5	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.620522897700531	1.2036579222955	0.801507226063334	6.56060896119555	25.6401869158879	0.00802139037433155	0.25
S__3300027844_60	3	63	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	4	2	137346	100	TRUE	3300027844_60	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	-0.581455143558157	1.00536913153321	0.742594318111242	4.37758622944786	35.4252336448598	0.0106951871657754	0.5
S__3300027844_72	3	64	d__Bacteria	p__Marinisomatota	c__Marinisomatia	9	3	229730	100	TRUE	3300027844_72	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.384641915973199	1.30148403292542	0.801824098374886	5.91423695555009	89.6635514018692	0.0240641711229947	0.75
S__3300027844_79	3	65	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	18	4	382744	100	TRUE	3300027844_79	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	-0.014490889392442	1.85442199033726	0.987349283323287	6.99402010893121	234.911214953271	0.0481283422459893	1
S__3300027847_80	3	66	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	56	4	939263	100	TRUE	3300027847_80	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	1.58548371845587	3.4706989076169	2.24450608566985	8.93359319438074	1350.05607476636	0.149732620320856	1
S__3300027883_17	3	67	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	6	2	490626	100	TRUE	3300027883_17	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.5	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.504826952760489	1.1058213617132	0.758292656830334	5.05771141511887	52.5186915887851	0.0160427807486631	0.5
S__3300027997_10	3	68	d__Bacteria	p__Planctomycetota	c__Planctomycetia	25	4	863354	100	TRUE	3300027997_10	Particle_heterotroph	Particle-attached	Unknown	particle_associated	O2	Tier1_taxonomy_conserved	0.85	GTDB_PARTICLE_HET	""		""	""	""	Polysaccharide degradation	Teeling et al. 2012 Science	10.1126/science.1218344	""	0.295765581393619	2.68413591443138	1.40292645566793	9.80277495569282	638.257009345794	0.0668449197860963	1
S__GCA_000213395.2	3	69	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	19	4	337342	100	TRUE	GCA_000213395.2	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET	""		""	""	""	Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	""	0.0214294886981548	1.92058017380308	1.01876540242065	6.98345249591085	237.626168224299	0.0508021390374332	1
S__GCA_000383355.1	3	70	d__Bacteria	p__Bacteroidota	c__Bacteroidia	11	3	767898	100	TRUE	GCA_000383355.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.75	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.311685657918182	1.64237509278541	0.917525601218832	6.49585666140281	99.1121495327103	0.0294117647058824	0.75
S__GCA_000402075.1	3	71	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	24	4	394168	100	TRUE	GCA_000402075.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	0.213065799259656	2.19834562122573	1.16338338374092	7.57493764470456	287.789719626168	0.0641711229946524	1
S__GCA_001437625.1	3	72	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	55	4	1346852	100	TRUE	GCA_001437625.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	1.44559727337675	3.32946919127109	2.14113941735492	8.59636763876294	722.504672897196	0.147058823529412	1
S__GCA_001510275.1	3	73	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	12	3	302114	100	TRUE	GCA_001510275.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	-0.245553539976396	2.05646931355182	1.07438637015933	9.00086021365839	208.144859813084	0.0320855614973262	0.75
S__GCA_001542995.1	3	74	d__Bacteria	p__Nitrospinota	c__Nitrospinia	43	4	823119	100	TRUE	GCA_001542995.1	Nitrite_oxidation_NOB	Nitrite oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_NOB	""		""	""	""	nxrA/nxrB (K00370/K00371)	Daims et al. 2015 Nature; Koch et al. 2015 PNAS	10.1038/nature16461; 10.1073/pnas.1506533112	""	1.00421308358322	3.07788803225833	1.79059830289639	9.91313524202058	664.85046728972	0.114973262032086	1
S__GCA_001543015.1	3	75	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	106	4	5205072	100	TRUE	GCA_001543015.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	4.00990275623471	4.52563095537637	4.37703167656946	11.6695696176478	8153.1214953271	0.283422459893048	1
S__GCA_001643535.1	3	76	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	39	3	900448	100	TRUE	GCA_001643535.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.12	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	0.913218952913922	3.58612701593604	2.08620297200052	10.6570595948621	1004.45327102804	0.10427807486631	0.75
S__GCA_002082295.1	3	77	d__Bacteria	p__SAR324	c__SAR324	19	3	989576	100	TRUE	GCA_002082295.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:1;W00011:0.5	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	0.007703682996451	2.0040613988036	1.06115837571657	8.28566801002036	233.644859813084	0.0508021390374332	0.75
S__GCA_002168195.1	3	78	d__Bacteria	p__Planctomycetota	c__Planctomycetia	5	1	351283	100	TRUE	GCA_002168195.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.554168155843026	1.32456536394846	0.832535858628962	7.74192147801684	32.1028037383178	0.0133689839572193	0.25
S__GCA_002295725.1	3	79	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	10	4	690189	100	TRUE	GCA_002295725.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier2_kegg_partial	0.6	KEGG_CORE_HET	""		""	""	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.335000108085252	1.78447242995361	0.96040547299536	9.15647930974449	211.626168224299	0.0267379679144385	1
S__GCA_002313235.1	3	80	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	13	4	458803	100	TRUE	GCA_002313235.1	Unknown	Other	Unknown	uncertain	Unknown	Tier3_unknown	0.1	""	""		""	""	""	""	""	""	""	-0.223745534101628	1.70373319732697	0.926426873374473	7.77907556734498	156.593457943925	0.0347593582887701	1
S__GCA_002317795.1	3	81	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	50	4	1004599	100	TRUE	GCA_002317795.1	Nitrification_AOA	Ammonia oxidizers	Nitrifier	pelagic_export	O2	Tier1_kegg_present	0.895	KEGG_AOA_AMO	present	0.5	M00528	M00528:0.5	K10944	amoA (K10944)	Könneke et al. 2005 Nature	10.1038/nature04066	""	1.2764836099447	3.36618563709884	2.06984829943541	9.95882426885446	871.981308411215	0.133689839572193	1
S__GCA_002335045.1	3	82	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	11	3	120675	100	TRUE	GCA_002335045.1	Sulfate_reduction_diagenetic	Diagenetic	Diagenetic_SRB	diagenetic_in_situ	SO4--	Tier1_kegg_present	0.99	KEGG_SRB	present	1	M00596	M00596:1	K11180;K11181	dsrA/dsrB (K11180/K11181)	Müller et al. 2015 ISME J	10.1038/ismej.2014.208	""	-0.300337031328141	1.61652239901281	0.900253743608701	8.03330037442358	128.654205607477	0.0294117647058824	0.75
S__GCA_002457605.1	3	83	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	7	2	79629	100	TRUE	GCA_002457605.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	-0.471866226580408	1.54197467269574	0.897227554054063	6.87101534460206	52.3831775700935	0.018716577540107	0.5
S__GCA_002499015.1	3	84	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	39	4	1360969	100	TRUE	GCA_002499015.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	0.855271250933835	3.02325111034869	1.73574756133948	7.80154870339045	775.654205607477	0.10427807486631	1
S__GCA_002499365.1	3	85	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	9	1	121966	100	TRUE	GCA_002499365.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	-0.40076467919021	1.64920248459373	0.934090894972148	6.85391128519535	60.7009345794393	0.0240641711229947	0.25
S__GCA_002699665.1	3	86	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	4	3	96008	100	TRUE	GCA_002699665.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	-0.574355410604523	1.32197366953736	0.825000101287942	7.97869871003341	70.8831775700935	0.0106951871657754	0.75
S__GCA_002701645.1	3	87	d__Bacteria	p__Marinisomatota	c__Marinisomatia	9	3	80166	100	TRUE	GCA_002701645.1	Pelagic_heterotroph	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_PELAGIC_HET	""		""	""	""	Core carbon metabolism	Giovannoni 2017 Annu Rev Mar Sci	10.1146/annurev-marine-010814-015934	""	-0.381763580615506	1.31348070273923	0.804702433732579	6.01036353882865	96.5654205607477	0.0240641711229947	0.75
S__GCA_002713705.1	3	88	d__Bacteria	p__Bacteroidota	c__Bacteroidia	6	2	530129	100	TRUE	GCA_002713705.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.5	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.500117833483478	1.47038135423005	0.868741337099138	7.2211026037047	62.9719626168224	0.0160427807486631	0.5
S__GCA_002816875.1	3	89	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	4	2	187876	100	TRUE	GCA_002816875.1	Dehalococcoidia	Diagenetic	Diagenetic_acetogen	diagenetic_in_situ	CO2	Tier1_taxonomy_conserved	0.85	GTDB_ACETO_DIAG	""		""	""	""	acsB/fhs (WL pathway)	Drake et al. 2008 Ann NY Acad Sci; Ragsdale & Pierce 2008 Biochim Biophys Acta	10.1196/annals.1419.016; 10.1016/j.bbapap.2008.08.012	""	-0.572051875464234	1.3422067608741	0.83040780209519	8.13525293586423	63.3224299065421	0.0106951871657754	0.5
S__GCA_003229345.1	3	90	d__Bacteria	p__Nitrospinota	c__Nitrospinia	10	4	468325	100	TRUE	GCA_003229345.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.25	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.334379587826853	1.86465136589046	0.996276928301194	9.54047186296193	176.294392523364	0.0267379679144385	1
S__GCA_003230615.1	3	91	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	4	2	280249	100	TRUE	GCA_003230615.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:1;W00008:0.33;W00010:0;W00011:0.38	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.571613996552585	1.34787599433025	0.830992538071113	8.13044176084758	75.9018691588785	0.0106951871657754	0.5
S__GCA_003331785.1	3	92	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	19	4	387473	100	TRUE	GCA_003331785.1	Oxygenic_photosynthesis	Cyanobacteria	Primary_producer	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_CYANO	""		""	""	""	psbA (K02703)	Falkowski & Raven 2007 Aquatic Photosynthesis	10.1515/9781400849727	""	0.0418289152715699	2.39633633993872	1.24429148652809	8.17294371484498	323.238317757009	0.0508021390374332	1
S__GCA_003526595.1	3	93	d__Bacteria	p__Nitrospinota	c__Nitrospinia	26	4	493378	100	TRUE	GCA_003526595.1	Nitrite_oxidation_NOB	Nitrite oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_NOB	""		""	""	""	nxrA/nxrB (K00370/K00371)	Daims et al. 2015 Nature; Koch et al. 2015 PNAS	10.1038/nature16461; 10.1073/pnas.1506533112	""	0.315607092376781	2.40590415916132	1.27226070561669	7.90773379323037	450.401869158879	0.0695187165775401	1
S__GCA_003545625.1	3	94	d__Bacteria	p__Nitrospinota	c__Nitrospinia	17	4	389076	100	TRUE	GCA_003545625.1	Nitrite_oxidation_NOB	Nitrite oxidizers	Nitrifier	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_NOB	""		""	""	""	nxrA/nxrB (K00370/K00371)	Daims et al. 2015 Nature; Koch et al. 2015 PNAS	10.1038/nature16461; 10.1073/pnas.1506533112	""	-0.0632997031216504	2.16424453224143	1.13254192119252	7.84183716192466	240.644859813084	0.0454545454545455	1
S__GCA_003672175.1	3	95	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	37	4	1014927	100	TRUE	GCA_003672175.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	0.806388498457469	2.87022576748305	1.5773208966291	8.59094422151447	793.934579439252	0.0989304812834225	1
S__GCA_004195625.1	3	96	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	55	4	1079962	100	TRUE	GCA_004195625.1	Pelagic_heterotroph_MGII	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_taxonomy_conserved	0.85	GTDB_MGII	""		""	""	""	GTDB c__Poseidoniia	Rinke et al. 2019 ISME J; Zhang et al. 2015 Front Microbiol	10.1038/s41396-018-0282-y; 10.3389/fmicb.2015.01108	""	1.43725509511123	3.47201839808306	2.25319007764458	8.199781534301	756.186915887851	0.147058823529412	1
S__GCA_004356105.1	3	97	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	5	4	998931	100	TRUE	GCA_004356105.1	Core_heterotrophy	Heterotrophs	Pelagic_heterotroph	pelagic_export	O2	Tier1_kegg_present	0.99	KEGG_CORE_HET	present	1	M00307;W00008;W00010;W00011	M00307:0.67;W00008:1;W00010:0;W00011:0.75	""	TCA cycle + glycolysis	Universal heterotrophic metabolism	""	""	-0.521247023893059	1.50653482375287	0.868601634014901	8.8473539825612	146.07476635514	0.0133689839572193	1
