threshold	method	taxon	consensus_module	mean_assignment_entropy	sites_present
prev_3	mi_aracne	S__3300000179_4	M3	1.4722193	2
prev_3	mi_aracne	S__3300001683_28	M3	0.0	4
prev_3	mi_aracne	S__3300002239_5	M3	1.4722193	2
prev_3	mi_aracne	S__3300005253_25	M3	0.7361097	3
prev_3	mi_aracne	S__3300006311_3	M3	0.0	4
prev_3	mi_aracne	S__3300020187_18	M3	0.0	4
prev_3	mi_aracne	S__3300020263_16	M3	0.0	4
prev_3	mi_aracne	S__3300020300_16	M3	1.7958132e-22	4
prev_3	mi_aracne	S__3300020303_2	M3	1.4722193	2
prev_3	mi_aracne	S__3300020317_19	M3	1.4722193	2
prev_3	mi_aracne	S__3300020330_9	M3	0.0	4
prev_3	mi_aracne	S__3300020364_17	M3	0.7361097	3
prev_3	mi_aracne	S__3300020389_47	M3	1.4722193	2
prev_3	mi_aracne	S__3300020444_12	M3	1.4722193	2
prev_3	mi_aracne	S__3300024058_12	M3	0.7357219	4
prev_3	mi_aracne	S__3300024058_15	M3	0.0	4
prev_3	mi_aracne	S__3300024058_22	M3	0.0	4
prev_3	mi_aracne	S__3300024060_20	M3	0.0	4
prev_3	mi_aracne	S__3300024060_27	M3	1.0492669e-14	4
prev_3	mi_aracne	S__3300024313_13	M3	2.208329	1
prev_3	mi_aracne	S__3300024353_106	M3	0.7361097	3
prev_3	mi_aracne	S__3300024353_29	M3	1.4722193	2
prev_3	mi_aracne	S__3300024353_52	M3	1.4722193	2
prev_3	mi_aracne	S__3300024429_35	M15	2.944051	1
prev_3	mi_aracne	S__3300024431_33	M3	0.0	4
prev_3	mi_aracne	S__3300024431_52	M3	1.4722193	2
prev_3	mi_aracne	S__3300024516_13	M3	0.0	4
prev_3	mi_aracne	S__3300024516_18	M3	0.0	4
prev_3	mi_aracne	S__3300024516_24	M3	1.4722193	2
prev_3	mi_aracne	S__3300024516_26	M3	0.0	4
prev_3	mi_aracne	S__3300024516_38	M3	0.0	4
prev_3	mi_aracne	S__3300025232_4	M3	0.7361097	3
prev_3	mi_aracne	S__3300025243_6	M3	0.0	4
prev_3	mi_aracne	S__3300025276_12	M3	0.7361097	3
prev_3	mi_aracne	S__3300025690_38	M3	0.7361097	3
prev_3	mi_aracne	S__3300025894_53	M3	0.7361097	3
prev_3	mi_aracne	S__3300026080_15	M3	0.7361097	3
prev_3	mi_aracne	S__3300026087_14	M3	0.0	4
prev_3	mi_aracne	S__3300026108_2	M3	0.0	4
prev_3	mi_aracne	S__3300026119_12	M3	0.0	4
prev_3	mi_aracne	S__3300026119_8	M3	0.7361097	3
prev_3	mi_aracne	S__3300026253_28	M3	0.0	4
prev_3	mi_aracne	S__3300026253_8	M3	0.7361097	3
prev_3	mi_aracne	S__3300026264_29	M3	0.7361097	3
prev_3	mi_aracne	S__3300026264_34	M3	5.9e-44	4
prev_3	mi_aracne	S__3300027668_18	M3	0.0	4
prev_3	mi_aracne	S__3300027685_18	M3	1.4722193	2
prev_3	mi_aracne	S__3300027685_31	M3	2.208329	1
prev_3	mi_aracne	S__3300027685_58	M3	1.4718316	3
prev_3	mi_aracne	S__3300027687_10	M3	1.4722193	2
prev_3	mi_aracne	S__3300027687_20	M3	0.0	4
prev_3	mi_aracne	S__3300027752_17	M3	0.0	4
prev_3	mi_aracne	S__3300027771_26	M3	0.0	4
prev_3	mi_aracne	S__3300027779_22	M3	0.0	4
prev_3	mi_aracne	S__3300027779_26	M3	0.7361097	3
prev_3	mi_aracne	S__3300027779_27	M3	0.7361097	3
prev_3	mi_aracne	S__3300027791_27	M3	0.0	4
prev_3	mi_aracne	S__3300027801_13	M3	1.4722193	2
prev_3	mi_aracne	S__3300027801_51	M3	1.4722193	2
prev_3	mi_aracne	S__3300027801_7	M3	1.4722193	2
prev_3	mi_aracne	S__3300027827_16	M3	0.0	4
prev_3	mi_aracne	S__3300027833_15	M3	2.208329	1
prev_3	mi_aracne	S__3300027844_60	M3	1.4722193	2
prev_3	mi_aracne	S__3300027844_72	M3	0.7361097	3
prev_3	mi_aracne	S__3300027844_79	M3	0.0	4
