taxon	threshold	method	module_kmeans	embedding_1	embedding_2	pca_1	pca_2	module_entropy_proxy	module_count	silhouette
S__3300000179_4	prev_3	mi_aracne	M1	0.7058633	-0.5528697	2.050146	-1.5633805	0.0	2	0.7468155026435852
S__3300001683_28	prev_3	mi_aracne	M1	0.6880039	-0.19915482	1.0284363	-1.9622846	0.0	2	0.7468155026435852
S__3300002239_5	prev_3	mi_aracne	M1	0.6914991	-0.26271337	2.3248308	-1.919423	0.0	2	0.7468155026435852
S__3300005253_25	prev_3	mi_aracne	M1	0.42850646	-0.18226197	0.49785036	-2.223023	0.0	2	0.7468155026435852
S__3300006311_3	prev_3	mi_aracne	M2	-1.6638333	-0.8900487	-9.929009	-0.17335999	0.0	2	0.7468155026435852
S__3300020187_18	prev_3	mi_aracne	M1	0.89568937	-0.080450654	1.5333929	-2.5195055	0.0	2	0.7468155026435852
S__3300020263_16	prev_3	mi_aracne	M2	-1.7983285	-0.90285486	-9.408886	0.34146988	0.0	2	0.7468155026435852
S__3300020300_16	prev_3	mi_aracne	M2	-1.659838	-0.9206536	-10.040026	-0.10091233	0.0	2	0.7468155026435852
S__3300020303_2	prev_3	mi_aracne	M1	0.6237296	-0.66076875	2.4829829	-0.94967395	0.0	2	0.7468155026435852
S__3300020317_19	prev_3	mi_aracne	M1	0.3203099	-0.71703494	3.298895	0.41513073	0.0	2	0.7468155026435852
S__3300020330_9	prev_3	mi_aracne	M2	-1.6527047	-0.847108	-8.5295725	0.98662674	0.0	2	0.7468155026435852
S__3300020364_17	prev_3	mi_aracne	M1	0.5691651	-0.3180385	1.3548378	-2.0548	0.0	2	0.7468155026435852
S__3300020389_47	prev_3	mi_aracne	M1	0.1424668	-0.8321835	2.1510623	-0.1684987	0.0	2	0.7468155026435852
S__3300020444_12	prev_3	mi_aracne	M1	0.28604046	-0.81974816	1.7686348	-0.7140728	0.0	2	0.7468155026435852
S__3300024058_12	prev_3	mi_aracne	M1	-0.22597346	-0.6469211	-3.2107837	-2.4210963	0.0	2	0.7468155026435852
S__3300024058_15	prev_3	mi_aracne	M1	0.16108245	-0.41107184	0.48259008	-1.1154146	0.0	2	0.7468155026435852
S__3300024058_22	prev_3	mi_aracne	M2	-1.8590903	-0.8931292	-10.361865	0.3771286	0.0	2	0.7468155026435852
S__3300024060_20	prev_3	mi_aracne	M1	0.0948465	-0.43677106	0.26255485	-1.0111487	0.0	2	0.7468155026435852
S__3300024060_27	prev_3	mi_aracne	M2	-1.6224952	-0.9425321	-8.220354	0.9034214	0.0	2	0.7468155026435852
S__3300024313_13	prev_3	mi_aracne	M1	0.64271337	-0.5304997	5.840674	-0.18790275	0.0	2	0.7468155026435852
S__3300024353_106	prev_3	mi_aracne	M1	0.08707961	-0.59502333	1.0307107	-0.251301	0.0	2	0.7468155026435852
S__3300024353_29	prev_3	mi_aracne	M1	0.62205243	-0.31044653	2.2004623	-1.9221547	0.0	2	0.7468155026435852
S__3300024353_52	prev_3	mi_aracne	M1	-1.2286924	-0.3481917	-2.8316276	-0.76325023	0.0	2	0.7468155026435852
S__3300024429_35	prev_3	mi_aracne	M1	0.77266467	-0.2048958	1.0860604	-2.8145108	0.0	2	0.7468155026435852
S__3300024431_33	prev_3	mi_aracne	M2	-1.7060163	-0.9452243	-10.147052	-0.0132908225	0.0	2	0.7468155026435852
S__3300024431_52	prev_3	mi_aracne	M1	0.86108303	-0.26192167	1.599014	-2.2577174	0.0	2	0.7468155026435852
S__3300024516_13	prev_3	mi_aracne	M2	-1.7076893	-0.9253416	-10.077346	-0.18568629	0.0	2	0.7468155026435852
S__3300024516_18	prev_3	mi_aracne	M1	0.642517	-0.24988896	0.97774833	-1.6586033	0.0	2	0.7468155026435852
S__3300024516_24	prev_3	mi_aracne	M1	0.5393062	-0.6880901	2.2209957	-0.99635136	0.0	2	0.7468155026435852
S__3300024516_26	prev_3	mi_aracne	M1	0.587406	-0.28858232	0.83208555	-1.5256336	0.0	2	0.7468155026435852
S__3300024516_38	prev_3	mi_aracne	M2	-1.4769378	-0.7524516	-8.902733	-0.051750004	0.0	2	0.7468155026435852
S__3300025232_4	prev_3	mi_aracne	M2	-1.466341	-0.8890038	-6.3211865	0.757372	0.0	2	0.7468155026435852
S__3300025243_6	prev_3	mi_aracne	M1	0.010929145	-0.44439217	0.6306919	-0.6875997	0.0	2	0.7468155026435852
S__3300025276_12	prev_3	mi_aracne	M1	0.82064456	-0.23379594	1.4129131	-2.1715345	0.0	2	0.7468155026435852
S__3300025690_38	prev_3	mi_aracne	M1	0.07902647	-0.55414927	1.6232301	-0.5490089	0.0	2	0.7468155026435852
S__3300025894_53	prev_3	mi_aracne	M1	0.844913	-0.22771832	1.4432629	-2.2239137	0.0	2	0.7468155026435852
S__3300026080_15	prev_3	mi_aracne	M1	0.78165287	-0.33382297	1.48177	-1.8828691	0.0	2	0.7468155026435852
S__3300026087_14	prev_3	mi_aracne	M1	0.506067	-0.33237672	0.82358015	-1.5420866	0.0	2	0.7468155026435852
S__3300026108_2	prev_3	mi_aracne	M1	0.34064567	-0.3662821	0.14809367	-1.6937178	0.0	2	0.7468155026435852
S__3300026119_12	prev_3	mi_aracne	M2	-1.8361706	-0.95681465	-8.80731	0.6499088	0.0	2	0.7468155026435852
S__3300026119_8	prev_3	mi_aracne	M1	0.5348415	-0.33738577	1.256782	-2.0245705	0.0	2	0.7468155026435852
S__3300026253_28	prev_3	mi_aracne	M2	-1.627374	-0.8342291	-9.86612	-0.094115555	0.0	2	0.7468155026435852
S__3300026253_8	prev_3	mi_aracne	M1	0.7944697	-0.22197473	1.2232493	-2.2727633	0.0	2	0.7468155026435852
S__3300026264_29	prev_3	mi_aracne	M1	0.28230935	-0.54074216	1.9012727	-0.37971523	0.0	2	0.7468155026435852
S__3300026264_34	prev_3	mi_aracne	M2	-1.5651045	-0.8214096	-9.146841	0.017729223	0.0	2	0.7468155026435852
S__3300027668_18	prev_3	mi_aracne	M1	0.3179261	-0.34308928	0.2810931	-1.0013379	0.0	2	0.7468155026435852
S__3300027685_18	prev_3	mi_aracne	M1	0.51520884	-0.74866265	1.8851736	-1.0328711	0.0	2	0.7468155026435852
S__3300027685_31	prev_3	mi_aracne	M1	0.023766503	-0.43182367	2.1383154	-0.63595617	0.0	2	0.7468155026435852
S__3300027685_58	prev_3	mi_aracne	M1	0.021822482	-0.6146611	2.3168178	1.1057725	0.0	2	0.7468155026435852
S__3300027687_10	prev_3	mi_aracne	M1	0.5861648	-0.6090744	1.278275	-1.5657952	0.0	2	0.7468155026435852
S__3300027687_20	prev_3	mi_aracne	M2	-1.8752229	-0.923064	-10.838859	0.121667325	0.0	2	0.7468155026435852
S__3300027752_17	prev_3	mi_aracne	M1	0.8495375	-0.10888988	1.3591306	-2.3034515	0.0	2	0.7468155026435852
S__3300027771_26	prev_3	mi_aracne	M1	-0.147332	-0.52907145	-0.7639649	-0.18934447	0.0	2	0.7468155026435852
S__3300027779_22	prev_3	mi_aracne	M1	0.67685914	-0.22033027	0.99539894	-1.887981	0.0	2	0.7468155026435852
S__3300027779_26	prev_3	mi_aracne	M1	0.1328805	-0.7245902	0.99225366	-0.5187681	0.0	2	0.7468155026435852
S__3300027779_27	prev_3	mi_aracne	M1	0.18943286	-0.7195759	1.0221555	-0.5374967	0.0	2	0.7468155026435852
S__3300027791_27	prev_3	mi_aracne	M1	0.7347937	-0.18700409	1.1279532	-2.0322852	0.0	2	0.7468155026435852
S__3300027801_13	prev_3	mi_aracne	M1	0.53706175	-0.5060776	1.5352892	-1.6928673	0.0	2	0.7468155026435852
S__3300027801_51	prev_3	mi_aracne	M1	0.22301833	-0.7192385	2.7517655	-0.40536714	0.0	2	0.7468155026435852
S__3300027801_7	prev_3	mi_aracne	M1	0.7497324	-0.34303048	1.3133141	-2.2131782	0.0	2	0.7468155026435852
S__3300027827_16	prev_3	mi_aracne	M2	-1.9189101	-0.82596123	-10.386693	0.6247817	0.0	2	0.7468155026435852
S__3300027833_15	prev_3	mi_aracne	M1	0.65007377	-0.49023202	5.5352116	-0.64884275	0.0	2	0.7468155026435852
S__3300027844_60	prev_3	mi_aracne	M1	0.042387623	-0.85197115	2.1862526	0.15605104	0.0	2	0.7468155026435852
S__3300027844_72	prev_3	mi_aracne	M1	0.14671463	-0.7067985	1.1691091	-0.39299667	0.0	2	0.7468155026435852
S__3300027844_79	prev_3	mi_aracne	M1	0.32032594	-0.38126636	0.73792917	-0.9081883	0.0	2	0.7468155026435852
S__3300027847_80	prev_3	mi_aracne	M2	-1.8237089	-0.842343	-10.886259	0.123559654	0.0	2	0.7468155026435852
S__3300027883_17	prev_3	mi_aracne	M1	0.58480453	-0.5473361	1.288047	-1.7495193	0.0	2	0.7468155026435852
S__3300027997_10	prev_3	mi_aracne	M2	-2.0505695	-0.8355961	-11.340621	0.51283824	0.0	2	0.7468155026435852
S__GCA_000213395.2	prev_3	mi_aracne	M1	0.24713017	-0.38283694	0.775436	-0.747461	0.0	2	0.7468155026435852
S__GCA_000383355.1	prev_3	mi_aracne	M1	0.8329023	-0.27224776	1.4895422	-2.0554883	0.0	2	0.7468155026435852
S__GCA_000402075.1	prev_3	mi_aracne	M1	0.3623457	-0.36167085	0.82800734	-0.953141	0.0	2	0.7468155026435852
S__GCA_001437625.1	prev_3	mi_aracne	M2	-1.9825784	-0.83647496	-10.151334	0.44446075	0.0	2	0.7468155026435852
S__GCA_001510275.1	prev_3	mi_aracne	M2	-1.9263816	-0.4300489	-6.268631	1.0166296	0.0	2	0.7468155026435852
S__GCA_001542995.1	prev_3	mi_aracne	M2	-1.8252399	-0.7641664	-10.539815	0.25691295	0.0	2	0.7468155026435852
S__GCA_001543015.1	prev_3	mi_aracne	M2	-1.4294999	-0.94434774	-9.204907	-0.73852074	0.0	2	0.7468155026435852
S__GCA_001643535.1	prev_3	mi_aracne	M2	-1.6172216	-0.5721015	-6.8427663	0.16764009	0.0	2	0.7468155026435852
S__GCA_002082295.1	prev_3	mi_aracne	M1	0.87480795	-0.21699244	1.5338659	-2.2312012	0.0	2	0.7468155026435852
S__GCA_002168195.1	prev_3	mi_aracne	M1	0.8691979	-0.24343503	3.106771	-2.1747973	0.0	2	0.7468155026435852
S__GCA_002295725.1	prev_3	mi_aracne	M1	0.66021013	-0.24608481	0.9618885	-1.7293161	0.0	2	0.7468155026435852
S__GCA_002313235.1	prev_3	mi_aracne	M1	0.44458568	-0.34259582	0.70367926	-1.1336257	0.0	2	0.7468155026435852
S__GCA_002317795.1	prev_3	mi_aracne	M2	-1.9228063	-0.84508616	-10.809006	0.348112	0.0	2	0.7468155026435852
S__GCA_002335045.1	prev_3	mi_aracne	M1	-0.20490743	-0.62080085	0.994434	0.29684818	0.0	2	0.7468155026435852
S__GCA_002457605.1	prev_3	mi_aracne	M1	0.15801689	-0.750862	3.5678232	0.2617973	0.0	2	0.7468155026435852
S__GCA_002499015.1	prev_3	mi_aracne	M2	-1.6098869	-0.874306	-8.630827	0.31085503	0.0	2	0.7468155026435852
S__GCA_002499365.1	prev_3	mi_aracne	M1	0.69823515	-0.47463956	5.059995	-0.9765013	0.0	2	0.7468155026435852
S__GCA_002699665.1	prev_3	mi_aracne	M1	-0.12817611	-0.6500045	1.8729146	0.72784626	0.0	2	0.7468155026435852
S__GCA_002701645.1	prev_3	mi_aracne	M1	-0.105340354	-0.6619798	1.9653239	0.94744205	0.0	2	0.7468155026435852
S__GCA_002713705.1	prev_3	mi_aracne	M1	0.8250477	-0.4736536	2.0495713	-1.837479	0.0	2	0.7468155026435852
