label	core	flowcell	depth_in_core_cm	y_bp	library_concentration	temp	temp_method	mis	initial	avg_leng_initial	derep	avg_len_derep	sst	age_kyr	total_tax_abund_tad	detected_taxa_tad	total_n_reads	total_n_reads_tad	total_tax_abund_read	total_tax_abund_aln	threshold	sample	log_total_tax_abund_tad	log_total_n_reads	log_total_n_reads_tad
LV3003047065	ST8		374.5	53610.18	140.39	4.25465118628098	mgca_jonkers_2013	4.4033892	57784676	58.3	11483201	61.5	6.44166131978254	53.61018	17750	8	106631	19757	80138	83163	3	LV3003047065	4.24922282399667	5.02788755495248	4.29574298109555
LV3003061475	ST13		136	53844	108.69	8.05083143634111	mgca_jonkers_2013	4.38936	112973110	69.7	29608396	73.6	6.25962485846197	53.844	60205	19	253717	68116	175291	180326	3	LV3003061475	4.77963977426521	5.4043512792965	4.83325551257101
LV7008886692	GeoB25202_R1		139.5	53875	51.47	6.235490352	uk37_alkenone	4.3875	102859565	52.6	21513038	56	6.235490352	53.875	74232	9	237277	93959	158905	163786	3	LV7008886692	4.87059701217761	5.37525747306131	4.97294300810557
LV7008886704	GeoB25202_R2		139.5	53875	23.87	6.235490352	uk37_alkenone	4.3875	186672027	56.9	18918645	61.2	6.235490352	53.875	75366	11	267243	90333	186713	191717	3	LV7008886704	4.87718122842854	5.4269079634743	4.95585124126824
LV3003047161	ST8		379.5	54983.46	31.63	4.38085036928916	mgca_jonkers_2013	4.3111578	1104778	59.1	793502	62	6.47543092855096	54.98346	0	0	5914	0	3831	3936	3	LV3003047161	0	3.77195474896395	0
LV3003061570	ST13		141	55466	127.35	8.04038666688849	mgca_jonkers_2013	4.32864	79639505	71.1	31089341	73.9	6.57988298438419	55.466	113841	32	354265	106590	281161	288361	3	LV3003061570	5.05630251691929	5.54932947375307	5.02772053662915
LV3003047160	ST8		384.5	55891.1266666667	36.23	4.50704955229734	mgca_jonkers_2013	4.34564506666667	1905989	56.6	991574	66.2	6.67190717786631	55.8911266666667	0	0	4733	0	2789	2951	3	LV3003047160	0	3.67522825359306	0
LV3003047159	ST8		389.5	56798.7933333333	81.65	4.63324873530552	mgca_jonkers_2013	4.41390346666667	39132173	80.8	14300268	84.8	6.86838342718166	56.7987933333333	18321	10	123579	17948	84469	87033	3	LV3003047159	4.26297287880537	5.09194819087856	4.25404025756171
LV3003047158	ST8		394.5	57706.46	70.06	4.75944791831369	mgca_jonkers_2013	4.4723876	44291383	79.6	12643578	86.6	7.06485967649701	57.70646	21430	10	138578	23670	87693	90270	3	LV3003047158	4.33104243629378	5.14169742309604	4.37421660542837
LV3003061557	ST13		146	58082	188.06	8.02994189743588	mgca_jonkers_2013	4.48508	59537389	82.9	38572967	90.5	7.14615019137165	58.082	138299	37	338631	123984	297219	303996	3	LV3003061557	5.14082218010931	5.52972799561214	5.09336914636161
LV7008886765	GeoB25202_R1		149.5	58181	42.2	7.16758002833333	uk37_alkenone	4.47914	133978185	51.4	29219035	54.5	7.16758002833333	58.181	88543	12	349611	117426	224712	237404	3	LV7008886765	4.94715913746086	5.54358633083977	5.06976796576026
LV3003047139	ST8		399.5	58614.1266666667	44.97	4.88564710132187	mgca_jonkers_2013	4.4531524	15155861	77.9	8529497	83.7	8.62798528680874	58.6141266666667	31395	14	141458	32551	93833	96044	3	LV3003047139	4.49687432041126	5.15063058364876	4.51257767684523
LV7008886741	GeoB25202_R1		155.5	58997	11.14	9.918947659625	uk37_alkenone	4.43018	84181826	45.8	4319623	50.5	9.918947659625	58.997	0	0	27861	0	18185	19053	3	LV7008886741	0	4.44501228788796	0
LV7008886753	GeoB25202_R2		155.5	58997	24.03	9.918947659625	uk37_alkenone	4.43018	129194349	43.9	9629685	47.9	9.918947659625	58.997	13369	4	129238	17764	78248	80530	3	LV7008886753	4.12613140726198	5.11139358896057	4.24956521182535
LV3003047150	ST8		404.5	59521.7933333333	73.51	5.01184628433005	mgca_jonkers_2013	4.51870486666667	67120474	74.5	15427841	80.5	8.44254713374637	59.5217933333333	71530	30	264262	82341	180297	184764	3	LV3003047150	4.85449429650321	5.4220363609346	4.91562141134273
LV7008886705	GeoB25202_R1		159.5	59738	23.86	7.834293148625	uk37_alkenone	4.55546	95103090	43.4	12531371	45.3	7.834293148625	59.738	5615	2	64052	7237	38988	40489	3	LV7008886705	3.74942709912175	4.80653947526625	3.85961857877218
LV7008886717	GeoB25202_R2		159.5	59738	49.74	7.834293148625	uk37_alkenone	4.55546	128512499	41.9	19897194	43.6	7.834293148625	59.738	17680	5	152481	22490	96079	100032	3	LV7008886717	4.24750682414992	5.1832185796693	4.35200876556578
LV3003047149	ST8		409.5	60431.7	45.56	5.12335113965152	mgca_jonkers_2013	4.561147	62250597	65.1	9170430	69.9	7.85555370343168	60.4317	17003	7	135136	19380	87373	90635	3	LV3003047149	4.23055109629509	5.13077427349152	4.2873761815526
LV3003047148	ST8		414.5	61376.7	47.48	5.00464486121452	mgca_jonkers_2013	4.543903	53529330	65.5	11451620	69.9	7.88451611411687	61.3767	32172	11	175822	37975	117894	121535	3	LV3003047148	4.50749155896537	5.24507568598077	4.5795092187103
LV3003061543	ST13		151	62293	184.56	8.01949712798326	mgca_jonkers_2013	4.57949	90294874	80.7	44589548	82.9	7.91259892566273	62.293	269346	81	589723	288845	486250	495752	3	LV3003061543	5.43031214271583	5.77064880262174	5.46066635771799
LV3003047147	ST8		419.5	62321.7	48.14	4.88593858277752	mgca_jonkers_2013	4.577481	52440180	63.1	9223523	66.9	7.91347852480206	62.3217	27707	10	168571	26272	116122	120569	3	LV3003047147	4.4426051789648	5.22678543947406	4.41950966582214
LV3003047146	ST8		424.5	63266.7	97.4	4.76723230434052	mgca_jonkers_2013	4.484661	58056720	65	17613674	68	7.94244093548725	63.2667	65624	21	252134	55316	187755	193980	3	LV3003047146	4.81706931641401	5.40163313624291	4.74285861903715
LV3003047126	ST8		429.5	64210.824	52.91	4.67067279387671	mgca_jonkers_2013	4.38529888	39791476	69.2	8102851	73.6	7.97137649847746	64.210824	12054	6	119759	13603	75353	77764	3	LV3003047126	4.08116721471347	5.078311787335	4.13366662326068
LV3003061529	ST13		156	66015	177.08	8.00905235853065	mgca_jonkers_2013	4.56805	91959511	75.1	42965230	98.8	8.02667098129265	66.015	328424	90	732923	385798	555409	566460	3	LV3003061529	5.51643620858383	5.86505894313792	5.58636109760791
LV3003047138	ST8		439.2	66015.8	67.91	5.15646144484223	mgca_jonkers_2013	4.567946	43852530	62.5	11180916	66.1	8.02669549973556	66.0158	28742	11	174610	25614	121642	125528	3	LV3003047138	4.45853209488555	5.24207159955753	4.40849436021236
LV3003047137	ST8		444.2	66946.2	44.94	5.40686796595848	mgca_jonkers_2013	4.446994	57575945	58.1	8645599	61.2	8.05521044883768	66.9462	26457	8	153048	30194	91204	95044	3	LV3003047137	4.42255701211936	5.18483049632538	4.47993503394434
LV3003047136	ST8		449.2	67876.6	70.92	5.65727448707473	mgca_jonkers_2013	4.422468	48960938	67.8	12594447	74.4	8.08372539793979	67.8766	43958	16	199640	29239	163445	167494	3	LV3003047136	4.64304780432876	5.30024973657674	4.46597736828582
LV7008886229	GeoB25202_R2		167.5	68149	132.24	8.09207392775	uk37_alkenone	4.42745	116981055	44.2	41819821	45.4	8.09207392775	68.149	378646	58	942393	484690	668518	699758	3	LV7008886229	5.57823452028223	5.97423251240145	5.68546495558695
LV7008886778	GeoB25202_R1		167.5	68149	72.83	8.09207392775	uk37_alkenone	4.42745	72287871	47.2	32290184	48	8.09207392775	68.149	333945	58	781153	382025	604835	619950	3	LV7008886778	5.52367624585935	5.89273666096711	5.5820929212161
LV3003047134	ST8		454.2	68807	41.22	5.90768100819097	mgca_jonkers_2013	4.46035	108020076	64.7	16261207	70.5	8.5256420642359	68.807	49209	19	189884	28008	170707	175304	3	LV3003047134	4.69205336503408	5.27849065892066	4.44729760356707
LV3003047133	ST8		459.2	70162	57.68	5.78064895406092	mgca_jonkers_2013	4.3038	58661945	62.9	13264329	66	9.41847614468938	70.162	26549	9	200222	29899	126774	131239	3	LV3003047133	4.42406452541749	5.30151396424893	4.47567118832443
LV3003061515	ST13		164.8	71001.2	490.61	7.99066956429404	mgca_jonkers_2013	4.219988	98734597	71.1	67640910	73.4	9.97144024824405	71.0012	847288	135	1172320	722180	1244472	1264775	3	LV3003061515	5.92803156817921	6.06904654465206	5.85864605830335
LV3003047107	ST8		464.2	71517	80.3	5.65361689993088	mgca_jonkers_2013	4.21483	51573373	66.1	14724119	69.8	10.3113102251429	71.517	34710	13	213124	34628	136812	141491	3	LV3003047107	4.54046712557651	5.32863439633657	4.53943995037844
LV7008886754	GeoB25202_R1		173.5	71889.5	93.18	10.5567572325	uk37_alkenone	4.211105	95700354	45.2	38747528	46.3	10.5567572325	71.8895	305813	58	799634	349395	601571	626942	3	LV7008886754	5.48545736329858	5.90289179491857	5.54331792872971
LV7008886766	GeoB25202_R2		173.5	71889.5	126.44	10.5567572325	uk37_alkenone	4.211105	78971219	43.7	39085954	44.9	10.5567572325	71.8895	373544	67	859129	430112	674892	703681	3	LV7008886766	5.57234292763596	5.9340588844493	5.63358256913615
LV3003047125	ST8		469.2	72872	32.35	5.52658484580083	mgca_jonkers_2013	4.22744	36807425	62	6069589	66	9.79667019017442	72.872	12275	5	92232	13622	58984	61386	3	LV3003047125	4.08905687975979	4.96488633486846	4.13427275662063
LV3003061503	ST13		169.8	73147.2	217.76	7.64208514608633	mgca_jonkers_2013	4.20056	97446873	68.6	49665279	71.4	9.58376845577441	73.1472	377338	67	908636	488222	633013	649592	3	LV3003061503	5.57673169417389	5.95839041745402	5.68861823501111
LV3003047124	ST8		474.2	74227	25.72	5.39955279167078	mgca_jonkers_2013	4.01184	56910985	56.2	4264279	59.8	8.74840765343023	74.227	8519	3	57999	11171	34159	35546	3	LV3003047124	3.9304395947667	4.76342799356294	4.04813092702897
LV7008886730	GeoB25202_R1		179.5	75351	65.59	7.8788526045	uk37_alkenone	3.98861	89081140	43.4	31762557	44.5	7.8788526045	75.351	273420	43	764789	366991	517298	541232	3	LV7008886730	5.43683186734181	5.88354220069428	5.56465659723922
LV7008886742	GeoB25202_R2		179.5	75351	108.77	7.8788526045	uk37_alkenone	3.98861	92781115	43.1	39562418	43.9	7.8788526045	75.351	362435	57	931006	465575	638216	666238	3	LV7008886742	5.55923132869806	5.96895294634111	5.66799058475135
LV3003047123	ST8		479.2	75589	0.85	5.27252073754074	mgca_jonkers_2013	4.01479	138968645	61.2	2680752	68.5	7.91867251010661	75.589	0	0	21302	0	12882	13456	3	LV3003047123	0	4.32844076736841	0
LV3003061485	ST13		174.8	75779.6	260.72	7.29350072787861	mgca_jonkers_2013	4.035756	104758234	70.5	60355839	72.6	7.95056189669746	75.7796	625257	116	1165862	710855	948763	968508	3	LV3003061485	5.79605925711366	6.06664751968569	5.8517816334453
LV3003047122	ST8		484.2	76951	31.46	5.14548868341069	mgca_jonkers_2013	4.07902	24623727	58.2	2750192	61.2	8.14654944891421	76.951	1925	1	36181	2762	21083	21920	3	LV3003047122	3.28465628278852	4.55849256929431	3.44138088491651
LV3003061474	ST13		179.8	77779.8	196.45	6.94491630967089	mgca_jonkers_2013	4.056606	61905276	70.5	36941813	72.6	8.28521641432076	77.7798	154424	34	481406	208427	315753	324208	3	LV3003061474	5.18871761000973	5.68251240093542	5.31895606121414
LV7008886706	GeoB25202_R1		185.5	79025.5	126.07	8.49363513875	uk37_alkenone	4.046175	120762355	45.3	44372285	46.5	8.49363513875	79.0255	243665	36	740344	355674	459261	485711	3	LV7008886706	5.38679493401638	5.86943414767712	5.55105334018265
LV7008886718	GeoB25202_R2		185.5	79025.5	84.54	8.49363513875	uk37_alkenone	4.046175	89422185	43.8	31128648	44.8	8.49363513875	79.0255	132358	20	497846	191198	302038	320443	3	LV7008886718	5.12175347731433	5.69709589443632	5.28148561651949
LV3003047093	ST8		494.2	79675	113.42	4.8914245751506	mgca_jonkers_2013	3.94875	32053168	64.3	15287314	67.4	8.33291896762292	79.675	65181	19	291807	86438	184515	190314	3	LV3003047093	4.81412768192903	5.46509719402841	4.93670973395167
LV3003047106	ST8		499.2	81063.75	62.43	5.17810449410702	mgca_jonkers_2013	3.818725	64245615	57.3	11079779	60.7	7.9892783476803	81.06375	17791	6	146055	25715	79039	82810	3	LV3003047106	4.25022476990196	5.16451940255139	4.41020341708945
LV7008886743	GeoB25202_R1		189.5	81670.5	85.87	7.83914049266667	uk37_alkenone	3.80659	54153294	42.7	24381951	43.7	7.83914049266667	81.6705	114931	16	402909	182279	240192	255722	3	LV7008886743	5.06044096418474	5.60520804646736	5.26073901991041
LV7008886755	GeoB25202_R2		189.5	81670.5	58.83	7.83914049266667	uk37_alkenone	3.80659	55364060	44.5	24465147	45.1	7.83914049266667	81.6705	133251	20	471016	204758	287714	303629	3	LV7008886755	5.12467373614098	5.6730365820184	5.31124299988025
LV3003061569	ST13		184.8	81694.6	141.44	6.59633189146317	mgca_jonkers_2013	3.806108	68025287	68.4	40574926	70.4	7.84255695133946	81.6946	214709	48	538203	256294	398037	407034	3	LV3003061569	5.33185227193361	5.73094692117109	5.40874013371608
LV3003047105	ST8		504.2	82452.5	68.23	5.46478441306344	mgca_jonkers_2013	3.813575	16496033	62.3	4172799	66.1	7.94999819731899	82.4525	5647	3	55076	10289	27999	30915	3	LV3003047105	3.75189468804375	4.74097027655713	4.01241537476243
LV3003047104	ST8		509.2	83841.25	1	5.75146433201987	mgca_jonkers_2013	3.8215875	113383177	60.2	4784193	65.9	8.14686985631632	83.84125	9393	3	79203	15217	43349	46712	3	LV3003047104	3.97285055584723	4.89874711510036	4.18235757976453
LV3003047101	ST8		514.2	85230	13.39	6.03814425097629	mgca_jonkers_2013	3.9753	127819917	64.4	11082300	71.1	8.34374151531365	85.23	24292	7	166550	31238	100636	105181	3	LV3003047101	4.38548115016924	5.22154724461157	4.49469712311074
LV3003047100	ST8		519.2	86611.75	84.21	6.32482416993271	mgca_jonkers_2013	4.13341	95184735	62.5	20731269	66.1	8.5396208419164	86.61175	38924	13	241976	53882	145836	151399	3	LV3003047100	4.59022862124016	5.38377408809701	4.73145176758501
LV3003061556	ST13		189.8	86617.4	171.57	7.55543370271281	mgca_jonkers_2013	4.134088	66695607	68.8	34433301	71.6	8.5404217959206	86.6174	128346	25	373201	158307	259759	267444	3	LV3003061556	5.1083857218686	5.57194396247703	5.19950286222854
LV7008886719	GeoB25202_R1		195.5	87282.5	42.16	8.63470754958333	uk37_alkenone	4.160225	234101729	39.4	26822639	40.8	8.63470754958333	87.2825	73433	10	314641	103157	183477	196539	3	LV7008886719	4.86589718516838	5.49781669397315	5.01350291356106
LV7008886731	GeoB25202_R2		195.5	87282.5	63.44	8.63470754958333	uk37_alkenone	4.160225	79646998	39.2	25551214	40.6	8.63470754958333	87.2825	97390	12	358093	145541	205436	221416	3	LV7008886731	4.98851882514419	5.55399704430506	5.16298833858733
LV3003047080	ST8		524.2	87993.5	86.42	6.61150408888914	mgca_jonkers_2013	4.110455	48772380	63.9	19379963	67.4	8.44662940914954	87.9935	52027	13	277158	84448	152139	158744	3	LV3003047080	4.71623713157241	5.44272898571352	4.92659451125394
LV3003047091	ST8		529.2	89375.25	64.75	6.89818400784556	mgca_jonkers_2013	4.072495	58200278	56.8	10983574	61.4	8.08112030852452	89.37525	22174	5	175535	32107	103780	108159	3	LV3003047091	4.34586362850376	5.24436619771363	4.50661325430474
LV3003047090	ST8		534.2	90757	58.67	7.18486392680198	mgca_jonkers_2013	4.03729	54585489	70.8	9274012	80.3	7.7156112078995	90.757	15575	4	92200	21225	51085	53694	3	LV3003047090	4.19245593851198	4.96473563138038	4.32686815989368
LV3003061541	ST13		194.8	91090	185.23	8.51453551396245	mgca_jonkers_2013	4.0255	66138813	67.5	39989469	69.2	7.62752397756975	91.09	163380	34	470696	214098	310696	317994	3	LV3003061541	5.2132015499018	5.67274143032785	5.33061463882412
LV3003047089	ST8		539.2	92138.5	1.23	7.4715438457584	mgca_jonkers_2013	3.96892	470599457	65.4	14420088	86.5	7.35016823882878	92.1385	14360	5	112805	22912	64338	69447	3	LV3003047089	4.15718468220161	5.05233219980328	4.36008195510597
LV3003047088	ST8		544.2	93520	46.2	7.75822376471483	mgca_jonkers_2013	3.8688	27343593	58.7	3769785	62.9	6.98472526975806	93.52	4423	2	39545	6445	22178	23294	3	LV3003047088	3.64581511829664	4.59710256202382	3.80929030117632
LV3003047087	ST8		549.2	94901.5	1.28	8.04490368367125	mgca_jonkers_2013	3.776895	97312152	62.8	5067910	70.1	6.61928230068734	94.9015	1452	1	36443	1712	19913	20802	3	LV3003047087	3.16226561429802	4.56162603796589	3.23375736296551
LV3003061528	ST13		199.8	95118	368.13	9.4736373252121	mgca_jonkers_2013	3.76764	82665530	65	48781896	67.2	6.56201237466214	95.118	284724	66	715286	361200	514612	526805	3	LV3003061528	5.45442560162315	5.85448033202113	5.55774894400548
LV7008886695	GeoB25202_R1		201.5	95387.5	81.19	6.490722559125	uk37_alkenone	3.76225	82123360	42.3	30717060	43.5	6.490722559125	95.3875	147712	18	539003	233108	319182	338143	3	LV7008886695	5.16941871860116	5.7315919881394	5.36755904132359
LV7008886707	GeoB25202_R2		201.5	95387.5	68.75	6.490722559125	uk37_alkenone	3.76225	69827293	43.2	25105592	44.1	6.490722559125	95.3875	109040	14	410664	166821	239756	253030	3	LV7008886707	5.03758982569979	5.61348769054639	5.2222533235713
LV3003047064	ST8		554.2	96283	31.71	8.33158360262767	mgca_jonkers_2013	3.77264	37955526	51.3	1581576	57.8	6.64358420103273	96.283	2707	1	19541	2353	12091	14343	3	LV3003047064	3.43264866001311	4.29096900894852	3.37180645850742
LV3003047079	ST8		559.2	97520	59.02	7.11639516042118	mgca_jonkers_2013	3.8664	51410020	73	14691354	78.1	6.85473981358423	97.52	15418	7	116249	23451	64139	67110	3	LV3003047079	4.18805620843837	5.06539296156199	4.37017988551276
LV3003047078	ST8		564.2	98757	23.95	5.90120671821468	mgca_jonkers_2013	3.80916	28784307	48.2	1579128	51.4	7.06589542613573	98.757	0	0	9275	0	4040	4475	3	LV3003047078	0	3.96736073996595	0
LV3003047077	ST8		569.2	99714.5	39.39	4.68601827600819	mgca_jonkers_2013	3.801435	34817460	60	3990510	64.6	7.22934045363618	99.7145	3483	2	33742	3569	19349	20310	3	LV3003047077	3.54207814633563	4.52818369193201	3.55266821611219
LV3003047074	ST8		574.2	100672	71.25	3.47082983380169	mgca_jonkers_2013	3.88392	3239870	51.6	919900	52.8	7.39278548113664	100.672	0	0	6534	0	3739	3934	3	LV3003047074	0	3.81524559191656	0
LV3003061514	ST13		204.8	100672.6	311.64	10.4327391364617	mgca_jonkers_2013	3.883986	95754874	64.4	51605616	66.3	7.39288790099721	100.6726	496260	104	984157	563482	793509	808518	3	LV3003061514	5.69571014634317	5.99306482710992	5.75088081813268
LV3003047073	ST8		579.2	101685	16.41	3.39144821384191	mgca_jonkers_2013	3.8789	8394072	50.9	674057	55.5	7.56570434574025	101.685	0	0	4416	0	2917	3058	3	LV3003047073	0	3.64512739925839	0
LV7008886768	GeoB25202_R1		205.5	102295.5	82.16	7.669916553875	uk37_alkenone	3.86591	70034523	44	24756324	45.4	7.669916553875	102.2955	96975	16	442070	154759	259739	273643	3	LV7008886768	4.98666426666594	5.6454920259824	5.18965872104921
LV7008886780	GeoB25202_R2		205.5	102295.5	96.96	7.669916553875	uk37_alkenone	3.86591	90635071	44.1	32708902	45.2	7.669916553875	102.2955	176918	26	627401	251354	390571	407912	3	LV7008886780	5.24777447594	5.79754589878567	5.40028752871592
LV3003047162	ST8		584.2	102698	24.03	3.31206659388213	mgca_jonkers_2013	3.87396	19240014	49.7	2263696	51.8	7.78994871915485	102.698	0	0	16651	0	6740	7591	3	LV3003047162	0	4.22146640221474	0
LV3003047063	ST8		589.2	103695	26.33	3.23268497392235	mgca_jonkers_2013	3.9078	36052618	54.5	1895929	59.4	8.08727062917724	103.695	2414	1	18546	2113	10707	11598	3	LV3003047063	3.38291713508753	4.26827367196662	3.32510498297141
LV3003047062	ST8		594.2	104692	74.51	3.15330335396257	mgca_jonkers_2013	3.87156	12465076	64.7	2870399	66.7	8.38459253919963	104.692	3707	1	35107	3106	21945	23167	3	LV3003047062	3.56913972547246	4.54540608968455	3.49234125325497
LV7008886744	GeoB25202_R1		209.5	105578.5	52.79	8.648961519375	uk37_alkenone	3.936775	48866737	42	21324633	43	8.648961519375	105.5785	72306	9	296777	124123	163621	177222	3	LV7008886744	4.8591803431343	5.47243170377435	5.09385576264155
LV7008886756	GeoB25202_R2		209.5	105578.5	62.05	8.648961519375	uk37_alkenone	3.936775	52490713	43.1	18754669	44.3	8.648961519375	105.5785	58039	8	278011	96168	155370	166031	3	LV7008886756	4.7637274037657	5.44406354203789	4.98303510011868
LV3003061501	ST13		209.8	105587.2	182.94	8.79668398759405	mgca_jonkers_2013	3.93808	68988323	65.5	35460711	68.4	8.6530138730751	105.5872	169526	25	472666	250692	298363	316644	3	LV3003061501	5.22923887668179	5.67455528239983	5.39914220749704
LV3003047061	ST8		599.2	105689	43.21	3.07392173400279	mgca_jonkers_2013	3.95335	28071056	61.9	2895889	66	8.70043106924403	105.689	2614	1	35070	2263	19958	21166	3	LV3003047061	3.41747169320329	4.54494814935143	3.35487642251623
LV3003047060	ST8		604.2	106686	70.8	2.99454011404301	mgca_jonkers_2013	4.02744	14545489	58.9	3426624	62	9.16482148751936	106.686	0	0	37630	0	22805	23611	3	LV3003047060	0	4.57554575934329	0
LV3003047059	ST8		609.2	107683	57.46	2.91515849408323	mgca_jonkers_2013	4.08781	50404610	52.1	4862774	54.7	9.62921190579469	107.683	5100	2	60827	5778	33024	35558	3	LV3003047059	3.70765532353119	4.78410353727103	3.76185269446638
LV7008886708	GeoB25202_R1		213.5	109630.5	133.59	10.5363336105	uk37_alkenone	4.06956	52842490	42	23753897	43.3	10.5363336105	109.6305	104278	10	366886	163596	215450	229696	3	LV7008886708	5.01819685778049	5.56453232356219	5.21377533542704
LV7008886720	GeoB25202_R2		213.5	109630.5	81.94	10.5363336105	uk37_alkenone	4.06956	95844104	40.9	36604669	42.2	10.5363336105	109.6305	203846	19	637390	352362	348367	376590	3	LV7008886720	5.30930432435804	5.8044059269163	5.54699029889023
LV3003061489	ST13		214.8	112606.8	63.7	7.16062883872636	mgca_jonkers_2013	3.96932	38606083	72.6	18769932	78.6	11.8540635522199	112.6068	94257	11	248669	126229	164979	170618	3	LV3003061489	4.97431822050553	5.39562339435584	5.10116258221484
LV3003061473	ST13		219.8	117088	32.31	5.52457368985868	mgca_jonkers_2013	3.5312	50561908	67	6601363	79.3	13.8380743760062	117.088	33036	4	108631	40619	74869	77549	3	LV3003061473	4.51900060333964	5.03595777531103	4.60873991906879
LV7008886228	GeoB25202_R2		223.5	120023.5	6.39	15.13774048625	uk37_alkenone	3.269765	88740799	47.1	2660886	51.7	15.13774048625	120.0235	4362	2	34982	8106	17970	24446	3	LV7008886228	3.63978521298682	4.54385705007059	3.90886017301728
LV7008886781	GeoB25202_R1		223.5	120023.5	10.9	15.13774048625	uk37_alkenone	3.269765	10414526	51.1	1644170	53.5	15.13774048625	120.0235	2014	1	19591	3041	10619	12221	3	LV7008886781	3.30427505047713	4.29207877211666	3.48315920971698
LV3003061568	ST13		224.8	121635.4	14.6	3.88851854099099	mgca_jonkers_2013	3.209168	4865312	58.4	1285941	66.6	15.0912241071525	121.6354	3691	1	20411	5420	12378	12824	3	LV3003061568	3.56726169235387	4.30988555966019	3.73407940728059
LV7008886757	GeoB25202_R1		227.5	123119.5	7.44	15.0483957938462	uk37_alkenone	3.120315	60956974	49.7	2845166	54	15.0483957938462	123.1195	2388	1	29803	3583	16658	20283	3	LV7008886757	3.37821614974988	4.47427455472555	3.55436800099009
LV7008886769	GeoB25202_R2		227.5	123119.5	14.6	15.0483957938462	uk37_alkenone	3.120315	82179786	49.9	6050113	54.2	15.0483957938462	123.1195	7919	3	69257	16727	35228	40154	3	LV7008886769	3.89872518158949	4.84046994604242	4.22344401980962
LV3003061555	ST13		229.8	126443	21.95	4.18191901963659	mgca_jonkers_2013	3.25303	31281860	66.5	2674404	82.3	13.9174660887275	126.443	2882	1	33545	3250	23379	24326	3	LV3003061555	3.45984464238821	4.52564074264232	3.51201696949613
LV3003061539	ST13		234.8	130055.6	45.25	4.4753194982822	mgca_jonkers_2013	3.677784	79008042	72.6	11352714	80.9	12.6881606418456	130.0556	42367	12	205740	45725	147835	152253	3	LV3003061539	4.62703796342359	5.31332084638333	4.6601632120103
LV3003061527	ST13		239.8	133775.4	28.59	4.7687199769278	mgca_jonkers_2013	4.634866	2673212	57.9	912714	60.4	11.4223768846317	133.7754	2253	1	13219	3392	8165	8670	3	LV3003061527	3.35295391171009	4.12123145514962	3.53058385964512
LV7008886222	GeoB25202_R1		240.5	136277.5	16.76	10.5709554267778	uk37_alkenone	4.81445	109142321	47.1	9773429	50.6	10.5709554267778	136.2775	34520	7	211459	44802	128779	143449	3	LV7008886222	4.5380833678135	5.32522822787085	4.65130709524422
LV7008886745	GeoB25202_R2		240.5	136277.5	11.25	10.5709554267778	uk37_alkenone	4.81445	89746442	46.7	5660422	49.6	10.5709554267778	136.2775	20919	4	118400	29216	75544	84511	3	LV7008886745	4.32056168019524	5.07335537039913	4.46563562055333
LV3003061513	ST13		244.8	138493	185.59	5.06212045557341	mgca_jonkers_2013	4.88014	81908351	85	25619278	146.1	10.3255171456423	138.493	25312	9	154688	30927	99890	102658	3	LV3003061513	4.40334361913045	5.18945943193368	4.49035183668448
LV7008886709	GeoB25202_R1		249.5	147206	17.31	9.36027059022222	uk37_alkenone	4.79734	129046666	45.6	8580922	48.3	9.36027059022222	147.206	9900	3	151513	14401	92366	98072	3	LV7008886709	3.99567906051162	5.18045276380753	4.15842280658488
LV7008886721	GeoB25202_R2		249.5	147206	26.71	9.36027059022222	uk37_alkenone	4.79734	88344403	46.7	12106119	49.8	9.36027059022222	147.206	25768	8	204205	32415	126695	133568	3	LV7008886721	4.41109756550828	5.31006849841989	4.51075942368019
LV3003061500	ST13		254.4	148086	431.27	5.62544937457296	mgca_jonkers_2013	4.71344	137614394	67.8	51012190	104.6	9.56141856461617	148.086	105572	19	388359	141648	232971	241750	3	LV3003061500	5.02355286279701	5.5892344924155	5.15121351287682
