taxon	threshold	method	module_kmeans	embedding_1	embedding_2	pca_1	pca_2	module_entropy_proxy	module_count	silhouette	mis_context_mean	mis_context_sd	mis_context_min	mis_context_max	mis_context_weight_sum	mis_context_core_count	mis_context_glacial_fraction	mis_context_class
S__3300001683_28	prev_10	bicor	M1	2.8542805	-3.4283457	1.109395	0.55904514	0.0	3	0.5429225564002991	4.174608938522474	0.4325205486214432	3.120315	5.01406	100461.52423913046	4	0.6675009582378264	glacial_like
S__3300006311_3	prev_10	bicor	M1	2.6583557	-3.1397486	0.37670183	1.334108	0.0	3	0.5429225564002991	4.1478993391963055	0.42679949998583033	3.120315	5.01406	388727.7399024528	4	0.6504346118728134	glacial_like
S__3300020187_18	prev_10	bicor	M3	2.489883	-3.0073218	-0.14861906	1.7186551	0.0	3	0.5429225564002991	4.158155660918564	0.4270563289080225	3.120315	5.01406	130370.46433667786	4	0.6582345741010134	glacial_like
S__3300020263_16	prev_10	bicor	M1	2.9321172	-3.40347	0.89162314	0.5721561	0.0	3	0.5429225564002991	4.16754390149205	0.43090117943042877	3.120315	5.01406	451190.2169286506	4	0.6631473752723425	glacial_like
S__3300020300_16	prev_10	bicor	M3	2.5053005	-3.0420222	-0.050616164	1.6579852	0.0	3	0.5429225564002991	4.172061120190057	0.4335424001334638	3.120315	5.01406	300323.2851867336	4	0.6650004864497343	glacial_like
S__3300020317_19	prev_10	bicor	M2	2.5692997	-4.035887	-0.13473958	-0.90777165	0.0	3	0.5429225564002991	4.235061505083784	0.4428354128201381	3.203925	5.01406	37761.74891304353	2	0.7039747980537816	glacial_like
S__3300020330_9	prev_10	bicor	M1	2.9597425	-3.778586	1.6275731	-0.2438359	0.0	3	0.5429225564002991	4.131795853460939	0.4207105448835348	3.120315	5.01406	216715.80171962088	4	0.6411711878811341	glacial_like
S__3300024058_12	prev_10	bicor	M3	3.104576	-2.4516916	-1.0943825	2.3424149	0.0	3	0.5429225564002991	4.142780033454028	0.4272377601430581	3.120315	5.01406	1409854.9953901886	4	0.6461648229556276	glacial_like
S__3300024058_22	prev_10	bicor	M1	2.8383818	-3.506571	1.216342	0.40797254	0.0	3	0.5429225564002991	4.1422703386353374	0.42366453174728613	3.120315	5.01406	473825.73181159375	4	0.6478185405515794	glacial_like
S__3300024060_27	prev_10	bicor	M1	3.0069265	-3.5938323	1.4918004	0.23347422	0.0	3	0.5429225564002991	4.134419735194595	0.42337653794777114	3.120315	5.01406	67120.14592809364	4	0.6417521263643186	glacial_like
S__3300024431_33	prev_10	bicor	M1	3.100907	-2.9538257	0.15527895	1.1859416	0.0	3	0.5429225564002991	4.1535295729335155	0.42820705963085115	3.120315	5.01406	719497.5887263096	4	0.6539997439836459	glacial_like
S__3300024516_13	prev_10	bicor	M3	2.456811	-2.8673959	-0.5248157	1.9646845	0.0	3	0.5429225564002991	4.147503431924531	0.4268627144489566	3.120315	5.01406	1536593.9072965435	4	0.6500883593957731	glacial_like
S__3300024516_18	prev_10	bicor	M1	2.8400888	-3.7370324	1.5517439	-0.09919228	0.0	3	0.5429225564002991	4.163079433136181	0.4303721833898835	3.120315	5.01406	125686.51789855071	4	0.6600687637771707	glacial_like
S__3300024516_26	prev_10	bicor	M1	2.8479185	-3.7500267	1.5379931	-0.14509073	0.0	3	0.5429225564002991	4.139987698320222	0.424922927599998	3.120315	5.01406	118825.18498049048	4	0.6452851669292053	glacial_like
S__3300024516_38	prev_10	bicor	M3	2.178138	-2.7120101	-4.6615	3.287187	0.0	3	0.5429225564002991	4.151548220703711	0.4282293260635223	3.120315	5.01406	1843538.2056521738	4	0.6524492926553476	glacial_like
S__3300025276_12	prev_10	bicor	M1	2.8896384	-3.4410162	1.2003623	0.6133601	0.0	3	0.5429225564002991	4.153310792770632	0.42479443654235566	3.120315	5.01406	76629.80989130435	3	0.6558051237214982	glacial_like
S__3300025894_53	prev_10	bicor	M1	2.8653226	-3.3925877	1.0986823	0.7181951	0.0	3	0.5429225564002991	4.17178099500329	0.43044951865599607	3.120315	5.01406	99778.7822826087	3	0.6665998260497565	glacial_like
S__3300026080_15	prev_10	bicor	M1	2.8490849	-3.7772536	1.6085644	-0.10641005	0.0	3	0.5429225564002991	4.185139334130426	0.43422930438674323	3.120315	5.01406	55311.023333333294	3	0.6742751158644869	glacial_like
S__3300026087_14	prev_10	bicor	M1	2.9126267	-3.7030172	1.5063483	-0.13688624	0.0	3	0.5429225564002991	4.163541397565454	0.4294590016098202	3.120315	5.01406	86310.48347826082	4	0.6609555999726608	glacial_like
S__3300026253_28	prev_10	bicor	M3	2.52048	-3.0040517	-0.12082011	1.7033848	0.0	3	0.5429225564002991	4.147124898794237	0.4260540045678954	3.120315	5.01406	1454030.2971153846	4	0.6502594414448601	glacial_like
S__3300026253_8	prev_10	bicor	M1	2.839459	-3.2454312	0.79319644	1.0051359	0.0	3	0.5429225564002991	4.15939853941377	0.4271677330835488	3.120315	5.01406	53737.273949275404	3	0.6591254011100507	glacial_like
S__3300026264_29	prev_10	bicor	M1	2.5860476	-4.1374807	0.72964245	-1.0246574	0.0	3	0.5429225564002991	4.1614766143826545	0.42794797362518855	3.120315	5.01406	45525.82559921958	3	0.6602541124160619	glacial_like
S__3300026264_34	prev_10	bicor	M3	2.160285	-2.5297356	-3.0611858	1.5320331	0.0	3	0.5429225564002991	4.156510874913024	0.4301353693874093	3.120315	5.01406	3481379.6187040084	4	0.6551808935822723	glacial_like
S__3300027687_20	prev_10	bicor	M1	2.7724352	-3.192614	0.6344173	1.1399248	0.0	3	0.5429225564002991	4.174479075181102	0.4322628433568674	3.120315	5.01406	240141.11785395804	4	0.6675544248350711	glacial_like
S__3300027752_17	prev_10	bicor	M1	2.6694307	-3.165928	0.36438513	1.3846679	0.0	3	0.5429225564002991	4.173950639330249	0.4309307090042185	3.120315	5.01406	162730.01957915275	4	0.6679393970829408	glacial_like
S__3300027771_26	prev_10	bicor	M1	2.6118379	-4.049653	0.8544149	-1.033769	0.0	3	0.5429225564002991	4.133825294177512	0.4187348664519192	3.120315	5.01406	76138.36374303229	4	0.643919548836284	glacial_like
S__3300027779_22	prev_10	bicor	M1	2.8843877	-3.4887452	1.2270195	0.43763056	0.0	3	0.5429225564002991	4.170890439432852	0.4312404305862084	3.120315	5.01406	89602.73277591972	4	0.665468912198095	glacial_like
