threshold	method	site	present_taxa	mean_assignment_entropy	mean_site_similarity
prev_10	bicor	ST8	171	0.014990332536399364	0.6108015558117796
prev_10	bicor	ST13	172	0.14903178811073303	0.24399444137485035
prev_10	bicor	GeoB25202_R1	128	0.0	0.6212460002105014
prev_10	bicor	GeoB25202_R2	141	0.05453929677605629	0.5652381953619606
