taxon	threshold	method	module_kmeans	embedding_1	embedding_2	pca_1	pca_2	module_entropy_proxy	module_count	silhouette
S__IMGVR_UViG_3300046532_001046	prev_10	bicor	M2	2.122796	-3.7973762	-1.5330381	-0.96981186	0.0	3	0.5429225564002991
S__IMGVR_UViG_3300047157_000078	prev_10	bicor	M2	2.0828824	-3.9097009	-1.3097491	-1.1627676	0.0	3	0.5429225564002991
S__IMGVR_UViG_3300049783_000307	prev_10	bicor	M2	2.1377301	-3.7765899	-1.8064529	-0.7811832	0.0	3	0.5429225564002991
S__IMGVR_UViG_GVMAG-M-3300025652-16_000001	prev_10	bicor	M2	2.1914086	-3.9542918	-0.8005213	-1.2099831	0.0	3	0.5429225564002991
S__IMGVR_UViG_GVMAG-S-1102114-126_000001	prev_10	bicor	M2	2.08949	-3.9115562	-1.2958328	-1.1788232	0.0	3	0.5429225564002991
S__IMGVR_UViG_GVMAG-S-ERX556030-34_000001	prev_10	bicor	M2	2.2478905	-3.9204464	-1.10973	-0.9529178	0.0	3	0.5429225564002991
S__IMGVR_UViG_GVMAG-S-ERX556043-36_000001	prev_10	bicor	M1	2.5806503	-3.9545999	0.22551247	-1.019145	0.0	3	0.5429225564002991
S__Phycodnaviridae_HM004430_Bathycoccus_sp_RCC1105_virus_BpV2	prev_10	bicor	M2	2.1271827	-3.9024668	-1.229148	-1.152207	0.0	3	0.5429225564002991
S__Schulz_GVMAG_M_3300025652_16	prev_10	bicor	M2	2.2950327	-3.983022	-0.41583014	-1.2059801	0.0	3	0.5429225564002991
S__Schulz_GVMAG_S_1024967_63	prev_10	bicor	M2	2.0481837	-3.9954107	-1.4423184	-1.1051679	0.0	3	0.5429225564002991
S__Schulz_GVMAG_S_1102104_120	prev_10	bicor	M2	2.2867227	-3.964338	-0.98544884	-0.9741114	0.0	3	0.5429225564002991
S__Schulz_GVMAG_S_1102114_126	prev_10	bicor	M2	2.0988765	-3.9791017	-1.4716982	-1.1122584	0.0	3	0.5429225564002991
S__TARA_ARC_108_MAG_00021	prev_10	bicor	M1	2.765325	-3.2514737	0.7601837	1.0185533	0.0	3	0.5429225564002991
S__TARA_ARC_108_MAG_00099	prev_10	bicor	M1	2.8621807	-3.762642	1.5199392	-0.036222234	0.0	3	0.5429225564002991
S__TARA_ARC_108_MAG_00146	prev_10	bicor	M1	2.715647	-3.1634755	0.5193045	1.2361418	0.0	3	0.5429225564002991
S__TARA_ARC_108_MAG_00181	prev_10	bicor	M1	2.8325899	-3.950723	0.82953787	-0.78328943	0.0	3	0.5429225564002991
S__TARA_ARC_NCLDV_00033	prev_10	bicor	M1	2.6220996	-4.0016565	0.4402768	-0.9688078	0.0	3	0.5429225564002991
S__TARA_ARC_NCLDV_00036	prev_10	bicor	M2	2.3382473	-3.8373914	-1.0408517	-0.76743174	0.0	3	0.5429225564002991
S__TARA_ARC_NCLDV_00127	prev_10	bicor	M2	2.2443843	-3.7653122	-1.4105731	-0.884234	0.0	3	0.5429225564002991
S__TARA_ARC_NCLDV_00176	prev_10	bicor	M2	2.103128	-3.9216638	-1.5477126	-1.0014515	0.0	3	0.5429225564002991
S__TARA_ARC_NCLDV_00188	prev_10	bicor	M2	2.0228953	-3.8653135	-1.6871771	-1.1223581	0.0	3	0.5429225564002991
S__TARA_SOC_28_MAG_00007	prev_10	bicor	M1	2.8764563	-3.383057	1.0087135	0.7869208	0.0	3	0.5429225564002991
S__TARA_SOC_28_MAG_00016	prev_10	bicor	M1	2.8031988	-3.3148782	0.8707213	0.9627317	0.0	3	0.5429225564002991
S__TARA_SOC_NCLDV_00026	prev_10	bicor	M3	2.4773598	-2.8385754	-4.0832925	1.510688	0.0	3	0.5429225564002991
