node_id	node_type	z_1	z_2	z_3	z_4	z_5	z_6	z_7	z_8	z_9	z_10	z_11	z_12	z_13	z_14	z_15	z_16	z_17	z_18	z_19	z_20	z_21	z_22	z_23	z_24	z_25	z_26	z_27	z_28	z_29	z_30	z_31	z_32
S__3300001683_28	taxon	2.8542805	-3.4283457	1.979992	3.4117665	3.4673152	2.175565	3.3202672	2.9998817	-3.2079477	-3.403112	3.4907532	2.6957686	2.8554559	2.3896494	-3.1466923	4.3431835	-3.1233068	2.938342	-3.6141417	-2.5142026	-2.6775882	3.555871	-2.6258001	3.0081844	-3.3932438	-2.8661451	2.8965263	3.5347989	3.3175325	-3.575305	3.1403437	3.440577
S__3300006311_3	taxon	2.6583557	-3.1397486	2.150336	3.0140963	3.0689645	2.3674774	3.1220837	2.8874583	-3.172453	-3.1446438	3.2010193	2.468552	2.622213	2.1766925	-3.104735	4.376563	-2.9331975	2.7173924	-3.512982	-2.4717362	-2.5875692	3.5433676	-2.4046164	2.7949626	-2.917435	-2.6353822	2.9727066	3.137552	3.0603633	-3.2545948	2.7851045	3.2529206
S__3300020187_18	taxon	2.489883	-3.0073218	2.143152	2.8436317	2.8736825	2.4534726	3.0523925	2.9168606	-3.101702	-3.0334046	3.090488	2.324408	2.5612657	2.1281652	-2.957024	4.238307	-2.8169365	2.5481458	-3.4670331	-2.3862693	-2.5366302	3.4441154	-2.3232265	2.7145815	-2.6857467	-2.4580135	2.8692465	2.878058	2.8388186	-3.1609664	2.53832	3.1758635
S__3300020263_16	taxon	2.9321172	-3.40347	2.0777862	3.2796803	3.5445738	2.2198858	3.1766949	2.8293571	-3.1441126	-3.3934503	3.3665285	2.7786736	2.7187269	2.137578	-3.140491	4.182081	-3.1203842	3.0728345	-3.5667336	-2.6793091	-2.4675233	3.4614725	-2.660104	2.9408665	-3.449648	-3.0226827	2.9497628	3.594831	3.197157	-3.4586906	3.1139636	3.5582047
S__3300020300_16	taxon	2.5053005	-3.0420222	2.1201618	2.8809285	2.9226756	2.4381108	3.0792737	2.9345636	-3.1218517	-3.06429	3.127778	2.3390255	2.5821111	2.1539035	-2.9861534	4.2427597	-2.8416162	2.5619845	-3.489479	-2.4007359	-2.55526	3.4577527	-2.3258142	2.7422438	-2.7378392	-2.4841106	2.8740134	2.9169931	2.8709807	-3.1774492	2.5542548	3.1969852
S__3300020317_19	taxon	2.5692997	-4.035887	1.6764338	3.8489265	3.2838674	1.5269151	3.1019702	2.929812	-2.7415662	-3.513034	3.349219	2.8941917	2.9633632	2.195591	-2.916119	3.8851607	-2.8900592	3.4039624	-3.1962762	-2.0516002	-2.1884441	3.0153012	-2.78857	2.569849	-3.6195252	-3.4535754	2.3581345	3.1924264	3.0259821	-3.7918181	3.3166895	3.0858543
S__3300020330_9	taxon	2.9597425	-3.778586	1.9632291	3.72786	3.684609	2.0145314	3.402155	3.0557804	-3.2639828	-3.626593	3.6730537	2.8719206	3.211123	2.402543	-3.2154503	4.4063406	-3.266696	3.2359471	-3.6699135	-2.4159532	-2.6000566	3.5823655	-3.0238008	3.1064272	-3.6088164	-3.0893018	2.7289631	3.6217556	3.4176965	-3.8695302	3.492206	3.5706174
S__3300024058_12	taxon	3.104576	-2.4516916	2.1484215	2.5423222	2.3193712	2.6017253	2.423975	2.126797	-3.0332384	-2.7681417	1.9615027	2.081884	2.6773887	1.7477546	-2.5308514	4.015524	-2.5909975	2.5506263	-3.2824354	-2.3030243	-1.9577153	3.3512473	-2.3944328	2.2522857	-2.5357456	-2.5453448	2.9138339	3.1856084	2.5290945	-2.8500345	3.1162944	3.128333
S__3300024058_22	taxon	2.8383818	-3.506571	2.1723773	3.3638597	3.4820018	2.1639738	3.2138753	2.8920007	-3.1723938	-3.3541303	3.473974	2.7993758	2.766314	2.3001747	-3.2916312	4.5468807	-3.1161773	3.0438733	-3.5438619	-2.6035419	-2.61484	3.6062248	-2.6400874	3.0190806	-3.3277733	-2.9158032	3.0830126	3.4811869	3.4380453	-3.5749316	3.2364504	3.428073
S__3300024060_27	taxon	3.0069265	-3.5938323	1.932255	3.5834389	3.5751286	2.1071289	3.417994	3.132186	-3.2995858	-3.5250235	3.541232	2.742845	3.131457	2.3684907	-3.1961195	4.3634195	-3.229876	3.1031208	-3.7077165	-2.5079648	-2.7023396	3.6398692	-2.8537967	3.0523858	-3.5304036	-2.974214	2.7689767	3.5951257	3.3294475	-3.6570778	3.3594277	3.4930925
